exemplar,abs_freq,rel_freq
abete bianco,224,0.02
abete rosso,15104,1.04
abete argentato,48,0.0
abete balsamico,40,0.0
abete amabile,2,0.0
abete canadese,74,0.01
abete himalayano,0,0.0
abete siberiano,53,0.0
abete nordmann,3,0.0
abete douglas,31,0.0
abete delle marianne,0,0.0
abete delle rocciose,0,0.0
abete di douglas,21,0.0
abete falso,0,0.0
abete nobile,10,0.0
abete sacchettato,0,0.0
abete serbo,0,0.0
abete spinoso,0,0.0
abete delle rockies,0,0.0
abete marittimo,1,0.0
abete di spagna,21,0.0
rosso,33472,2.3
bianco,2759185,190.09
argento,17436,1.2
nero,30046,2.08
giallo,35694,2.46
canadese,14273,0.98
europeo,17373,1.2
marittimo,16502,1.14
nobile,12313,0.85
amabile,14954,1.03
abete giapponese,4,0.0
abete dei balcani,4,0.0
abete delle amami,0,0.0
abete dell'himalaya,0,0.0
abete di fraser,23,0.0
aliante,21346,1.48
aereo da combattimento,102,0.0
aereo da caccia,62,0.0
aereo da ricognizione,2070,0.14
aereo da trasporto,70,0.0
aliscafo,13389,0.92
anfibio,17370,1.2
autogiro,1926,0.14
bombardiere,20377,1.4
caccia,39930,2.76
cacciabombardiere,6840,0.47
elicottero,30198,2.08
idrovolante,12829,0.88
parapendio,16259,1.12
pattugliatore,4105,0.28
quadrireattore,56,0.0
razzo,10968,0.76
ricognitore,4039,0.28
velivolo,15743,1.08
ultraleggero,6246,0.43
aereo da addestramento,74,0.0
aereo da turismo,44,0.0
aereo da attacco al suolo,30,0.0
aereo spia,51,0.0
da trasporto,275,0.02
da caccia,33,0.0
commerciale,17757,1.22
cargo,35270,2.42
a reazione,99,0.01
militare,30302,2.09
da addestramento,97,0.01
supersonico,8128,0.56
subsonico,10012,0.69
ala fissa,53,0.0
ad ala rotante,37,0.0
da turismo,111,0.01
aereo di linea,25,0.0
aereo da guerra elettronica,27,0.0
aereo da trasporto vip,6,0.0
aereo da trasporto truppe,15,0.0
aereo da pattugliamento marittimo,22,0.0
aeromobile,17120,1.18
aereo imbarcato,141,0.01
aereo a reazione,44,0.0
aereo da trasporto passeggeri,20,0.0
aereo cargo,70,0.0
aereo anfibio,156,0.01
aereo supersonico,39,0.0
aereo militare,182,0.02
aereo civile,102,0.0
boeing 737,3010,0.21
atr 72,108,0.01
a380,2720,0.19
concorde,19083,1.31
airbus a320,1246,0.09
airbus a350,220,0.02
douglas dc-10,61,0.0
boeing 747,1703,0.12
boeing 787,814,0.06
tupolev tu-204,39,0.0
airbus a300,133,0.01
antonov an-225 mriya,28,0.0
cessna 172,298,0.02
dc-8,302,0.02
dc-9,1133,0.08
f-16,4084,0.28
il-86,59,0.0
md-80,336,0.02
mirage 2000,283,0.02
sukhoi superjet 100,66,0.0
calendario,30666,2.12
appuntamento,16079,1.11
promemoria,26383,1.82
quaderno,39352,2.72
planner,32956,2.28
rubrica,35574,2.46
agendina,2762,0.19
block notes,1916,0.13
diario,40702,2.8
agenda cartacea,28,0.0
agenda digitale,1132,0.08
agenda scolastica,204,0.01
agenda lavorativa,61,0.0
agenda personale,520,0.04
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda elettronica,38,0.0
agenda di lavoro,46,0.0
agenda online,386,0.03
agenda impreziosita,0,0.0
agenda di studio,70,0.0
agenda stampata,4,0.0
agenda da tavolo,21,0.0
agenda da parete,1,0.0
agenda da tasca,3,0.0
appendiabiti a muro,32,0.0
appendiabiti a forma di albero,5,0.0
appendiabiti a forma di ombrello,0,0.0
appendiabiti a ruote,1,0.0
appendiabiti a 3 gambe,0,0.0
appendiabiti a 4 gambe,0,0.0
attaccapanni,4205,0.29
gruccia,6253,0.43
stampella,18088,1.25
porta cappelli,17,0.0
appendiabiti girevole,7,0.0
appendiabiti pieghevole,20,0.0
appendiabiti per abiti lunghi,0,0.0
appendiabiti per cappotti,2,0.0
maniglia,20641,1.42
asta,14848,1.02
portabiti,388,0.03
appendiabiti da terra,22,0.0
gruccia appendiabiti,158,0.01
appendiabiti per armadio,9,0.0
appendiabiti elettrico,1,0.0
appendiabiti a scomparsa,14,0.0
appendiabiti a stanga,0,0.0
porta cappello,33,0.0
gruccia da viaggio,0,0.0
appendiabiti a forma di figura,0,0.0
appendiabiti da parete,31,0.0
armadio a ponte,24,0.0
armadio a muro,48,0.0
armadio aperto,194,0.01
armadio attrezzato,163,0.01
armadio componibile,42,0.0
armadio scorrevole,69,0.0
guardaroba,29842,2.06
cabina,38354,2.64
armadietto,32978,2.28
armadio a specchio,25,0.0
armadio guardaroba,167,0.01
armadio cabina,114,0.01
armadio soppalco,6,0.0
armadio abitabile,11,0.0
contenitore,37520,2.58
scaffale,42692,2.94
appendiabiti,11382,0.78
cabina armadio,1047,0.07
armadio a due ante,27,0.0
armadio a quattro ante,26,0.0
armadio classico,61,0.0
armadio moderno,226,0.02
armadio stile minimal,0,0.0
guardaroba a muro,26,0.0
cassettone,34200,2.36
armadio in legno,28,0.0
pensilina,20464,1.41
cassettoni,11567,0.8
specchiera,8361,0.58
libreria,40032,2.76
scaffalatura,17175,1.18
astuccio portaoggetti,8,0.0
astuccio per occhiali,23,0.0
astuccio per penna,26,0.0
astuccio per trucco,5,0.0
astuccio per chitarra,6,0.0
astuccio per pistola,0,0.0
astuccio per violino,3,0.0
portaoggetti,15598,1.07
portapenne,3330,0.23
astuccio per matite,29,0.0
astuccio per strumenti,1,0.0
astuccio per pennelli,5,0.0
astuccio porta oggetti,5,0.0
astuccio per trucchi,3,0.0
astuccio per medicinali,0,0.0
astuccio da viaggio,21,0.0
astuccio per accessori,8,0.0
astuccio per cuffie,0,0.0
porta pennarelli,35,0.0
porta matite,106,0.01
astuccio da scuola,9,0.0
astuccio da trucco,8,0.0
astuccio per penna stilografica,1,0.0
custodia,19621,1.35
foderetta,13,0.0
fodera,15375,1.06
portamatite,574,0.04
astuccio porta pennelli,10,0.0
portacilindri,4,0.0
astuccio porta oggetti da cucito,0,0.0
cacciavite,18238,1.26
martello,35294,2.44
pinza,36776,2.54
chiave inglese,50,0.0
forbici,22189,1.53
scalpello,26602,1.84
seghetto,14008,0.96
lima,34882,2.4
livella,8934,0.62
trapano,17985,1.24
sega,40972,2.82
cesoia,9726,0.67
pialla,4007,0.28
cincello,4,0.0
tenaglia,13689,0.94
cacciavite a stella,37,0.0
taglierina,4435,0.31
squadra,15855,1.09
cesoie,7030,0.48
lime,43422,2.99
targa,15997,1.1
cacciavite a croce,20,0.0
autobetoniera,453,0.03
pullman,35948,2.48
scuolabus,16967,1.17
filobus,10710,0.74
autobus panoramico,143,0.01
autobus a due piani,68,0.0
bus navetta,2116,0.15
autobus urbano,238,0.02
autobus interurbano,98,0.0
autobus a lunga percorrenza,24,0.0
autobus a due piani aperto,5,0.0
autobus panoramico a due piani,10,0.0
autobus extraurbano,248,0.02
autobus turistico,184,0.02
autobus a impiego speciale,0,0.0
autobus navetta,62,0.0
navetta,17641,1.22
bus elettrico,28,0.0
autobus a idrogeno,32,0.0
midibus,96,0.01
minibus,23726,1.64
corriera,41188,2.84
autobus a pianale ribassato,29,0.0
trolleybus,66,0.0
autobus elettrico,70,0.0
autobus a gasolio,36,0.0
suv,38682,2.66
berlina,38856,2.68
coupé,42702,2.94
roadster,18488,1.28
spider,18285,1.26
cabrio,19615,1.35
hatchback,3422,0.24
station wagon,7302,0.5
pick-up,30836,2.12
furgone,33420,2.3
monovolume,11428,0.79
auto d'epoca,0,0.0
city car,677,0.05
crossover,47046,3.24
minivan,15870,1.1
autocarro,38636,2.66
ambulanza,15049,1.04
autoarticolato,5916,0.41
autobus,663876,45.74
berlina 3 volumi,44,0.0
biplano,6073,0.42
fiacre,329,0.02
fuoristrada,21868,1.5
furgoncino,22930,1.58
granturismo,4960,0.34
hard-top,609,0.04
hypercar,4440,0.3
kombi,673,0.05
limousine,29658,2.04
microcar,2030,0.14
musone,5554,0.38
quadriciclo leggero,72,0.0
cabriolet,19356,1.34
giardinetta,1154,0.08
muscolare,17655,1.22
superauto,284,0.02
supermini,167,0.01
sedan,9104,0.62
truck,26698,1.84
citycar,5324,0.37
berlina a due volumi,24,0.0
vettura a motore centrale,20,0.0
berlinetta,2564,0.18
coupé a tre volumi,23,0.0
vasca da bagno,770,0.06
box doccia,1286,0.09
doccia,31052,2.14
bidet,34738,2.4
lavabo,14324,0.99
water,72109,4.97
piatto doccia,52,0.0
cabina doccia,364,0.03
bagno turco,2150,0.14
vasca,40030,2.76
bagno chimico,73,0.01
bagno di vapore,32,0.0
veranda,41844,2.88
ballatoio,9689,0.67
loggia,35196,2.42
terrazza,608470,41.92
poggiolo,5716,0.39
altana,4503,0.31
porticato,15908,1.1
a filo,432,0.03
pensile,17688,1.22
aggettante,3782,0.26
inglobato,13573,0.94
panoramico,39910,2.75
rientrante,20312,1.4
