category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability
plants,piante,abete,ABETE_abete bianco,bianco,5,1,1,1.0,1.0,1.0,5,1.0
plants,piante,abete,ABETE_abete rosso,rosso,5,2,2,2.0,0.0,1.0,5,0.10026
plants,piante,abete,ABETE_abete nero,nero,4,3,7,4.0,0.0,0.8,5,0.29879
plants,piante,abete,ABETE_abete di grandi dimensioni,di grandi dimensioni,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete gigante,gigante,2,5,10,7.5,0.0,0.4,5,0.09201
plants,piante,abete,ABETE_abete d'italia,d'italia,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete tedesco,tedesco,2,7,20,13.5,0.0,0.4,5,0.11679
plants,piante,abete,ABETE_abete rosso della virginia,rosso della virginia,1,8,8,8.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco del nord,bianco del nord,1,9,9,9.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete silvestre,silvestre,5,5,10,7.8,0.0,1.0,5,0.19952
plants,piante,abete,ABETE_abete d'alaska,d'alaska,1,11,11,11.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete douglas,douglas,3,7,17,12.0,0.0,0.6,5,0.14562
plants,piante,abete,ABETE_abete bianco di scozia,bianco di scozia,1,13,13,13.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco del caucaso,bianco del caucaso,1,14,14,14.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco della californien,bianco della californien,1,15,15,15.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco siberiano,bianco siberiano,1,16,16,16.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco columbiano,bianco columbiano,1,17,17,17.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abeto gigante,abeto gigante,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abeto del colorado,abeto del colorado,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco di siberia,bianco di siberia,3,6,14,9.3333,0.0,0.6,5,0.16059
plants,piante,abete,ABETE_abete grossoccio,grossoccio,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco verde,bianco verde,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso del nord,rosso del nord,3,5,9,6.6667,0.0,0.6,5,0.13088
plants,piante,abete,ABETE_abete rosso d'italia,rosso d'italia,1,7,7,7.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso d'europa,rosso d'europa,1,8,8,8.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete grande,grande,1,10,10,10.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco di california,bianco di california,1,11,11,11.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete d'isola,d'isola,1,12,12,12.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso di venezuela,rosso di venezuela,1,13,13,13.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso di messico,rosso di messico,1,14,14,14.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso di cina,rosso di cina,1,15,15,15.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete siberiano,siberiano,1,16,16,16.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete loblolly,loblolly,1,18,18,18.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete bianco di colorado,bianco di colorado,1,19,19,19.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete gig,gig,1,20,20,20.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di sequoia,di sequoia,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete gialle,gialle,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete blu,blu,2,6,14,10.0,0.0,0.4,5,0.10263
plants,piante,abete,ABETE_abete rosso delle cascate,rosso delle cascate,1,8,8,8.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di douglas,di douglas,1,11,11,11.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete duca,duca,1,12,12,12.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso del giappone,rosso del giappone,1,13,13,13.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso del nord america,rosso del nord america,1,15,15,15.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso del caucaso,rosso del caucaso,2,10,16,13.0,0.0,0.4,5,0.07037
plants,piante,abete,ABETE_abete di monterey,di monterey,1,17,17,17.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete del paraíso,del paraíso,1,18,18,18.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di nobel,di nobel,1,19,19,19.0,0.0,0.2,5,0.02005
