category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability
plants,piante,abete,ABETE_abete rosso,rosso,4,1,4,2.0,0.4,0.8,5,0.51296
plants,piante,abete,ABETE_abete nero,nero,3,2,3,2.6667,0.0,0.6,5,0.10343
plants,piante,abete,ABETE_abete bianco,bianco,3,1,3,2.0,0.2,0.6,5,0.28338
plants,piante,abete,ABETE_abete rosso giapponese,rosso giapponese,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso cinese,rosso cinese,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso americano,rosso americano,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_acacia,acacia,1,1,1,1.0,0.2,0.2,5,0.2
plants,piante,abete,ABETE_arbutus,arbutus,1,2,2,2.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_acer,acer,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_birch,birch,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_cedar,cedar,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_chestnut,chestnut,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_cocos,cocos,1,7,7,7.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_eucalyptus,eucalyptus,1,8,8,8.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_elm,elm,1,9,9,9.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_ginkgo,ginkgo,1,10,10,10.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_maple,maple,1,11,11,11.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_oak,oak,1,12,12,12.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_pine,pine,1,13,13,13.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_pussywillow,pussywillow,1,14,14,14.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_quercus,quercus,1,15,15,15.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_redwood,redwood,1,16,16,16.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_willow,willow,1,17,17,17.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_acerbo,acerbo,1,1,1,1.0,0.2,0.2,5,0.2
plants,piante,abete,ABETE_acero,acero,1,2,2,2.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betulla,betulla,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betulino,betulino,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betula,betula,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betulina,betulina,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido,betuloido,1,7,7,7.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido americano,betuloido americano,1,8,8,8.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido giapponese,betuloido giapponese,1,9,9,9.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido occidentale,betuloido occidentale,1,10,10,10.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido scandinavo,betuloido scandinavo,1,11,11,11.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido sottile,betuloido sottile,1,12,12,12.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subalpino,betuloido subalpino,1,13,13,13.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subartico,betuloido subartico,1,14,14,14.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subtropicale,betuloido subtropicale,1,15,15,15.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subtropicale americano,betuloido subtropicale americano,1,16,16,16.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subtropicale australiano,betuloido subtropicale australiano,1,17,17,17.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subtropicale europeo,betuloido subtropicale europeo,1,18,18,18.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_betuloido subtropical,betuloido subtropical,1,19,19,19.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete giallo,giallo,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete blu,blu,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete verde,verde,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aeroplano,aeroplano,5,1,1,1.0,1.0,1.0,5,1.0
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,5,2,2,2.0,0.0,1.0,5,0.10026
vehicles,veicoli,aereo,AEREO_aerostato,aerostato,4,3,3,3.0,0.0,0.8,5,0.08021
vehicles,veicoli,aereo,AEREO_aerocarro,aerocarro,1,4,4,4.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_dirigibile,dirigibile,3,4,4,4.0,0.0,0.6,5,0.06016
vehicles,veicoli,aereo,AEREO_drone,drone,1,5,5,5.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_vettore spaziale,vettore spaziale,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aerostato sperimentale,aerostato sperimentale,1,5,5,5.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aerotrasporto,aerotrasporto,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aerostazione,aerostazione,2,6,7,6.5,0.0,0.4,5,0.04947
vehicles,veicoli,aereo,AEREO_aliante,aliante,1,3,3,3.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo a reattori,a reattori,1,5,5,5.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo a pistoni,a pistoni,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aeromobile,aeromobile,1,4,4,4.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aerotraino,aerotraino,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_calendario,calendario,3,1,1,1.0,0.6,0.6,5,0.6
stationery,cancelleria,agenda,AGENDA_organizzazione,organizzazione,1,2,2,2.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_diario,diario,3,2,4,3.0,0.0,0.6,5,0.15613
stationery,cancelleria,agenda,AGENDA_calendario digitale,calendario digitale,4,3,6,4.25,0.0,0.8,5,0.20039
stationery,cancelleria,agenda,AGENDA_calendario online,calendario online,2,5,5,5.0,0.0,0.4,5,0.0401
stationery,cancelleria,agenda,AGENDA_organizzatore,organizzatore,2,2,3,2.5,0.0,0.4,5,0.08338
stationery,cancelleria,agenda,AGENDA_organizzatore digitale,organizzatore digitale,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a4,a4,1,1,1,1.0,0.2,0.2,5,0.2
stationery,cancelleria,agenda,AGENDA_a5,a5,1,2,2,2.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a6,a6,1,3,3,3.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a7,a7,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a8,a8,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a9,a9,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a10,a10,1,7,7,7.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a11,a11,1,8,8,8.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a12,a12,1,9,9,9.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a13,a13,1,10,10,10.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a14,a14,1,11,11,11.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a15,a15,1,12,12,12.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a16,a16,1,13,13,13.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a17,a17,1,14,14,14.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a18,a18,1,15,15,15.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a19,a19,1,16,16,16.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a20,a20,1,17,17,17.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a21,a21,1,18,18,18.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a22,a22,1,19,19,19.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a23,a23,1,20,20,20.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a24,a24,1,21,21,21.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a25,a25,1,22,22,22.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a26,a26,1,23,23,23.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a27,a27,1,24,24,24.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a28,a28,1,25,25,25.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a29,a29,1,26,26,26.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a30,a30,1,27,27,27.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a31,a31,1,28,28,28.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a32,a32,1,29,29,29.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a33,a33,1,30,30,30.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a34,a34,1,31,31,31.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a35,a35,1,32,32,32.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_a36,a36,1,33,33,33.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_carta di agenda,carta di agenda,1,1,1,1.0,0.2,0.2,5,0.2
stationery,cancelleria,agenda,AGENDA_app per agenda,app per agenda,1,2,2,2.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_agenda digitale,digitale,1,3,3,3.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_agenda online,online,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_agenda software,software,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_agenda di gestione delle attività,di gestione delle attività,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_calendario in app,calendario in app,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_jeans,jeans,4,1,1,1.0,0.8,0.8,5,0.8
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_pantaloni,pantaloni,4,2,2,2.0,0.0,0.8,5,0.08021
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_slacks,slacks,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camise,camise,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_tunica,tunica,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_t-shirt,t-shirt,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scarpe,scarpe,3,3,5,3.6667,0.0,0.6,5,0.14671
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cappelli,cappelli,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_abiti,abiti,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_trousers,trousers,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_skirt,skirt,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_dress,dress,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa,borsa,1,1,1,1.0,0.2,0.2,5,0.2
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa per borse,borsa per borse,1,2,2,2.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa per borse in pelle,borsa per borse in pelle,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa per borse in tessuto,borsa per borse in tessuto,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa per borse in tessuto in pelle,borsa per borse in tessuto in pelle,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_borsa per borse in tessuto in pelle in colori,borsa per borse in tessuto in pelle in colori,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_camice,camice,1,4,4,4.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armario,armario,1,1,1,1.0,0.2,0.2,5,0.2
furniture,mobili,armadio,ARMADIO_armario per cucina,armario per cucina,1,2,2,2.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armario per vestiti,armario per vestiti,1,3,3,3.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armario per abbigliamento sportivo,armario per abbigliamento sportivo,1,4,4,4.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armario per bacheca,armario per bacheca,1,5,5,5.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armario per biciclette,armario per biciclette,1,6,6,6.0,0.0,0.2,5,0.02005
