category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability
plants,piante,abete,ABETE_abete americano,americano,2,1,1,1.0,0.4,0.4,5,0.4
plants,piante,abete,ABETE_abete asiatico,asiatico,1,2,2,2.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete balsamina,balsamina,2,2,3,2.5,0.0,0.4,5,0.08338
plants,piante,abete,ABETE_abete canadese,canadese,2,3,4,3.5,0.0,0.4,5,0.06321
plants,piante,abete,ABETE_abete cipresso,cipresso,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di himalaya,di himalaya,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di japano,di japano,1,7,7,7.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di faggio,di faggio,2,1,1,1.0,0.4,0.4,5,0.4
plants,piante,abete,ABETE_abete di monte,di monte,2,2,2,2.0,0.0,0.4,5,0.0401
plants,piante,abete,ABETE_abete di rosmarino,di rosmarino,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di stellato,di stellato,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di montagna,di montagna,1,1,1,1.0,0.2,0.2,5,0.2
plants,piante,abete,ABETE_abete di pianura,di pianura,1,2,2,2.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di foresta,di foresta,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di new england,di new england,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete gigante,gigante,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete incrociato,incrociato,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete montano,montano,1,5,5,5.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete rosso,rosso,1,6,6,6.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di rosmarin,di rosmarin,1,3,3,3.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di stella,di stella,1,4,4,4.0,0.0,0.2,5,0.02005
plants,piante,abete,ABETE_abete di tasso,di tasso,1,5,5,5.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da passeggeri,da passeggeri,2,1,1,1.0,0.4,0.4,5,0.4
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,5,1,3,2.2,0.2,1.0,5,0.36676
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,5,2,4,3.2,0.0,1.0,5,0.21934
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,5,4,8,5.0,0.0,1.0,5,0.29769
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento,da pattugliamento,5,3,7,5.0,0.0,1.0,5,0.24245
vehicles,veicoli,aereo,AEREO_aereo da trasporto a lungo raggio,da trasporto a lungo raggio,3,6,9,7.6667,0.0,0.6,5,0.09429
vehicles,veicoli,aereo,AEREO_aereo da combattimento aereo,da combattimento aereo,1,7,7,7.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,3,5,8,7.0,0.0,0.6,5,0.09384
vehicles,veicoli,aereo,AEREO_aereo da trainamento,da trainamento,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da carico,da carico,2,7,7,7.0,0.0,0.4,5,0.0401
vehicles,veicoli,aereo,AEREO_aereo da combattimento a lungo raggio,da combattimento a lungo raggio,1,9,9,9.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento a lungo raggio,da pattugliamento a lungo raggio,1,10,10,10.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da ricognizione a lungo raggio,da ricognizione a lungo raggio,1,11,11,11.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da trasporto cargo,da trasporto cargo,1,12,12,12.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da combattimento da caccia,da combattimento da caccia,1,13,13,13.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da trasporto passeggeri,da trasporto passeggeri,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo passeggeri,passeggeri,2,1,1,1.0,0.4,0.4,5,0.4
vehicles,veicoli,aereo,AEREO_aereo militare,militare,2,2,2,2.0,0.0,0.4,5,0.0401
vehicles,veicoli,aereo,AEREO_aereo da osservazione,da osservazione,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da trasporto aereo,da trasporto aereo,1,10,10,10.0,0.0,0.2,5,0.02005
vehicles,veicoli,aereo,AEREO_aereo da trasporto merci,da trasporto merci,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_calendario,calendario,5,1,1,1.0,1.0,1.0,5,1.0
stationery,cancelleria,agenda,AGENDA_piano,piano,4,2,5,3.25,0.0,0.8,5,0.28077
stationery,cancelleria,agenda,AGENDA_elenco,elenco,5,2,4,3.0,0.0,1.0,5,0.24245
stationery,cancelleria,agenda,AGENDA_programma,programma,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_tabellone,tabellone,3,5,6,5.3333,0.0,0.6,5,0.08358
stationery,cancelleria,agenda,AGENDA_tabella,tabella,2,5,6,5.5,0.0,0.4,5,0.05182
stationery,cancelleria,agenda,AGENDA_elenco di attività,elenco di attività,1,3,3,3.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_elenco di appuntamenti,elenco di appuntamenti,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_elenco di date,elenco di date,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_piano di vita,piano di vita,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_orario,orario,2,2,7,4.5,0.0,0.4,5,0.15637
stationery,cancelleria,agenda,AGENDA_elenco di compiti,elenco di compiti,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_lista,lista,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,agenda,AGENDA_taccuino,taccuino,2,2,6,4.0,0.0,0.4,5,0.14631
stationery,cancelleria,agenda,AGENDA_diario,diario,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone,cassettone,5,1,2,1.6,0.4,1.0,5,0.46016
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone a muro,cassettone a muro,1,2,2,2.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone a pavimento,cassettone a pavimento,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone portadivi,cassettone portadivi,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone portasabatuffoli,cassettone portasabatuffoli,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone portacartabattito,cassettone portacartabattito,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone portacartabattito con porta cartucce,cassettone portacartabattito con porta cartucce,1,7,7,7.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_armadio,armadio,3,1,1,1.0,0.6,0.6,5,0.6
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera,cassettiera,4,2,3,2.75,0.0,0.8,5,0.12348
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con specchio,cassettiera con specchio,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio,cassettiera con porta armadio,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio e specchio,cassettiera con porta armadio e specchio,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio e lavanderia,cassettiera con porta armadio e lavanderia,1,7,7,7.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio e lavanderia e asciugatrice,cassettiera con porta armadio e lavanderia e asciugatrice,1,8,8,8.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie,cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie,1,9,9,9.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie e forno,cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie e forno,1,10,10,10.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_scrivania,scrivania,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettino,cassettino,1,3,3,3.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone a due ante,cassettone a due ante,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone a tre ante,cassettone a tre ante,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettone con cassetto per abiti,cassettone con cassetto per abiti,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera a muro,cassettiera a muro,1,4,4,4.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera mobile,cassettiera mobile,1,5,5,5.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porte scorrevoli,cassettiera con porte scorrevoli,1,6,6,6.0,0.0,0.2,5,0.02005
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_cassettiera con porte a gancio,cassettiera con porte a gancio,1,7,7,7.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a muro,a muro,4,1,4,2.0,0.4,0.8,5,0.51296
furniture,mobili,armadio,ARMADIO_armadio a cassetti,a cassetti,2,1,2,1.5,0.2,0.4,5,0.22005
furniture,mobili,armadio,ARMADIO_armadio a stantuffa,a stantuffa,1,3,3,3.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a porta,a porta,2,2,4,3.0,0.0,0.4,5,0.11296
furniture,mobili,armadio,ARMADIO_armadio da letto,da letto,5,3,6,4.4,0.0,1.0,5,0.24299
furniture,mobili,armadio,ARMADIO_armadio per abiti,per abiti,3,5,6,5.6667,0.0,0.6,5,0.07187
furniture,mobili,armadio,ARMADIO_armadio per giochi,per giochi,1,7,7,7.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per libri,per libri,1,8,8,8.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per cucina,per cucina,1,9,9,9.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per bagaglio,per bagaglio,1,10,10,10.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a cassettone,a cassettone,1,2,2,2.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a vetrata,a vetrata,1,3,3,3.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio da cucina,da cucina,4,4,5,4.5,0.0,0.8,5,0.11137
furniture,mobili,armadio,ARMADIO_armadio a specchio,a specchio,1,2,2,2.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per abbigliamento,per abbigliamento,1,4,4,4.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio da bagno,da bagno,1,6,6,6.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a vetro,a vetro,2,1,1,1.0,0.4,0.4,5,0.4
furniture,mobili,armadio,ARMADIO_armadio per bambini,per bambini,1,6,6,6.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per bagagli,per bagagli,1,7,7,7.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio per attrezzature sportive,per attrezzature sportive,1,8,8,8.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio a vetro con porta,a vetro con porta,1,3,3,3.0,0.0,0.2,5,0.02005
furniture,mobili,armadio,ARMADIO_armadio da guardaroba,da guardaroba,1,7,7,7.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_cappello,cappello,4,1,2,1.5,0.4,0.8,5,0.4401
stationery,cancelleria,astuccio,ASTUCCIO_berretto,berretto,1,2,2,2.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_casco,casco,1,3,3,3.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanti,guanti,4,2,4,3.0,0.0,0.8,5,0.19929
stationery,cancelleria,astuccio,ASTUCCIO_guanto,guanto,3,1,5,3.3333,0.2,0.6,5,0.25569
stationery,cancelleria,astuccio,ASTUCCIO_guanti da lavoro,guanti da lavoro,2,3,4,3.5,0.0,0.4,5,0.06321
stationery,cancelleria,astuccio,ASTUCCIO_guanti da sci,guanti da sci,2,4,6,5.0,0.0,0.4,5,0.07037
stationery,cancelleria,astuccio,ASTUCCIO_guanti da cucito,guanti da cucito,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanti da esercizio,guanti da esercizio,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanti da pescatore,guanti da pescatore,2,7,9,8.0,0.0,0.4,5,0.05569
stationery,cancelleria,astuccio,ASTUCCIO_guanti da motociclista,guanti da motociclista,1,8,8,8.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_borsa,borsa,2,1,1,1.0,0.4,0.4,5,0.4
stationery,cancelleria,astuccio,ASTUCCIO_guanti da neve,guanti da neve,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanti da cucina,guanti da cucina,1,7,7,7.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanti da giardinaggio,guanti da giardinaggio,1,8,8,8.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_maschera,maschera,1,10,10,10.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_cintura,cintura,1,5,5,5.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_collare,collare,1,6,6,6.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanto da neve,guanto da neve,1,2,2,2.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanto da sci,guanto da sci,1,3,3,3.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanto da ballo,guanto da ballo,1,4,4,4.0,0.0,0.2,5,0.02005
stationery,cancelleria,astuccio,ASTUCCIO_guanto da ginnastica,guanto da ginnastica,1,5,5,5.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici,forbici,4,1,4,1.75,0.6,0.8,5,0.62005
hobbies,passatempi,attrezzo,ATTREZZO_forbice,forbice,3,1,2,1.3333,0.4,0.6,5,0.42005
hobbies,passatempi,attrezzo,ATTREZZO_pinzette,pinzette,1,3,3,3.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da cucito,forbici da cucito,3,2,6,4.0,0.0,0.6,5,0.19662
hobbies,passatempi,attrezzo,ATTREZZO_matita,matita,3,2,6,4.3333,0.0,0.6,5,0.17807
hobbies,passatempi,attrezzo,ATTREZZO_pennarello,pennarello,3,4,6,5.0,0.0,0.6,5,0.10213
hobbies,passatempi,attrezzo,ATTREZZO_pennello,pennello,4,3,7,5.25,0.0,0.8,5,0.19634
hobbies,passatempi,attrezzo,ATTREZZO_pennellata,pennellata,1,8,8,8.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_rullo,rullo,2,5,9,7.0,0.0,0.4,5,0.08338
hobbies,passatempi,attrezzo,ATTREZZO_pennacchiotto,pennacchiotto,1,10,10,10.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbicatrice,forbicatrice,1,2,2,2.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_rasoio,rasoio,1,3,3,3.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_scalpello,scalpello,2,2,5,3.5,0.0,0.4,5,0.13259
hobbies,passatempi,attrezzo,ATTREZZO_pennellino,pennellino,1,8,8,8.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_pennello da pittore,pennello da pittore,1,9,9,9.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_pennello da spazzatura,pennello da spazzatura,1,10,10,10.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_martello,martello,1,3,3,3.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbicatore,forbicatore,1,6,6,6.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_trapano,trapano,1,7,7,7.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_scalpellino,scalpellino,1,8,8,8.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_sega,sega,1,9,9,9.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da pratica,forbici da pratica,2,3,7,5.0,0.0,0.4,5,0.11296
hobbies,passatempi,attrezzo,ATTREZZO_forbici da orticoltura,forbici da orticoltura,1,4,4,4.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da pesca,forbici da pesca,1,5,5,5.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da rasoio,forbici da rasoio,1,6,6,6.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da scuola,forbici da scuola,1,7,7,7.0,0.0,0.2,5,0.02005
hobbies,passatempi,attrezzo,ATTREZZO_forbici da taglio,forbici da taglio,1,8,8,8.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus urbano,urbano,4,1,1,1.0,0.8,0.8,5,0.8
vehicles,veicoli,autobus,AUTOBUS_autobus extraurbano,extraurbano,3,2,3,2.3333,0.0,0.6,5,0.14671
vehicles,veicoli,autobus,AUTOBUS_autobus notturno,notturno,4,3,4,3.25,0.0,0.8,5,0.14954
vehicles,veicoli,autobus,AUTOBUS_autobus a lungo percorso,a lungo percorso,3,4,5,4.3333,0.0,0.6,5,0.09132
vehicles,veicoli,autobus,AUTOBUS_autobus di linea,di linea,4,4,5,4.75,0.0,0.8,5,0.09579
vehicles,veicoli,autobus,AUTOBUS_autobus di servizio,di servizio,2,6,6,6.0,0.0,0.4,5,0.0401
vehicles,veicoli,autobus,AUTOBUS_autobus di trasporto scolastico,di trasporto scolastico,2,6,7,6.5,0.0,0.4,5,0.04947
vehicles,veicoli,autobus,AUTOBUS_autobus di trasporto universitario,di trasporto universitario,2,7,8,7.5,0.0,0.4,5,0.0479
vehicles,veicoli,autobus,AUTOBUS_autobus di trasporto turistico,di trasporto turistico,2,8,9,8.5,0.0,0.4,5,0.04678
vehicles,veicoli,autobus,AUTOBUS_autobus a traffico limitato,a traffico limitato,1,5,5,5.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus a linea,a linea,1,6,6,6.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus a linea notturno,a linea notturno,1,7,7,7.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus a linea sosta,a linea sosta,1,8,8,8.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus a linea extraurbana,a linea extraurbana,1,9,9,9.0,0.0,0.2,5,0.02005
vehicles,veicoli,autobus,AUTOBUS_autobus suburbano,suburbano,1,2,2,2.0,0.0,0.2,5,0.02005
