exemplar,abs_freq,rel_freq
abete americano,48,0.0
abete asiatico,2,0.0
abete balsamina,0,0.0
abete canadese,74,0.01
abete cipresso,0,0.0
abete di himalaya,0,0.0
abete di japano,0,0.0
abete di faggio,0,0.0
abete di monte,1,0.0
abete di rosmarino,1,0.0
abete di stellato,0,0.0
abete di montagna,11,0.0
abete di pianura,0,0.0
abete di foresta,0,0.0
abete di new england,0,0.0
abete gigante,102,0.0
abete incrociato,0,0.0
abete montano,9,0.0
abete rosso,15104,1.04
abete di rosmarin,0,0.0
abete di stella,0,0.0
abete di tasso,0,0.0
aereo da passeggeri,3,0.0
aereo da trasporto,70,0.0
aereo da combattimento,102,0.0
aereo da ricognizione,2070,0.14
aereo da pattugliamento,27,0.0
aereo da trasporto a lungo raggio,7,0.0
aereo da combattimento aereo,1,0.0
aereo da addestramento,74,0.0
aereo da trainamento,0,0.0
aereo da carico,40,0.0
aereo da combattimento a lungo raggio,6,0.0
aereo da pattugliamento a lungo raggio,0,0.0
aereo da ricognizione a lungo raggio,9,0.0
aereo da trasporto cargo,2,0.0
aereo da combattimento da caccia,0,0.0
aereo da trasporto passeggeri,20,0.0
aereo passeggeri,112,0.0
aereo militare,182,0.02
aereo da osservazione,54,0.0
aereo da trasporto aereo,10,0.0
aereo da trasporto merci,16,0.0
calendario,30666,2.12
piano,39310,2.7
elenco,39132,2.7
programma,20269,1.4
tabellone,18534,1.28
tabella,37962,2.62
elenco di attività,34,0.0
elenco di appuntamenti,21,0.0
elenco di date,24,0.0
piano di vita,20,0.0
orario,8888,0.61
elenco di compiti,42,0.0
lista,38812,2.68
taccuino,36308,2.5
diario,40702,2.8
cassettone,34200,2.36
cassettone a muro,2,0.0
cassettone a pavimento,1,0.0
cassettone portadivi,0,0.0
cassettone portasabatuffoli,0,0.0
cassettone portacartabattito,0,0.0
cassettone portacartabattito con porta cartucce,0,0.0
armadio,42558,2.94
cassettiera,23130,1.6
cassettiera con specchio,21,0.0
cassettiera con porta armadio,0,0.0
cassettiera con porta armadio e specchio,0,0.0
cassettiera con porta armadio e lavanderia,0,0.0
cassettiera con porta armadio e lavanderia e asciugatrice,0,0.0
cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie,0,0.0
cassettiera con porta armadio e lavanderia e asciugatrice e lavastoviglie e forno,0,0.0
scrivania,45254,3.12
cassettino,7542,0.52
cassettone a due ante,1,0.0
cassettone a tre ante,0,0.0
cassettone con cassetto per abiti,0,0.0
cassettiera a muro,1,0.0
cassettiera mobile,21,0.0
cassettiera con porte scorrevoli,0,0.0
cassettiera con porte a gancio,0,0.0
armadio a muro,48,0.0
armadio a cassetti,24,0.0
armadio a stantuffa,0,0.0
armadio a porta,10,0.0
armadio da letto,0,0.0
armadio per abiti,16,0.0
armadio per giochi,0,0.0
armadio per libri,12,0.0
armadio per cucina,4,0.0
armadio per bagaglio,1,0.0
armadio a cassettone,4,0.0
armadio a vetrata,1,0.0
armadio da cucina,30,0.0
armadio a specchio,25,0.0
armadio per abbigliamento,3,0.0
armadio da bagno,12,0.0
armadio a vetro,20,0.0
armadio per bambini,22,0.0
armadio per bagagli,1,0.0
armadio per attrezzature sportive,1,0.0
armadio a vetro con porta,0,0.0
armadio da guardaroba,2,0.0
cappello,34080,2.34
berretto,37350,2.58
casco,31044,2.14
guanti,52788,3.64
guanto,53394,3.68
guanti da lavoro,78,0.0
guanti da sci,417,0.03
guanti da cucito,0,0.0
guanti da esercizio,0,0.0
guanti da pescatore,1,0.0
guanti da motociclista,30,0.0
borsa,35752,2.46
guanti da neve,40,0.0
guanti da cucina,58,0.0
guanti da giardinaggio,468,0.03
maschera,26462,1.82
cintura,43008,2.96
collare,36092,2.48
guanto da neve,25,0.0
guanto da sci,62,0.0
guanto da ballo,5,0.0
guanto da ginnastica,8,0.0
forbici,22189,1.53
forbice,39252,2.7
pinzette,13444,0.92
forbici da cucito,22,0.0
matita,26406,1.82
pennarello,12343,0.85
pennello,30606,2.1
pennellata,17220,1.19
rullo,22642,1.56
pennacchiotto,3,0.0
forbicatrice,0,0.0
rasoio,19742,1.36
scalpello,26602,1.84
pennellino,8413,0.58
pennello da pittore,20,0.0
pennello da spazzatura,0,0.0
martello,35294,2.44
forbicatore,0,0.0
trapano,17985,1.24
scalpellino,9178,0.63
sega,40972,2.82
forbici da pratica,0,0.0
forbici da orticoltura,0,0.0
forbici da pesca,10,0.0
forbici da rasoio,0,0.0
forbici da scuola,1,0.0
