exemplar,abs_freq,rel_freq
abete bianco,224,0.02
abete di douglas,21,0.0
abete di spagna,21,0.0
abete rosso,15104,1.04
abete di nорway,0,0.0
abete del colorado,27,0.0
abete di picea omorika,0,0.0
abete di sitka,8,0.0
abete di nicolai,0,0.0
abete di fraser,23,0.0
abete del caucaso,61,0.0
abete di virgilio,0,0.0
abete di grecia,0,0.0
abete di serbia,2,0.0
abete di macedonia,1,0.0
abete di albano,0,0.0
abete di silver,0,0.0
abete di orixa,0,0.0
abete di khinghan,0,0.0
abete di gmelin,0,0.0
abete di maximov,0,0.0
abete di nobilis,0,0.0
abete di virginia,0,0.0
abete di picea,0,0.0
abete nobile,10,0.0
abete di norkfolk,0,0.0
abete dell'himalaya,0,0.0
abete di tsuga,0,0.0
abete orientale,7,0.0
abete di mugho,0,0.0
abete spagnolo,24,0.0
abete greco,85,0.01
abete siciliano,14,0.0
abete di spagnola,0,0.0
abete nobilis,1,0.0
abete dei nebrodi,33,0.0
abete di nordmann,3,0.0
abete del friuli,0,0.0
abete di svezia,11,0.0
abete di asia centrale,0,0.0
abete di noble,0,0.0
abete sugare,0,0.0
abete subalpino,2,0.0
abete di lamarck,0,0.0
abete di cilindro,0,0.0
abete di jeanok,0,0.0
abete di maxwell,0,0.0
abete di vologda,0,0.0
abete di omsk,0,0.0
abete di dahuria,0,0.0
abete della mongolia,0,0.0
abete di picea mariana,0,0.0
abete di picea engelmannii,0,0.0
abete di picea glauca,0,0.0
abete di picea abies,0,0.0
abete di picea sitchensis,0,0.0
abete di picea jezoensis,0,0.0
abete di picea pungens,0,0.0
abete di picea breweriana,0,0.0
abete di picea koraiensis,0,0.0
abete di picea smithiana,0,0.0
aereo di linea,25,0.0
aereo da caccia,62,0.0
aereo da trasporto,70,0.0
aereo da turismo,44,0.0
aereo acrobatico,343,0.02
idrovolante,12829,0.88
aereo a reazione,44,0.0
aereo a elica,394,0.02
aereo cargo,70,0.0
aereo da addestramento,74,0.0
aereo spia,51,0.0
aereo bombardiere,124,0.01
aereo da ricognizione,2070,0.14
aereo bimotore,170,0.01
aereo monomotore,136,0.01
aereo senza pilota,182,0.01
aereo business,24,0.0
aereo amfibio,0,0.0
aereo leggero,252,0.02
boeing 747,1703,0.12
airbus a320,1246,0.09
cessna 152,53,0.0
f-16 fighting falcon,145,0.01
boeing 777,1221,0.08
boeing 737,3010,0.21
airbus a380,779,0.05
bombardier crj,30,0.0
embraer e-jet,9,0.0
mig-29,827,0.06
lockheed martin f-22 raptor,7,0.0
airbus a330,557,0.04
airbus a350,220,0.02
boeing 787 dreamliner,389,0.03
de havilland dhc-2 beaver,1,0.0
antonov an-225,58,0.0
aero commander,12,0.0
bell boeing v-22 osp,0,0.0
aereo da combattimento,102,0.0
aereo da pattugliamento marittimo,22,0.0
aereo da trasporto passeggeri,20,0.0
aereo da attacco al suolo,30,0.0
aereo da attacco leggero,37,0.0
aereo da collegamento,117,0.01
aereo da traino alpino,0,0.0
aereo idrovolante,52,0.0
aereo anfibio,156,0.01
aereo da aerofotogrammetria,0,0.0
aereo da parac,0,0.0
aereo da trasporto merci,16,0.0
aereo da sorveglianza,25,0.0
aereo da trasporto truppe,15,0.0
aereo da caccia bombardiere,0,0.0
aereo da allenamento,2,0.0
aereo agricolo,86,0.01
aereo anf,0,0.0
aereo da linea,5,0.0
aereo ricognitore,90,0.01
aereo da pattugliamento,27,0.0
aliante,21346,1.48
elicottero,30198,2.08
convertiplano,453,0.03
dirigibile,12297,0.85
aerostato,3318,0.22
globo,22761,1.57
aeronave sperimentale,3,0.0
veivolo a pilotaggio remoto,0,0.0
agenda digitale,1132,0.08
agenda appointments,0,0.0
agenda giornaliera,774,0.06
agenda planner,23,0.0
agenda scolastica,204,0.01
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda diario,27,0.0
agenda organizer,52,0.0
agenda wall calendar,0,0.0
agenda pocket agenda,0,0.0
