exemplar,abs_freq,rel_freq
abete di montagna,11,0.0
abete di foresta,0,0.0
abete di piantagione,0,0.0
abete di giardino,0,0.0
aereo da passeggeri,3,0.0
aereo da trasporto,70,0.0
aereo da combattimento,102,0.0
aereo da ricognizione,2070,0.14
aereo da addestramento,74,0.0
aereo da trasporto a lungo raggio,7,0.0
aereo da trasporto aereo,10,0.0
aereo da pattugliamento,27,0.0
aereo da ricerca e salvataggio,1,0.0
calendario,30666,2.12
piano,39310,2.7
elenco,39132,2.7
tabella,37962,2.62
elenco di attività,33,0.0
elenco di appuntamenti,25,0.0
elenco di date,25,0.0
elenco di obiettivi,20,0.0
cassettone,34200,2.36
cassettiera,23130,1.6
cassettiera a muro,1,0.0
cassettiera a tenda,0,0.0
cassettiera a tenda con cassetta,0,0.0
cassettiera a tenda con cassetta e vetro,0,0.0
armadio a muro,48,0.0
armadio a cassettone,4,0.0
armadio a stile,0,0.0
armadio a vetro,20,0.0
armadio a porta,10,0.0
armadio da letto,0,0.0
armadio da cucina,28,0.0
armadio da bagno,12,0.0
cappello,34080,2.34
guanti,52788,3.64
guanti da lavoro,78,0.0
guanti da neve,40,0.0
guanti da sci,417,0.03
guanti da cucina,58,0.0
forbici,22189,1.53
forbici da cucito,22,0.0
forbici da giardinaggio,23,0.0
forbici da pesca,10,0.0
forbici da cucina,34,0.0
forbici da barba,8,0.0
forbici da legno,0,0.0
forbici da unguento,0,0.0
autobus urbano,238,0.02
autobus interurbano,98,0.0
autobus notturno,68,0.0
autobus a lungo percorso,0,0.0
autobus a lungo percorso con fermate,0,0.0
autobus a linea,0,0.0
autobus a linea con fermate,0,0.0
autobus a linea con fermate e parcheggio,0,0.0
auto,37910,2.62
motocicletta,37296,2.56
autobus,663876,45.74
camion,31796,2.2
scooter,50306,3.46
motocicletta da neve,2,0.0
motocicletta da montagna,0,0.0
doccia,31052,2.14
vasca,40030,2.76
bidet,34738,2.4
lavabo,14324,0.99
lavandino,37944,2.62
wc,18729,1.29
scale,24122,1.66
scale a pié,0,0.0
scale a manovella,0,0.0
scale a cassetta,0,0.0
scale a puleggia,0,0.0
scale a manovella elettrica,0,0.0
scale a manovella elettrica con cassetta,0,0.0
basilico comune,76,0.0
basilico di genova,20,0.0
basilico di napoli,10,0.0
basilico di sicilia,0,0.0
basilico di calabria,0,0.0
basilico di puglia,0,0.0
basilico di sibillini,0,0.0
