participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
mixtral-iter1,plants,piante,abete,abete bianco,bianco,1,224.0
mixtral-iter1,plants,piante,abete,abete di douglas,di douglas,2,21.0
mixtral-iter1,plants,piante,abete,abete di spagna,di spagna,3,21.0
mixtral-iter1,plants,piante,abete,abete rosso,rosso,4,15104.0
mixtral-iter1,plants,piante,abete,abete di nорway,di nорway,5,0.0
mixtral-iter1,plants,piante,abete,abete del colorado,del colorado,6,27.0
mixtral-iter1,plants,piante,abete,abete di picea omorika,di picea omorika,7,0.0
mixtral-iter1,plants,piante,abete,abete di sitka,di sitka,8,8.0
mixtral-iter1,plants,piante,abete,abete di nicolai,di nicolai,9,0.0
mixtral-iter1,plants,piante,abete,abete di fraser,di fraser,10,23.0
mixtral-iter1,plants,piante,abete,abete del caucaso,del caucaso,11,61.0
mixtral-iter1,plants,piante,abete,abete di virgilio,di virgilio,12,0.0
mixtral-iter1,plants,piante,abete,abete di grecia,di grecia,13,0.0
mixtral-iter1,plants,piante,abete,abete di serbia,di serbia,14,2.0
mixtral-iter1,plants,piante,abete,abete di macedonia,di macedonia,15,1.0
mixtral-iter1,plants,piante,abete,abete di albano,di albano,16,0.0
mixtral-iter1,plants,piante,abete,abete di silver,di silver,17,0.0
mixtral-iter1,plants,piante,abete,abete di orixa,di orixa,18,0.0
mixtral-iter1,plants,piante,abete,abete di khinghan,di khinghan,19,0.0
mixtral-iter1,plants,piante,abete,abete di gmelin,di gmelin,20,0.0
mixtral-iter1,plants,piante,abete,abete di maximov,di maximov,21,0.0
mixtral-iter2,plants,piante,abete,abete bianco,bianco,1,224.0
mixtral-iter2,plants,piante,abete,abete di douglas,di douglas,2,21.0
mixtral-iter2,plants,piante,abete,abete del caucaso,del caucaso,3,61.0
mixtral-iter2,plants,piante,abete,abete di fraser,di fraser,4,23.0
mixtral-iter2,plants,piante,abete,abete di nobilis,di nobilis,5,0.0
mixtral-iter2,plants,piante,abete,abete di virginia,di virginia,6,0.0
mixtral-iter2,plants,piante,abete,abete di picea,di picea,7,0.0
mixtral-iter2,plants,piante,abete,abete rosso,rosso,8,15104.0
mixtral-iter2,plants,piante,abete,abete nobile,nobile,9,10.0
mixtral-iter2,plants,piante,abete,abete di sitka,di sitka,10,8.0
mixtral-iter2,plants,piante,abete,abete del colorado,del colorado,11,27.0
mixtral-iter2,plants,piante,abete,abete di norkfolk,di norkfolk,12,0.0
mixtral-iter2,plants,piante,abete,abete dell'himalaya,dell'himalaya,13,0.0
mixtral-iter2,plants,piante,abete,abete di tsuga,di tsuga,14,0.0
mixtral-iter2,plants,piante,abete,abete orientale,orientale,15,7.0
mixtral-iter2,plants,piante,abete,abete di gmelin,di gmelin,16,0.0
mixtral-iter2,plants,piante,abete,abete di mugho,di mugho,17,0.0
