participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
mistral-iter1,plants,piante,abete,abete bianco,bianco,1,224.0
mistral-iter1,plants,piante,abete,abete rosso,rosso,2,15104.0
mistral-iter1,plants,piante,abete,abete nero,nero,3,104.0
mistral-iter1,plants,piante,abete,abete di grandi dimensioni,di grandi dimensioni,4,7.0
mistral-iter1,plants,piante,abete,abete gigante,gigante,5,102.0
mistral-iter1,plants,piante,abete,abete d'italia,d'italia,6,0.0
mistral-iter1,plants,piante,abete,abete tedesco,tedesco,7,13.0
mistral-iter1,plants,piante,abete,abete rosso della virginia,rosso della virginia,8,0.0
mistral-iter1,plants,piante,abete,abete bianco del nord,bianco del nord,9,3.0
mistral-iter1,plants,piante,abete,abete silvestre,silvestre,10,2.0
mistral-iter1,plants,piante,abete,abete d'alaska,d'alaska,11,0.0
mistral-iter1,plants,piante,abete,abete douglas,douglas,12,31.0
mistral-iter1,plants,piante,abete,abete bianco di scozia,bianco di scozia,13,0.0
mistral-iter1,plants,piante,abete,abete bianco del caucaso,bianco del caucaso,14,0.0
mistral-iter1,plants,piante,abete,abete bianco della californien,bianco della californien,15,0.0
mistral-iter1,plants,piante,abete,abete bianco siberiano,bianco siberiano,16,1.0
mistral-iter1,plants,piante,abete,abete bianco columbiano,bianco columbiano,17,0.0
mistral-iter2,plants,piante,abete,abete bianco,bianco,1,224.0
mistral-iter2,plants,piante,abete,abete rosso,rosso,2,15104.0
mistral-iter2,plants,piante,abete,abeto gigante,abeto gigante,3,0.0
mistral-iter2,plants,piante,abete,abeto del colorado,abeto del colorado,4,0.0
mistral-iter2,plants,piante,abete,abete silvestre,silvestre,5,2.0
mistral-iter2,plants,piante,abete,abete bianco di siberia,bianco di siberia,6,0.0
mistral-iter3,plants,piante,abete,abete bianco,bianco,1,224.0
mistral-iter3,plants,piante,abete,abete rosso,rosso,2,15104.0
mistral-iter3,plants,piante,abete,abete nero,nero,3,104.0
mistral-iter3,plants,piante,abete,abete grossoccio,grossoccio,4,0.0
mistral-iter3,plants,piante,abete,abete bianco verde,bianco verde,5,0.0
mistral-iter3,plants,piante,abete,abete rosso del nord,rosso del nord,6,48.0
mistral-iter3,plants,piante,abete,abete rosso d'italia,rosso d'italia,7,0.0
mistral-iter3,plants,piante,abete,abete rosso d'europa,rosso d'europa,8,0.0
mistral-iter3,plants,piante,abete,abete silvestre,silvestre,9,2.0
mistral-iter3,plants,piante,abete,abete grande,grande,10,20.0
mistral-iter3,plants,piante,abete,abete bianco di california,bianco di california,11,0.0
mistral-iter3,plants,piante,abete,abete d'isola,d'isola,12,0.0
mistral-iter3,plants,piante,abete,abete rosso di venezuela,rosso di venezuela,13,0.0
mistral-iter3,plants,piante,abete,abete rosso di messico,rosso di messico,14,0.0
mistral-iter3,plants,piante,abete,abete rosso di cina,rosso di cina,15,0.0
mistral-iter3,plants,piante,abete,abete siberiano,siberiano,16,53.0
mistral-iter3,plants,piante,abete,abete douglas,douglas,17,31.0
mistral-iter3,plants,piante,abete,abete loblolly,loblolly,18,0.0
mistral-iter3,plants,piante,abete,abete bianco di colorado,bianco di colorado,19,0.0
mistral-iter3,plants,piante,abete,abete gig,gig,20,0.0
mistral-iter4,plants,piante,abete,abete bianco,bianco,1,224.0
mistral-iter4,plants,piante,abete,abete rosso,rosso,2,15104.0
mistral-iter4,plants,piante,abete,abete di sequoia,di sequoia,3,0.0
mistral-iter4,plants,piante,abete,abete gialle,gialle,4,0.0
mistral-iter4,plants,piante,abete,abete rosso del nord,rosso del nord,5,48.0
mistral-iter4,plants,piante,abete,abete blu,blu,6,13.0
mistral-iter4,plants,piante,abete,abete nero,nero,7,104.0
mistral-iter4,plants,piante,abete,abete rosso delle cascate,rosso delle cascate,8,0.0
mistral-iter4,plants,piante,abete,abete silvestre,silvestre,9,2.0
