participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
idefics2-iter1,plants,piante,abete,abeto,abeto,1,256.0
idefics2-iter1,plants,piante,abete,abeto rosso,abeto rosso,2,4.0
idefics2-iter1,plants,piante,abete,abeto bianco,abeto bianco,3,1.0
idefics2-iter1,plants,piante,abete,abeto azzurro,abeto azzurro,4,0.0
idefics2-iter1,plants,piante,abete,abeto a grosse foglie,abeto a grosse foglie,5,0.0
idefics2-iter2,plants,piante,abete,birch,birch,1,2352.0
idefics2-iter2,plants,piante,abete,cedar,cedar,2,0.0
idefics2-iter2,plants,piante,abete,cypress,cypress,3,1669.0
idefics2-iter2,plants,piante,abete,elm,elm,4,4003.0
idefics2-iter2,plants,piante,abete,maple,maple,5,3204.0
idefics2-iter2,plants,piante,abete,pine,pine,6,7168.0
idefics2-iter3,plants,piante,abete,pinus,pinus,1,4935.0
idefics2-iter3,plants,piante,abete,araucaria,araucaria,2,875.0
idefics2-iter3,plants,piante,abete,acidana,acidana,3,0.0
idefics2-iter3,plants,piante,abete,abies,abies,4,2136.0
idefics2-iter3,plants,piante,abete,eucalyptus,eucalyptus,5,1636.0
idefics2-iter3,plants,piante,abete,thuja,thuja,6,954.0
idefics2-iter3,plants,piante,abete,podocarpus,podocarpus,7,173.0
idefics2-iter4,plants,piante,abete,bamboo,bamboo,1,12953.0
idefics2-iter4,plants,piante,abete,cedro,cedro,2,23542.0
idefics2-iter4,plants,piante,abete,cipresso,cipresso,3,34462.0
idefics2-iter4,plants,piante,abete,giacinti,giacinti,4,4753.0
idefics2-iter4,plants,piante,abete,raffia,raffia,5,647.0
idefics2-iter4,plants,piante,abete,pinestra,pinestra,6,6.0
idefics2-iter5,plants,piante,abete,acacia,acacia,1,34804.0
idefics2-iter5,plants,piante,abete,abece,abece,2,9.0
idefics2-iter5,plants,piante,abete,acero,acero,3,26036.0
idefics2-iter5,plants,piante,abete,amorfa,amorfa,4,3728.0
idefics2-iter5,plants,piante,abete,americana,americana,5,23978.0
idefics2-iter5,plants,piante,abete,barbatella,barbatella,6,414.0
idefics2-iter5,plants,piante,abete,bosso,bosso,7,21171.0
idefics2-iter5,plants,piante,abete,canella,canella,8,3677.0
idefics2-iter5,plants,piante,abete,cedro,cedro,9,23542.0
idefics2-iter5,plants,piante,abete,cilindro,cilindro,10,35650.0
idefics2-iter5,plants,piante,abete,fagia,fagia,11,33.0
idefics2-iter5,plants,piante,abete,frassino,frassino,12,26254.0
idefics2-iter5,plants,piante,abete,lupino,lupino,13,3680.0
idefics2-iter5,plants,piante,abete,pin,pin,14,12000.0
idefics2-iter5,plants,piante,abete,tasso,tasso,15,23610.0
idefics2-iter5,plants,piante,abete,ulivo,ulivo,16,292424.0
idefics2-iter5,plants,piante,abete,acacia melanoxylon,acacia melanoxylon,17,12.0
idefics2-iter5,plants,piante,abete,abete di australia,di australia,18,0.0
idefics2-iter5,plants,piante,abete,abete di nord,di nord,19,0.0
idefics2-iter5,plants,piante,abete,abete di tasmania,di tasmania,20,0.0
idefics2-iter5,plants,piante,abete,abete rosso,rosso,21,15104.0
idefics2-iter5,plants,piante,abete,abeto nordamericano,abeto nordamericano,22,0.0
idefics2-iter5,plants,piante,abete,abeto a corno,abeto a corno,23,0.0
idefics2-iter5,plants,piante,abete,abeto rossiccia,abeto rossiccia,24,0.0
idefics2-iter1,vehicles,veicoli,aereo,boeing 747,boeing 747,1,1703.0
idefics2-iter1,vehicles,veicoli,aereo,airbus a320,airbus a320,2,1246.0
idefics2-iter1,vehicles,veicoli,aereo,embraer,embraer,3,3572.0
idefics2-iter1,vehicles,veicoli,aereo,aviation oil,aviation oil,4,2.0
idefics2-iter1,vehicles,veicoli,aereo,delta,delta,5,19077.0
idefics2-iter1,vehicles,veicoli,aereo,jetblue,jetblue,6,1036.0
idefics2-iter1,vehicles,veicoli,aereo,alitalia,alitalia,7,39187.0
idefics2-iter1,vehicles,veicoli,aereo,british airways,british airways,8,4802.0
idefics2-iter2,vehicles,veicoli,aereo,aeromobile,aeromobile,1,17120.0
idefics2-iter2,vehicles,veicoli,aereo,aerostato,aerostato,2,3318.0
idefics2-iter2,vehicles,veicoli,aereo,aeroplano,aeroplano,3,27876.0
idefics2-iter2,vehicles,veicoli,aereo,alianto,alianto,4,73.0
idefics2-iter2,vehicles,veicoli,aereo,elicottero,elicottero,5,30198.0
idefics2-iter2,vehicles,veicoli,aereo,dirigibili,dirigibili,6,4067.0
idefics2-iter3,vehicles,veicoli,aereo,aeroplino,aeroplino,1,0.0
idefics2-iter3,vehicles,veicoli,aereo,elicottero,elicottero,2,30198.0
idefics2-iter3,vehicles,veicoli,aereo,drone,drone,3,43184.0
idefics2-iter4,vehicles,veicoli,aereo,uav,uav,1,3702.0
idefics2-iter4,vehicles,veicoli,aereo,ew,ew,2,2877.0
idefics2-iter4,vehicles,veicoli,aereo,helicopter,helicopter,3,2655.0
idefics2-iter4,vehicles,veicoli,aereo,jet,jet,4,33516.0
idefics2-iter4,vehicles,veicoli,aereo,fighter jet,fighter jet,5,23.0
idefics2-iter5,vehicles,veicoli,aereo,jet,jet,1,33516.0
idefics2-iter5,vehicles,veicoli,aereo,aereo commerciale,commerciale,2,43.0
idefics2-iter5,vehicles,veicoli,aereo,elicottero,elicottero,3,30198.0
idefics2-iter5,vehicles,veicoli,aereo,airship,airship,4,267.0
idefics2-iter5,vehicles,veicoli,aereo,dirigibile,dirigibile,5,12297.0
idefics2-iter1,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
idefics2-iter1,stationery,cancelleria,agenda,calendare digitali,calendare digitali,2,0.0
idefics2-iter1,stationery,cancelleria,agenda,calendare della zona,calendare della zona,3,0.0
idefics2-iter1,stationery,cancelleria,agenda,calendare dell'annuale,calendare dell'annuale,4,0.0
idefics2-iter1,stationery,cancelleria,agenda,telefonare,telefonare,5,16346.0
idefics2-iter1,stationery,cancelleria,agenda,registratore,registratore,6,21144.0
idefics2-iter2,stationery,cancelleria,agenda,notebook,notebook,1,32084.0
idefics2-iter2,stationery,cancelleria,agenda,calendario,calendario,2,30666.0
idefics2-iter2,stationery,cancelleria,agenda,calendar app,calendar app,3,4.0
idefics2-iter3,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
idefics2-iter3,stationery,cancelleria,agenda,calendario digitale,calendario digitale,2,140.0
idefics2-iter3,stationery,cancelleria,agenda,calendario sul telefonino,calendario sul telefonino,3,0.0
idefics2-iter3,stationery,cancelleria,agenda,listino,listino,4,13288.0
idefics2-iter3,stationery,cancelleria,agenda,programma,programma,5,20269.0
idefics2-iter4,stationery,cancelleria,agenda,notebook,notebook,1,32084.0
idefics2-iter4,stationery,cancelleria,agenda,calendario,calendario,2,30666.0
idefics2-iter5,stationery,cancelleria,agenda,scheda da portare,scheda da portare,1,9.0
idefics2-iter5,stationery,cancelleria,agenda,documento con risultati,documento con risultati,2,7.0
idefics2-iter5,stationery,cancelleria,agenda,applicazione per telefonini cellulari/telefoni,applicazione per telefonini cellulari/telefoni,3,0.0
idefics2-iter5,stationery,cancelleria,agenda,applicazione web/sito web,applicazione web/sito web,4,0.0
idefics2-iter5,stationery,cancelleria,agenda,applicazione per le tacche,applicazione per le tacche,5,0.0
idefics2-iter5,stationery,cancelleria,agenda,applicazione di calendario personalizzata per il software,applicazione di calendario personalizzata per il software,6,0.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,t-shirt,t-shirt,1,35456.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,jeans,jeans,2,31070.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,abbetine,abbetine,3,0.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,camisa,camisa,4,3124.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,pantaloni,pantaloni,5,49132.0
idefics2-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,piastra,piastra,1,41884.0
idefics2-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,calzifoghi,calzifoghi,2,0.0
idefics2-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,calze,calze,3,49642.0
idefics2-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,bretelle,bretelle,4,9995.0
idefics2-iter2,furnishings/fittings,arredamenti/accessori,appendiabiti,pantoloon,pantoloon,5,0.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,pollo,pollo,1,39192.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,salsicia,salsicia,2,16.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,scacciola,scacciola,3,0.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,ustica,ustica,4,20726.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,spada,spada,5,37042.0
idefics2-iter3,furnishings/fittings,arredamenti/accessori,appendiabiti,maiale,maiale,6,29242.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,pantaholder,pantaholder,1,0.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,pugni,pugni,2,26604.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,cascinette,cascinette,3,612.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,rivetini,rivetini,4,0.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,insetti,insetti,5,21819.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,ghette,ghette,6,2365.0
idefics2-iter4,furnishings/fittings,arredamenti/accessori,appendiabiti,sottoghette,sottoghette,7,0.0
idefics2-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,adidas,adidas,1,45706.0
idefics2-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,nike,nike,2,35078.0
idefics2-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,puma,puma,3,19213.0
idefics2-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,new balance,new balance,4,74.0
idefics2-iter5,furnishings/fittings,arredamenti/accessori,appendiabiti,asics,asics,5,5614.0
idefics2-iter1,furniture,mobili,armadio,armadio per vestiti,per vestiti,1,23.0
idefics2-iter1,furniture,mobili,armadio,armadio per abbigliamenti,per abbigliamenti,2,0.0
idefics2-iter1,furniture,mobili,armadio,armadio per libri,per libri,3,12.0
idefics2-iter2,furniture,mobili,armadio,armatore,armatore,1,17685.0
idefics2-iter2,furniture,mobili,armadio,armatore a bocca,armatore a bocca,2,0.0
idefics2-iter2,furniture,mobili,armadio,armatore a tua,armatore a tua,3,0.0
idefics2-iter2,furniture,mobili,armadio,armatore a taver,armatore a taver,4,0.0
idefics2-iter2,furniture,mobili,armadio,scoppiofiamma,scoppiofiamma,5,0.0
idefics2-iter3,furniture,mobili,armadio,armatino,armatino,1,1.0
idefics2-iter3,furniture,mobili,armadio,giacche armadio,giacche ,2,0.0
idefics2-iter3,furniture,mobili,armadio,camice armadio,camice ,3,0.0
idefics2-iter3,furniture,mobili,armadio,scarpe armadio,scarpe ,4,4.0
idefics2-iter4,furniture,mobili,armadio,armati,armati,1,27738.0
idefics2-iter4,furniture,mobili,armadio,scritto,scritto,2,27562.0
