participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llama3.2-iter1,plants,piante,abete,abete di legno,di legno,1,5.0
llama3.2-iter1,plants,piante,abete,abete del costa rica,del costa rica,2,0.0
llama3.2-iter1,plants,piante,abete,abete orientale,orientale,3,7.0
llama3.2-iter1,plants,piante,abete,abete rosso,rosso,4,15104.0
llama3.2-iter2,plants,piante,abete,abete di legno,di legno,1,5.0
llama3.2-iter2,plants,piante,abete,abete in cera,in cera,2,0.0
llama3.2-iter2,plants,piante,abete,abete verde,verde,3,92.0
llama3.2-iter3,plants,piante,abete,sacco,sacco,1,16949.0
llama3.2-iter3,plants,piante,abete,bastone,bastone,2,41098.0
llama3.2-iter3,plants,piante,abete,fasce,fasce,3,31151.0
llama3.2-iter3,plants,piante,abete,colla,colla,4,41820.0
llama3.2-iter4,plants,piante,abete,abete della cappadocia,della cappadocia,1,0.0
llama3.2-iter4,plants,piante,abete,abete del caucaso,del caucaso,2,61.0
llama3.2-iter4,plants,piante,abete,abete della crimea,della crimea,3,0.0
llama3.2-iter4,plants,piante,abete,abete europeo,europeo,4,22.0
llama3.2-iter5,plants,piante,abete,abete da scrivania,da scrivania,1,0.0
llama3.2-iter5,plants,piante,abete,abete da disegno,da disegno,2,0.0
llama3.2-iter5,plants,piante,abete,abete da lettura,da lettura,3,0.0
llama3.2-iter5,plants,piante,abete,abete da lavoro,da lavoro,4,0.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo civile,civile,1,102.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo militare,militare,2,182.0
llama3.2-iter1,vehicles,veicoli,aereo,draghetto,draghetto,3,3507.0
llama3.2-iter1,vehicles,veicoli,aereo,elicottero,elicottero,4,30198.0
llama3.2-iter1,vehicles,veicoli,aereo,helicoptrico,helicoptrico,5,0.0
llama3.2-iter1,vehicles,veicoli,aereo,glider,glider,6,829.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1,3.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da caccia,da caccia,3,62.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,4,102.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,5,27.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,6,2070.0
llama3.2-iter2,vehicles,veicoli,aereo,aereo di trasporto veloce,di trasporto veloce,7,0.0
llama3.2-iter3,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1,3.0
llama3.2-iter3,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.2-iter3,vehicles,veicoli,aereo,aereo militare,militare,3,182.0
llama3.2-iter3,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4,74.0
llama3.2-iter4,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1,3.0
llama3.2-iter4,vehicles,veicoli,aereo,aereo da trasporto di merci,da trasporto di merci,2,1.0
llama3.2-iter4,vehicles,veicoli,aereo,draghetto,draghetto,3,3507.0
llama3.2-iter4,vehicles,veicoli,aereo,glorio,glorio,4,427.0
llama3.2-iter4,vehicles,veicoli,aereo,palla aeree,palla aeree,5,66.0
llama3.2-iter4,vehicles,veicoli,aereo,aereo modello da scale,modello da scale,6,0.0
llama3.2-iter4,vehicles,veicoli,aereo,aereo leggero,leggero,7,252.0
llama3.2-iter5,vehicles,veicoli,aereo,caccialeggeri,caccialeggeri,1,0.0
llama3.2-iter5,vehicles,veicoli,aereo,bombardiere,bombardiere,2,20377.0
llama3.2-iter5,vehicles,veicoli,aereo,trasporti commerciali,trasporti commerciali,3,251.0
llama3.2-iter5,vehicles,veicoli,aereo,caccia,caccia,4,39930.0
llama3.2-iter5,vehicles,veicoli,aereo,velivoli di supporto,velivoli di supporto,5,20.0
llama3.2-iter5,vehicles,veicoli,aereo,aereo medico,medico,6,23.0
llama3.2-iter5,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,7,70.0
llama3.2-iter5,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,8,102.0
llama3.2-iter5,vehicles,veicoli,aereo,drone,drone,9,43184.0
llama3.2-iter5,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,10,2070.0
llama3.2-iter5,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,11,27.0
llama3.2-iter1,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.2-iter1,stationery,cancelleria,agenda,agenda di viaggio,di viaggio,2,46.0
llama3.2-iter1,stationery,cancelleria,agenda,agenda di lavoro,di lavoro,3,46.0
llama3.2-iter1,stationery,cancelleria,agenda,agenda di appuntamenti,di appuntamenti,4,40.0
llama3.2-iter1,stationery,cancelleria,agenda,diario,diario,5,40702.0
llama3.2-iter1,stationery,cancelleria,agenda,planner,planner,6,32956.0
llama3.2-iter2,stationery,cancelleria,agenda,diario,diario,1,40702.0
llama3.2-iter2,stationery,cancelleria,agenda,calendario,calendario,2,30666.0
llama3.2-iter2,stationery,cancelleria,agenda,planner,planner,3,32956.0
llama3.2-iter2,stationery,cancelleria,agenda,taccuino,taccuino,4,36308.0
llama3.2-iter2,stationery,cancelleria,agenda,tablete di gestione delle tattiche,tablete di gestione delle tattiche,5,0.0
llama3.2-iter2,stationery,cancelleria,agenda,application per la pianificazione,application per la pianificazione,6,0.0
llama3.2-iter3,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.2-iter3,stationery,cancelleria,agenda,piano,piano,2,39310.0
llama3.2-iter3,stationery,cancelleria,agenda,elenco,elenco,3,39132.0
llama3.2-iter3,stationery,cancelleria,agenda,tabella,tabella,4,37962.0
llama3.2-iter3,stationery,cancelleria,agenda,orario,orario,5,8888.0
llama3.2-iter3,stationery,cancelleria,agenda,calendario di appuntamenti,calendario di appuntamenti,6,26.0
llama3.2-iter4,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.2-iter4,stationery,cancelleria,agenda,diario,diario,2,40702.0
llama3.2-iter4,stationery,cancelleria,agenda,pianificatore,pianificatore,3,10266.0
llama3.2-iter4,stationery,cancelleria,agenda,programmatore,programmatore,4,11126.0
llama3.2-iter4,stationery,cancelleria,agenda,rivista,rivista,5,35870.0
llama3.2-iter4,stationery,cancelleria,agenda,calendario di viaggio,calendario di viaggio,6,22.0
llama3.2-iter4,stationery,cancelleria,agenda,agenda personale,personale,7,520.0
llama3.2-iter5,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.2-iter5,stationery,cancelleria,agenda,calendario digitale,calendario digitale,2,140.0
llama3.2-iter5,stationery,cancelleria,agenda,tabella,tabella,3,37962.0
llama3.2-iter5,stationery,cancelleria,agenda,elenco,elenco,4,39132.0
llama3.2-iter5,stationery,cancelleria,agenda,table,table,5,16918.0
llama3.2-iter5,stationery,cancelleria,agenda,piano,piano,6,39310.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,pannetto,pannetto,1,757.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassetta,cassetta,2,31474.0
