participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
nemo-iter1,plants,piante,abete,abete rosso,rosso,1,15104.0
nemo-iter1,plants,piante,abete,abete bianco,bianco,2,224.0
nemo-iter1,plants,piante,abete,abete d silver,d silver,3,0.0
nemo-iter1,plants,piante,abete,abete canadese,canadese,4,74.0
nemo-iter1,plants,piante,abete,abete colorato,colorato,5,13.0
nemo-iter1,plants,piante,abete,abete nano,nano,6,23.0
nemo-iter1,plants,piante,abete,abete norvege,norvege,7,0.0
nemo-iter1,plants,piante,abete,abete di douglas,di douglas,8,21.0
nemo-iter1,plants,piante,abete,abete dei boschi,dei boschi,9,6.0
nemo-iter1,plants,piante,abete,abete dello himalaya,dello himalaya,10,0.0
nemo-iter2,plants,piante,abete,abete bianco,bianco,1,224.0
nemo-iter2,plants,piante,abete,abete rosso,rosso,2,15104.0
nemo-iter2,plants,piante,abete,abete argentato,argentato,3,48.0
nemo-iter2,plants,piante,abete,abete dei caucasian,dei caucasian,4,0.0
nemo-iter2,plants,piante,abete,abete del colorado,del colorado,5,27.0
nemo-iter2,plants,piante,abete,abete dei pirenei,dei pirenei,6,1.0
nemo-iter2,plants,piante,abete,abete di oregone,di oregone,7,0.0
nemo-iter2,plants,piante,abete,abete di douglas,di douglas,8,21.0
nemo-iter2,plants,piante,abete,abete del alaska,del alaska,9,1.0
nemo-iter2,plants,piante,abete,abete di engadine,di engadine,10,0.0
nemo-iter3,plants,piante,abete,abete bianco,bianco,1,224.0
nemo-iter3,plants,piante,abete,abete rosso,rosso,2,15104.0
nemo-iter3,plants,piante,abete,abete argentato,argentato,3,48.0
nemo-iter3,plants,piante,abete,abete blu,blu,4,13.0
nemo-iter3,plants,piante,abete,abete canadese,canadese,5,74.0
nemo-iter3,plants,piante,abete,abete delle roche,delle roche,6,0.0
nemo-iter3,plants,piante,abete,abete della catawba,della catawba,7,0.0
nemo-iter3,plants,piante,abete,abete della virginia,della virginia,8,0.0
nemo-iter3,plants,piante,abete,abete del monte carro,del monte carro,9,0.0
nemo-iter3,plants,piante,abete,abete del giappone,del giappone,10,0.0
nemo-iter4,plants,piante,abete,abete rosso,rosso,1,15104.0
nemo-iter4,plants,piante,abete,abete bianco,bianco,2,224.0
nemo-iter4,plants,piante,abete,abete silver,silver,3,2.0
nemo-iter4,plants,piante,abete,abete dei laghi,dei laghi,4,0.0
nemo-iter4,plants,piante,abete,abete del colorado,del colorado,5,27.0
nemo-iter4,plants,piante,abete,abete canadese,canadese,6,74.0
nemo-iter4,plants,piante,abete,abete dell'himalaya,dell'himalaya,7,0.0
nemo-iter4,plants,piante,abete,abete del cile,del cile,8,0.0
nemo-iter4,plants,piante,abete,abete di norfolk,di norfolk,9,0.0
nemo-iter5,plants,piante,abete,albero diabeti,albero di,1,0.0
nemo-iter5,plants,piante,abete,abete bianco,bianco,2,224.0
nemo-iter5,plants,piante,abete,abete rosso,rosso,3,15104.0
nemo-iter5,plants,piante,abete,abete argentato,argentato,4,48.0
nemo-iter5,plants,piante,abete,abete del colorado,del colorado,5,27.0
nemo-iter5,plants,piante,abete,abete dei prati,dei prati,6,0.0
nemo-iter5,plants,piante,abete,abete di douglas,di douglas,7,21.0
nemo-iter5,plants,piante,abete,abete cembro,cembro,8,0.0
nemo-iter5,plants,piante,abete,abete di nordmann,di nordmann,9,3.0
nemo-iter5,plants,piante,abete,abete del kazakistan,del kazakistan,10,0.0
nemo-iter1,vehicles,veicoli,aereo,jet,jet,1,33516.0
nemo-iter1,vehicles,veicoli,aereo,cessna,cessna,2,3183.0
nemo-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,3,70.0
nemo-iter1,vehicles,veicoli,aereo,aereo militare,militare,4,182.0
nemo-iter1,vehicles,veicoli,aereo,aereo a elica,a elica,5,394.0
