participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llama3.1-70b-iter1,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70b-iter1,plants,piante,abete,abete rosso,rosso,2,15104.0
llama3.1-70b-iter1,plants,piante,abete,abete argentato,argentato,3,48.0
llama3.1-70b-iter1,plants,piante,abete,abete balsamico,balsamico,4,40.0
llama3.1-70b-iter1,plants,piante,abete,abete amabile,amabile,5,2.0
llama3.1-70b-iter1,plants,piante,abete,abete canadese,canadese,6,74.0
llama3.1-70b-iter1,plants,piante,abete,abete himalayano,himalayano,7,0.0
llama3.1-70b-iter1,plants,piante,abete,abete siberiano,siberiano,8,53.0
llama3.1-70b-iter1,plants,piante,abete,abete nordmann,nordmann,9,3.0
llama3.1-70b-iter1,plants,piante,abete,abete douglas,douglas,10,31.0
llama3.1-70b-iter2,plants,piante,abete,abete argentato,argentato,1,48.0
llama3.1-70b-iter2,plants,piante,abete,abete amabile,amabile,2,2.0
llama3.1-70b-iter2,plants,piante,abete,abete bianco,bianco,3,224.0
llama3.1-70b-iter2,plants,piante,abete,abete balsamico,balsamico,4,40.0
llama3.1-70b-iter2,plants,piante,abete,abete canadese,canadese,5,74.0
llama3.1-70b-iter2,plants,piante,abete,abete delle marianne,delle marianne,6,0.0
llama3.1-70b-iter2,plants,piante,abete,abete delle rocciose,delle rocciose,7,0.0
llama3.1-70b-iter2,plants,piante,abete,abete di douglas,di douglas,8,21.0
llama3.1-70b-iter2,plants,piante,abete,abete falso,falso,9,0.0
llama3.1-70b-iter2,plants,piante,abete,abete himalayano,himalayano,10,0.0
llama3.1-70b-iter2,plants,piante,abete,abete nobile,nobile,11,10.0
llama3.1-70b-iter2,plants,piante,abete,abete rosso,rosso,12,15104.0
llama3.1-70b-iter2,plants,piante,abete,abete sacchettato,sacchettato,13,0.0
llama3.1-70b-iter2,plants,piante,abete,abete serbo,serbo,14,0.0
llama3.1-70b-iter2,plants,piante,abete,abete spinoso,spinoso,15,0.0
llama3.1-70b-iter3,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70b-iter3,plants,piante,abete,abete balsamico,balsamico,2,40.0
llama3.1-70b-iter3,plants,piante,abete,abete delle rockies,delle rockies,3,0.0
llama3.1-70b-iter3,plants,piante,abete,abete amabile,amabile,4,2.0
llama3.1-70b-iter3,plants,piante,abete,abete rosso,rosso,5,15104.0
llama3.1-70b-iter3,plants,piante,abete,abete marittimo,marittimo,6,1.0
llama3.1-70b-iter3,plants,piante,abete,abete di spagna,di spagna,7,21.0
llama3.1-70b-iter4,plants,piante,abete,rosso,rosso,1,33472.0
llama3.1-70b-iter4,plants,piante,abete,bianco,bianco,2,2759185.0
llama3.1-70b-iter4,plants,piante,abete,argento,argento,3,17436.0
llama3.1-70b-iter4,plants,piante,abete,nero,nero,4,30046.0
llama3.1-70b-iter4,plants,piante,abete,giallo,giallo,5,35694.0
llama3.1-70b-iter4,plants,piante,abete,canadese,canadese,6,14273.0
llama3.1-70b-iter4,plants,piante,abete,europeo,europeo,7,17373.0
llama3.1-70b-iter4,plants,piante,abete,marittimo,marittimo,8,16502.0
llama3.1-70b-iter4,plants,piante,abete,nobile,nobile,9,12313.0
llama3.1-70b-iter4,plants,piante,abete,amabile,amabile,10,14954.0
