exemplar,abs_freq,rel_freq
abete bianco,224,0.02
abete di douglas,21,0.0
abete di spagna,21,0.0
abete del caucaso,61,0.0
abete di nobilis,0,0.0
abete di picea,0,0.0
abete di sitka,8,0.0
abete rosso,15104,1.04
abete di virginia,0,0.0
abete di nordmann,3,0.0
abete di fraser,23,0.0
abete di gmelin,0,0.0
abete di nootka,0,0.0
abete di sakhalin,0,0.0
abete di corea,0,0.0
abete di vancouver,3,0.0
abete di mugho,0,0.0
abete di jack,0,0.0
abete di lodgepole,0,0.0
abete di balsamo,0,0.0
abete di balsamo giapponese,0,0.0
aereo da combattimento,102,0.0
aereo da trasporto,70,0.0
aereo da turismo,44,0.0
aereo da addestramento,74,0.0
aereo da caccia,62,0.0
aereo da pattugliamento marittimo,22,0.0
aereo da ricognizione,2070,0.14
aereo da trasporto passeggeri,20,0.0
aereo da attacco al suolo,30,0.0
aereo da collegamento,117,0.01
aereo da osservazione,54,0.0
aereo da allenamento,2,0.0
aereo da traino bersagli,8,0.0
aereo da bombardamento,30,0.0
aereo anfibio,156,0.01
aereo da trasporto merci,16,0.0
agenda elettronica,38,0.0
agenda di carta,21,0.0
agenda digitale,1132,0.08
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda scolastica,204,0.01
agenda da tavolo,21,0.0
agenda da viaggio,12,0.0
agenda personale,520,0.04
agenda professionale,46,0.0
agenda giornaliera,774,0.06
agenda planner,23,0.0
agenda per appunti,15,0.0
agenda per riunioni,1,0.0
agenda per obiettivi,0,0.0
agenda per compiti,0,0.0
agenda per progetti,1,0.0
agenda per eventi,2,0.0
agenda per riunioni online,0,0.0
agenda per teleconferenze,0,0.0
agenda per webinar,0,0.0
agenda per call conference,0,0.0
agenda per riunioni ibride,0,0.0
agenda per,96,0.01
gancio appendiabiti,162,0.01
portaombrelli,2318,0.16
attaccapanni a muro,25,0.0
attaccapanni da parete,42,0.0
appendiabiti da terra,22,0.0
appendiabiti da armadio,4,0.0
appendiabiti da cappotto,0,0.0
appendiabiti da borsa,0,0.0
appendiabiti da cinture,0,0.0
appendiabiti da sciarpa,0,0.0
appendiabiti da giacca,0,0.0
appendiabiti da biancheria,0,0.0
appendiabiti da asciugamani,0,0.0
appendiabiti da accappatoio,0,0.0
appendiabiti da tovaglioli,0,0.0
appendiabiti da grembiule,0,0.0
armadio a due ante,27,0.0
armadio a una ante,0,0.0
armadio angolare,31,0.0
armadio a muro,48,0.0
armadio a quattro ante,26,0.0
armadio con specchio,26,0.0
armadio a cabina,17,0.0
armadio a ponte,24,0.0
armadio a isola,0,0.0
armadio a giorno,91,0.01
guardaroba,29842,2.06
cabina armadio,1047,0.07
armadio per abiti,16,0.0
armadio per scarpe,13,0.0
armadio per biancheria,12,0.0
armadio per cucina,4,0.0
armadio per ufficio,22,0.0
armadio per garage,1,0.0
armadio per attrezzi,5,0.0
armadio per giocattoli,1,0.0
astuccio per matite,29,0.0
astuccio per penne,22,0.0
astuccio per colori,3,0.0
astuccio per trucchi,3,0.0
astuccio per matite colorate,2,0.0
astuccio per pastelli,2,0.0
astuccio per pennarelli,0,0.0
astuccio per righe e squadre,0,0.0
astuccio per forbici e taglierini,0,0.0
astuccio per cancelleria varia,0,0.0
astuccio scolastico,41,0.0
astuccio da viaggio,21,0.0
astuccio per occhiali,23,0.0
astuccio per smartphone,3,0.0
astuccio per cavi e caricabatterie,0,0.0
astuccio per macchina fotografica,0,0.0
cacciavite,18238,1.26
martello,35294,2.44
pinza,36776,2.54
chiave inglese,50,0.0
lima,34882,2.4
seghetto,14008,0.96
trapano,17985,1.24
livella,8934,0.62
squadra,15855,1.09
tenaglia,13689,0.94
chiave a tubo,23,0.0
chiave dinamometrica,35,0.0
chiave a brugola,35,0.0
avvitatore,6161,0.42
raschietto,3120,0.21
spatola,24642,1.7
sega,40972,2.82
lama,18264,1.26
coltello,32680,2.26
forbici,22189,1.53
pinza universale,163,0.01
