exemplar,abs_freq,rel_freq
abete bianco,224,0.02
abete rosso,15104,1.04
abete nero,104,0.0
abete gigante,102,0.0
abete rosso del nord,48,0.0
abete bianco di siberia,0,0.0
abete bianco di norvegia,0,0.0
abete bianco di colorado,0,0.0
abete bianco di oregon,0,0.0
abete bianco di washington,0,0.0
abete rosso del caucaso,1,0.0
abete rosso di siberia,0,0.0
abete rosso di mongolia,0,0.0
abete rosso di corea,0,0.0
abete rosso di giappone,0,0.0
abete rosso di cina,0,0.0
abete rosso di taiwan,0,0.0
aereo commerciale,43,0.0
aereo militare,182,0.02
aereo da addestramento,74,0.0
aereo da ricognizione,2070,0.14
aereo da sorveglianza,25,0.0
aereo da cargo,16,0.0
aereo da turismo,44,0.0
aereo da alta quota,22,0.0
aereo da volo supersonico,0,0.0
aereo da ala fissa,1,0.0
aereo da ala rotante,0,0.0
aereo da elicottero,7,0.0
aereo da idrovolante,0,0.0
aereo da sonda,0,0.0
calendario digitale,140,0.0
calendario da tasca,10,0.0
calendario da tavolo,74,0.0
calendario da murale,0,0.0
calendario da desktop,7,0.0
calendario elettronico,62,0.0
calendario paper-based,0,0.0
calendario personale,83,0.01
calendario professionale,26,0.0
calendario di gruppo,25,0.0
calendario di eventi,36,0.0
calendario di appuntamenti,26,0.0
calendario di ricordi,4,0.0
calendario di anniversari,3,0.0
calendario di deadlines,0,0.0
calendario di progetti,6,0.0
calendario di viaggi,20,0.0
calendario di compiti,3,0.0
calendario di appunti,1,0.0
vestaglia,17364,1.2
cintura per cintura,10,0.0
cintura per pantaloni,54,0.0
cintura per camicie,0,0.0
cintura per giacca,0,0.0
cintura per vesti da notte,0,0.0
cintura per jeans,1,0.0
cintura per gonne,2,0.0
cintura per abiti da formalità,0,0.0
cintura per abiti da gala,0,0.0
cintura per abiti da cerimonia,0,0.0
cintura per abiti da lavoro,0,0.0
cintura per abiti da sport,0,0.0
cintura per abiti da escursione,0,0.0
cintura per abiti da mare,0,0.0
cintura per abiti da neve,0,0.0
cintura,43008,2.96
armadio a porta rovescia,0,0.0
arredo a parete,21,0.0
armatura a cassettone,0,0.0
armatura a stivali,0,0.0
armatura a scomposte,0,0.0
armatura a serratura,0,0.0
armatura a vetrina,0,0.0
armatura a ruote,0,0.0
armatura a scomparti,0,0.0
armatura a serratura digitale,0,0.0
armatura a serratura elettrica,0,0.0
armatura a serratura combinata,0,0.0
armatura a serratura a chiave,0,0.0
armatura a serratura a manovella,0,0.0
armatura a serratura a cilindro,0,0.0
tazza,37292,2.56
coppa,40010,2.76
calice,30324,2.08
bicchierino,36898,2.54
ciotola,35986,2.48
piatto,31104,2.14
brodoio,0,0.0
pentola,28154,1.94
casseruola,38912,2.68
cassetta,31474,2.16
vaso,33038,2.28
giuggiole,7844,0.54
bollitore,27092,1.86
cratere,28038,1.94
tegame,33232,2.28
cazzotto,19764,1.36
cippo,30056,2.08
vaso funerario,210,0.02
urna,50176,3.46
caldaro,14226,0.98
piastra,41884,2.88
cassetta di sigaretti,0,0.0
tazza da caffè,84,0.0
tazza da tè,130,0.0
tazza da succo,0,0.0
tazza da vino,40,0.0
tazza da birra,12,0.0
martello,35294,2.44
scala,32538,2.24
chiavetta,39604,2.72
ruota spia,0,0.0
pinzette,13444,0.92
coltello da cucina,206,0.02
chiaviera,2,0.0
clichetto,0,0.0
tazza a mano,10,0.0
setaccio,34004,2.34
pinza,36776,2.54
vite,44778,3.08
ruota da bici,20,0.0
martello da gioielli,0,0.0
compasso,37028,2.56
ruota da scorrere,0,0.0
pinza da tenere,1,0.0
pinza da tagliare,0,0.0
pinza da saldare,0,0.0
pinza da tenere calda,0,0.0
pinza da tenere fredda,0,0.0
pinza da tenere umida,0,0.0
pinza da tenere asciutta,0,0.0
autobus urbano,238,0.02
autobus interurbano,98,0.0
autobus scolastico,342,0.02
autobus extraurbano,248,0.02
autobus a pianale alto,2,0.0
autobus a pianale basso,10,0.0
autobus artico,0,0.0
autobus intercity,69,0.0
autobus turistico,184,0.02
autobus scuola,28,0.0
autobus espresso,117,0.01
autobus a ponte levatoio,0,0.0
autobus ortopedico,0,0.0
autobus speciale,154,0.02
autobus elicottero,0,0.0
berlina,38856,2.68
monoposto,23792,1.64
sedan,9104,0.62
sport utility vehicle,1092,0.08
pick-up,30836,2.12
minivan,15870,1.1
cabriolet,19356,1.34
coupé,42702,2.94
moto,33864,2.34
furgone,33420,2.3
camper,30022,2.06
limousine,29658,2.04
roadster,18488,1.28
concept car,1350,0.1
quadricycle,8,0.0
electric vehicle,730,0.05
autobus,663876,45.74
camion,31796,2.2
trattore,24336,1.68
trenino ferroviario,4,0.0
autobus a ponte,12,0.0
autobus a pianale,22,0.0
autobus a ponte ribassato,0,0.0
doccia,31052,2.14
vasca da bagno,770,0.06
bagno turco,2150,0.14
sauna,38778,2.68
bidet,34738,2.4
vasca idromassaggio,6960,0.48
vasca da piscina,10,0.0
vasca da fiori,4,0.0
vasca da piscina outdoor,0,0.0
vasca da piscina inflabile,0,0.0
vasca da piscina plastica,0,0.0
vasca da piscina per gatti,0,0.0
vasca da piscina per pesci,0,0.0
vasca da bagno per bambini,20,0.0
vasca da bagno portatile,12,0.0
vasca da bagno con giacuzzi,0,0.0
vasca da bagno con idromassaggio,22,0.0
vasca da bagno con aeromassaggio,0,0.0
vas,22558,1.55
terrazzo,25772,1.78
loggia,35196,2.42
veranda,41844,2.88
ponteggio,43655,3.01
soprapporte,26,0.0
balcone panoramico,272,0.02
balcone di fronte,50,0.0
balcone retrostante,76,0.01
balcone di angolo,0,0.0
balcone di palazzo,54,0.0
balcone di mansarda,0,0.0
balcone di ringhiera,9,0.0
balcone di vetro,20,0.0
balcone di legno,25,0.0
balcone di ferro,22,0.0
balcone di vetro rotondo,0,0.0
balcone di vetro aperto,0,0.0
balcone di vetro chiuso,1,0.0
balcone di vetro slanciato,0,0.0
balcone di vetro a bifora,0,0.0
balcone di vetro a tr,0,0.0
basilico comune,76,0.0
basilico sacro,192,0.01
basilico thai,63,0.0
basilico messicano,11,0.0
basilico cinese,24,0.0
basilico cubano,0,0.0
basilico di giacobbe,0,0.0
basilico di lime,0,0.0
basilico di thai rosso,0,0.0
bicchiere da vino,166,0.02
bicchiere da acqua,638,0.04
bicchiere da birra,40,0.0
bicchiere da cocktail,517,0.03
coppetta,17943,1.24
fluto,297,0.02
bicchiere da latte,42,0.0
bicchiere da succo,8,0.0
bicchiere da freddo,0,0.0
bicchiere da olio,90,0.0
bicchiere da decantare,0,0.0
bicchiere da vino rosso,54,0.0
bicchiere da vino bianco,119,0.01
bicchiere da champagne,72,0.0
bicchiere da porto,6,0.0
bicchiere da brandy,10,0.0
montagna,15565,1.07
strada,38646,2.66
corsa,15649,1.08
fissafondo,0,0.0
mountainboard,183,0.01
triciclo,21178,1.46
quadriciclo,6846,0.48
tandem,17712,1.22
recumbent,603,0.04
folding,3002,0.21
elettrica,64450,4.44
cargo,35270,2.42
tandem recumbent,0,0.0
velocipedo,5,0.0
penny farthing,21,0.0
bicicletta da montagna e strada,1,0.0
biciclet,41,0.0
bocca dell'uomo,0,0.0
bocca dell'animale,0,0.0
bocca di un fiume o un lago,0,0.0
bocca di un conteneur,0,0.0
bocca di un tubo,7,0.0
bocca di un cannone,20,0.0
bocca di un microfono,2,0.0
bocca di un tubo di piping,0,0.0
bocca di un ponte,0,0.0
bocca di un tunnel,2,0.0
bocca di un cratere,16,0.0
bocca di un vulcano,21,0.0
bocca di un pesce,79,0.0
bocca di un insetto,0,0.0
bocca di un rettile,1,0.0
braccio umano,354,0.02
braccio robotico,286,0.02
braccio artificiale,392,0.02
braccio di gomma,40,0.0
braccio di pellegrina,0,0.0
braccio di canguro,0,0.0
braccio di tangherla,0,0.0
braccio di mola,0,0.0
braccio di forbice,0,0.0
braccio di scavatore,0,0.0
braccio di granchio,0,0.0
braccio di balena,0,0.0
braccio di orologiaio,0,0.0
braccio di pianoforte,0,0.0
braccio di bussola,0,0.0
braccio di bilancia,1,0.0
braccio di scultura,0,0.0
braccio di cannone,1,0.0
br,17252,1.19
barrel cactus,10,0.0
prickly pear cactus,10,0.0
saguaro cactus,2,0.0
cactus pear,7,0.0
cholla cactus,36,0.0
paddle cactus,0,0.0
saguaro fruit,0,0.0
dragon fruit cactus,0,0.0
barrel cactus fruit,0,0.0
san pedro cactus,10,0.0
christmas cactus,0,0.0
easter cactus,0,0.0
fishhook cactus,0,0.0
mammillaria cactus,2,0.0
echinocereus cactus,0,0.0
peyote cactus,4,0.0
cladodes,3,0.0
cactus wine,0,0.0
cactus syrup,0,0.0
cactus honey,0,0.0
calze da ginocchio,0,0.0
calze da tacco,0,0.0
calze da tights,0,0.0
calze da sport,10,0.0
calze da letto,1,0.0
calze da gara,2,0.0
calze da costume,2,0.0
calze da reggiseno,0,0.0
calze da stocking,0,0.0
