participant,category,category_it,concept,exemplar,clean_exemplar,rank
idefics2-iter1,plants,piante,abete,abete rosso,rosso,1
idefics2-iter1,plants,piante,abete,abete nero,nero,2
idefics2-iter1,plants,piante,abete,abete bianco,bianco,3
idefics2-iter1,plants,piante,abete,abete rosso giapponese,rosso giapponese,4
idefics2-iter1,plants,piante,abete,abete rosso cinese,rosso cinese,5
idefics2-iter1,plants,piante,abete,abete rosso americano,rosso americano,6
idefics2-iter2,plants,piante,abete,abete bianco,bianco,1
idefics2-iter2,plants,piante,abete,abete rosso,rosso,2
idefics2-iter2,plants,piante,abete,abete nero,nero,3
idefics2-iter2,plants,piante,abete,abete rosso,rosso,4
idefics2-iter3,plants,piante,abete,acacia,acacia,1
idefics2-iter3,plants,piante,abete,arbutus,arbutus,2
idefics2-iter3,plants,piante,abete,acer,acer,3
idefics2-iter3,plants,piante,abete,birch,birch,4
idefics2-iter3,plants,piante,abete,cedar,cedar,5
idefics2-iter3,plants,piante,abete,chestnut,chestnut,6
idefics2-iter3,plants,piante,abete,cocos,cocos,7
idefics2-iter3,plants,piante,abete,eucalyptus,eucalyptus,8
idefics2-iter3,plants,piante,abete,elm,elm,9
idefics2-iter3,plants,piante,abete,ginkgo,ginkgo,10
idefics2-iter3,plants,piante,abete,maple,maple,11
idefics2-iter3,plants,piante,abete,oak,oak,12
idefics2-iter3,plants,piante,abete,pine,pine,13
idefics2-iter3,plants,piante,abete,pussywillow,pussywillow,14
idefics2-iter3,plants,piante,abete,quercus,quercus,15
idefics2-iter3,plants,piante,abete,redwood,redwood,16
idefics2-iter3,plants,piante,abete,willow,willow,17
idefics2-iter4,plants,piante,abete,acerbo,acerbo,1
idefics2-iter4,plants,piante,abete,acero,acero,2
idefics2-iter4,plants,piante,abete,betulla,betulla,3
idefics2-iter4,plants,piante,abete,betulino,betulino,4
idefics2-iter4,plants,piante,abete,betula,betula,5
idefics2-iter4,plants,piante,abete,betulina,betulina,6
idefics2-iter4,plants,piante,abete,betuloido,betuloido,7
idefics2-iter4,plants,piante,abete,betuloido americano,betuloido americano,8
idefics2-iter4,plants,piante,abete,betuloido giapponese,betuloido giapponese,9
idefics2-iter4,plants,piante,abete,betuloido occidentale,betuloido occidentale,10
idefics2-iter4,plants,piante,abete,betuloido scandinavo,betuloido scandinavo,11
idefics2-iter4,plants,piante,abete,betuloido sottile,betuloido sottile,12
idefics2-iter4,plants,piante,abete,betuloido subalpino,betuloido subalpino,13
idefics2-iter4,plants,piante,abete,betuloido subartico,betuloido subartico,14
idefics2-iter4,plants,piante,abete,betuloido subtropicale,betuloido subtropicale,15
idefics2-iter4,plants,piante,abete,betuloido subtropicale americano,betuloido subtropicale americano,16
idefics2-iter4,plants,piante,abete,betuloido subtropicale australiano,betuloido subtropicale australiano,17
idefics2-iter4,plants,piante,abete,betuloido subtropicale europeo,betuloido subtropicale europeo,18
