participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.2-iter1,plants,piante,abete,abete americano,americano,1
llama3.2-iter1,plants,piante,abete,abete asiatico,asiatico,2
llama3.2-iter1,plants,piante,abete,abete balsamina,balsamina,3
llama3.2-iter1,plants,piante,abete,abete canadese,canadese,4
llama3.2-iter1,plants,piante,abete,abete cipresso,cipresso,5
llama3.2-iter1,plants,piante,abete,abete di himalaya,di himalaya,6
llama3.2-iter1,plants,piante,abete,abete di japano,di japano,7
llama3.2-iter2,plants,piante,abete,abete di faggio,di faggio,1
llama3.2-iter2,plants,piante,abete,abete di monte,di monte,2
llama3.2-iter2,plants,piante,abete,abete di rosmarino,di rosmarino,3
llama3.2-iter2,plants,piante,abete,abete di stellato,di stellato,4
llama3.2-iter3,plants,piante,abete,abete di montagna,di montagna,1
llama3.2-iter3,plants,piante,abete,abete di pianura,di pianura,2
llama3.2-iter3,plants,piante,abete,abete di foresta,di foresta,3
llama3.2-iter3,plants,piante,abete,abete di new england,di new england,4
llama3.2-iter3,plants,piante,abete,abete gigante,gigante,5
llama3.2-iter4,plants,piante,abete,abete americano,americano,1
llama3.2-iter4,plants,piante,abete,abete balsamina,balsamina,2
llama3.2-iter4,plants,piante,abete,abete canadese,canadese,3
llama3.2-iter4,plants,piante,abete,abete incrociato,incrociato,4
llama3.2-iter4,plants,piante,abete,abete montano,montano,5
llama3.2-iter4,plants,piante,abete,abete rosso,rosso,6
llama3.2-iter5,plants,piante,abete,abete di faggio,di faggio,1
llama3.2-iter5,plants,piante,abete,abete di monte,di monte,2
llama3.2-iter5,plants,piante,abete,abete di rosmarin,di rosmarin,3
llama3.2-iter5,plants,piante,abete,abete di stella,di stella,4
llama3.2-iter5,plants,piante,abete,abete di tasso,di tasso,5
llama3.2-iter1,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1
llama3.2-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2
llama3.2-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3
llama3.2-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4
llama3.2-iter1,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,5
llama3.2-iter1,vehicles,veicoli,aereo,aereo da trasporto a lungo raggio,da trasporto a lungo raggio,6
llama3.2-iter1,vehicles,veicoli,aereo,aereo da combattimento aereo,da combattimento aereo,7
llama3.2-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,8
llama3.2-iter2,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1
llama3.2-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2
llama3.2-iter2,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3
llama3.2-iter2,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4
llama3.2-iter2,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,5
llama3.2-iter2,vehicles,veicoli,aereo,aereo da trainamento,da trainamento,6
