participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.1-70B-iter1,plants,piante,abete,abete bianco,bianco,1
llama3.1-70B-iter1,plants,piante,abete,abete balsamico,balsamico,2
llama3.1-70B-iter1,plants,piante,abete,abete di douglas,di douglas,3
llama3.1-70B-iter1,plants,piante,abete,abete rosso,rosso,4
llama3.1-70B-iter1,plants,piante,abete,abete amabile,amabile,5
llama3.1-70B-iter1,plants,piante,abete,abete delle filippine,delle filippine,6
llama3.1-70B-iter1,plants,piante,abete,abete di spagna,di spagna,7
llama3.1-70B-iter1,plants,piante,abete,abete della sierra,della sierra,8
llama3.1-70B-iter1,plants,piante,abete,abete di fraser,di fraser,9
llama3.1-70B-iter1,plants,piante,abete,abete di nordmann,di nordmann,10
llama3.1-70B-iter1,plants,piante,abete,abete di veitch,di veitch,11
llama3.1-70B-iter2,plants,piante,abete,abete bianco,bianco,1
llama3.1-70B-iter2,plants,piante,abete,abete balsamico,balsamico,2
llama3.1-70B-iter2,plants,piante,abete,abete canadese,canadese,3
llama3.1-70B-iter2,plants,piante,abete,abete di douglas,di douglas,4
llama3.1-70B-iter2,plants,piante,abete,abete rosso,rosso,5
llama3.1-70B-iter2,plants,piante,abete,abete inglese,inglese,6
llama3.1-70B-iter2,plants,piante,abete,abete di nordmann,di nordmann,7
llama3.1-70B-iter2,plants,piante,abete,abete nero,nero,8
llama3.1-70B-iter2,plants,piante,abete,abete argentato,argentato,9
llama3.1-70B-iter2,plants,piante,abete,abete amabile,amabile,10
llama3.1-70B-iter2,plants,piante,abete,abete delle rocce,delle rocce,11
llama3.1-70B-iter2,plants,piante,abete,abete spinoso,spinoso,12
llama3.1-70B-iter2,plants,piante,abete,abete himalayano,himalayano,13
llama3.1-70B-iter2,plants,piante,abete,abete coreano,coreano,14
llama3.1-70B-iter2,plants,piante,abete,abete della sierra,della sierra,15
llama3.1-70B-iter2,plants,piante,abete,abete di fraser,di fraser,16
llama3.1-70B-iter2,plants,piante,abete,abete del colorado,del colorado,17
llama3.1-70B-iter2,plants,piante,abete,abete giapponese,giapponese,18
llama3.1-70B-iter2,plants,piante,abete,abete marittimo,marittimo,19
llama3.1-70B-iter2,plants,piante,abete,abete delle filippine,delle filippine,20
llama3.1-70B-iter2,plants,piante,abete,abete del,del,21
llama3.1-70B-iter3,plants,piante,abete,abete bianco,bianco,1
llama3.1-70B-iter3,plants,piante,abete,abete rosso,rosso,2
llama3.1-70B-iter3,plants,piante,abete,abete balsamico,balsamico,3
