participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.1-iter1,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter1,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter1,plants,piante,abete,abete nero,nero,3
llama3.1-iter1,plants,piante,abete,abete fuso,fuso,4
llama3.1-iter1,plants,piante,abete,abete cembro,cembro,5
llama3.1-iter1,plants,piante,abete,abete di douglas,di douglas,6
llama3.1-iter1,plants,piante,abete,abete siberiano,siberiano,7
llama3.1-iter1,plants,piante,abete,abete gigante,gigante,8
llama3.1-iter1,plants,piante,abete,abete di nord america,di nord america,9
llama3.1-iter1,plants,piante,abete,abete di canada,di canada,10
llama3.1-iter2,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter2,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter2,plants,piante,abete,abete fuso,fuso,3
llama3.1-iter2,plants,piante,abete,abete nero,nero,4
llama3.1-iter2,plants,piante,abete,abete di douglas,di douglas,5
llama3.1-iter2,plants,piante,abete,abete gigante,gigante,6
llama3.1-iter2,plants,piante,abete,abete di colorado,di colorado,7
llama3.1-iter2,plants,piante,abete,abete di nordamerica,di nordamerica,8
llama3.1-iter2,plants,piante,abete,abete di siberia,di siberia,9
llama3.1-iter3,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter3,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter3,plants,piante,abete,abete nero,nero,3
llama3.1-iter3,plants,piante,abete,abete fuso,fuso,4
llama3.1-iter3,plants,piante,abete,abete laricio,laricio,5
llama3.1-iter3,plants,piante,abete,abete alba,alba,6
llama3.1-iter3,plants,piante,abete,abete silver fir,silver fir,7
llama3.1-iter3,plants,piante,abete,abete bianco di siberia,bianco di siberia,8
llama3.1-iter3,plants,piante,abete,abete di douglas,di douglas,9
llama3.1-iter3,plants,piante,abete,abete gigante,gigante,10
llama3.1-iter4,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter4,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter4,plants,piante,abete,abete nero,nero,3
llama3.1-iter4,plants,piante,abete,abete fuso,fuso,4
llama3.1-iter4,plants,piante,abete,abete roso,roso,5
llama3.1-iter4,plants,piante,abete,abete siberiano,siberiano,6
llama3.1-iter4,plants,piante,abete,abete di douglas,di douglas,7
llama3.1-iter4,plants,piante,abete,abete di nordmann,di nordmann,8
llama3.1-iter5,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter5,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter5,plants,piante,abete,abete nero,nero,3
llama3.1-iter5,plants,piante,abete,abete fuso,fuso,4
llama3.1-iter5,plants,piante,abete,abete cembro,cembro,5
llama3.1-iter5,plants,piante,abete,abete di douglas,di douglas,6
llama3.1-iter5,plants,piante,abete,abete di nordmann,di nordmann,7
llama3.1-iter5,plants,piante,abete,abete di siberia,di siberia,8
llama3.1-iter5,plants,piante,abete,abete di weihenstephaner,di weihenstephaner,9
llama3.1-iter5,plants,piante,abete,abete di fraser,di fraser,10
llama3.1-iter1,vehicles,veicoli,aereo,aereo da carico,da carico,1
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2
llama3.1-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3
llama3.1-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,4
llama3.1-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto vip,da trasporto vip,6
llama3.1-iter1,vehicles,veicoli,aereo,elicottero,elicottero,7
