exemplar,abs_freq,rel_freq
abete rosso,15104,1.04
abete bianco,224,0.02
abete nero,104,0.0
abete fuso,0,0.0
abete laricio,0,0.0
abete di douglas,21,0.0
abete di nordmann,3,0.0
abete di siberia,0,0.0
abete di giappone,0,0.0
abete di colorado,0,0.0
abete di nordamerica,0,0.0
abete di canada,0,0.0
abete di monte carlo,0,0.0
abete di fraser,23,0.0
abete di sitka,8,0.0
abete di weihenstephaner,0,0.0
abete di dahuriano,0,0.0
abete di sakhalin,0,0.0
abete di kamtschatka,0,0.0
ab,17689,1.22
aereo da carico,40,0.0
aereo da trasporto,70,0.0
aereo da combattimento,102,0.0
aereo da turismo,44,0.0
aereo da trasporto di linea,2,0.0
aereo da trasporto charter,0,0.0
aereo da trasporto cargo,2,0.0
aereo da trasporto passeggeri,20,0.0
aereo da trasporto merci,16,0.0
aereo da trasporto di emergenza,0,0.0
aereo da trasporto sanitario,0,0.0
aereo da trasporto militare,68,0.0
aereo da trasporto vip,6,0.0
aereo da trasporto di posta,0,0.0
aereo da trasporto di merci speciali,0,0.0
aereo da tras,0,0.0
agenda cartacea,28,0.0
agenda digitale,1132,0.08
calendario,30666,2.12
orologio,36846,2.54
planner,32956,2.28
appunti,24005,1.65
rubrica,35574,2.46
app di gestione del tempo,7,0.0
appuntatore,12,0.0
agenda elettronica,38,0.0
agenda per computer,0,0.0
agenda per smartphone,2,0.0
agenda per tablet,0,0.0
agenda per pc,2,0.0
agenda per macchina,1,0.0
agenda per cellulare,0,0.0
agenda per telefono,1,0.0
agenda per orologio,0,0.0
agenda per orologio da polso,0,0.0
agenda per orologio da tasca,0,0.0
agenda per orologio da parete,0,0.0
agenda per orologio da muro,0,0.0
appendiabiti a stendibiancheria,0,0.0
appendiabiti a parete,25,0.0
appendiabiti a muro,32,0.0
appendiabiti a soffitto,4,0.0
appendiabiti a parete a molla,0,0.0
appendiabiti a parete a vite,0,0.0
appendiabiti a parete a clip,0,0.0
appendiabiti a parete a gancio,0,0.0
appendiabiti a parete a catena,0,0.0
appendiabiti a parete a cerniera,0,0.0
appendiabiti a parete a sospensione,0,0.0
appendiabiti a parete a s,0,0.0
armadio a muro,48,0.0
armadio a tre ante,22,0.0
armadio a due ante,27,0.0
armadio a quattro ante,26,0.0
armadio a cassettone,4,0.0
armadio a specchio,25,0.0
armadio a scomparsa,21,0.0
armadio a soppalco,3,0.0
armadio a soppalco a muro,0,0.0
armadio a soppalco a parete,0,0.0
armadio a soppalco a parete a muro,0,0.0
armadio a soppalco a parete a muro con cassettone,0,0.0
armadio a soppalco a parete con cassettone,0,0.0
borsa,35752,2.46
cartellino,17119,1.18
cassetta,31474,2.16
cassetta di metallo,21,0.0
cassetta di plastica,28,0.0
cassetta di legno,36,0.0
cassetta di cartone,20,0.0
cassetta di pelle,1,0.0
cassetta di cuoio,2,0.0
cassetta di cuoio di pecora,0,0.0
cassetta di cuoio di pecora morbido,0,0.0
cassetta di cuoio di pecora morbido con chiusura a zip,0,0.0
cassetta di cuoio di pecora morbido con chiusura a cerniera,0,0.0
cassetta di,141,0.01
martello,35294,2.44
sega,40972,2.82
trapano,17985,1.24
scalpello,26602,1.84
cesoie,7030,0.48
forbici,22189,1.53
pialla,4007,0.28
sega circolare,127,0.01
trapano a batteria,37,0.0
scalpello da stucco,0,0.0
cesoie da giardinaggio,26,0.0
forbici da cucito,22,0.0
pialla da legno,3,0.0
sega da legno,23,0.0
trapano da muro,9,0.0
scalpello da metallo,1,0.0
cesoie per capelli,4,0.0
forbici da barbiere,28,0.0
pialla per pietra,0,0.0
sega da pietra,3,0.0
filobus,10710,0.74
autobus a due piani,68,0.0
autobus a tre piani,20,0.0
autobus a lunga percorrenza,24,0.0
autobus a corta percorrenza,0,0.0
autobus a guida autonoma,19,0.0
autobus elettrico,70,0.0
autobus a gas,20,0.0
autobus a idrogeno,32,0.0
autobus a metano,27,0.0
autobus a benzina,17,0.0
autobus a diesel,15,0.0
autobus a idrocarburi,0,0.0
autobus a metano compresso,1,0.0
autobus a metano liquefatto,0,0.0
autobus a metano liquefatto compress,0,0.0
auto,37910,2.62
camion,31796,2.2
furgone,33420,2.3
camper,30022,2.06
motocicletta,37296,2.56
scooter,50306,3.46
bicicletta,37606,2.6
autobus,663876,45.74
pullman,35948,2.48
trattore,24336,1.68
motovelocipede,0,0.0
quad,43016,2.96
ciclomotore,37010,2.54
auto elettrica,267,0.02
auto ibrida,1561,0.11
auto a gas,37,0.0
auto a benzina,24,0.0
auto a diesel,26,0.0
auto a vapore,21,0.0
auto a idrogeno,29,0.0
auto a metano,21,0.0
auto a gpl,64,0.0
auto a benzina con iniezione diretta,2,0.0
auto a benzina con iniezione indiretta,0,0.0
vasca,40030,2.76
doccia,31052,2.14
bidet,34738,2.4
lavabo,14324,0.99
wc,18729,1.29
cabina doccia,364,0.03
vasca idromassaggio,6960,0.48
box doccia,1286,0.09
bidet elettrico,11,0.0
vasca con idromassaggio,21,0.0
vasca con doccia,21,0.0
vasca con idromassaggio e doccia,7,0.0
vasca con idromassaggio e bidet,0,0.0
vasca con doccia e bidet,0,0.0
"vasca con idromassaggio, doccia e bidet",0,0.0
cabina doccia con idromassaggio,21,0.0
cabina doccia con doccia,1,0.0
cabina doccia con,20,0.0
balcone di ferro,22,0.0
balcone di legno,25,0.0
balcone di vetro,20,0.0
balcone di pietra,21,0.0
balcone di cemento,12,0.0
balcone di legno di pino,0,0.0
balconcino,14567,1.0
balcone di ferro battuto,21,0.0
balcone di ferro battuto a vista,0,0.0
balcone di ferro battuto a struttura,0,0.0
balcone di ferro battuto a struttura a vista,0,0.0
balcone di ferro battuto a struttura a vista con ringhiere in ferro battuto,0,0.0
basilico comune,76,0.0
basilico genovese,238,0.02
basilico di genova,20,0.0
basilico di napoli,10,0.0
basilico di sarno,0,0.0
basilico di sorrento,0,0.0
basilico di spagna,0,0.0
basilico di toscana,0,0.0
basilico di vercelli,0,0.0
basilico di vesuvio,0,0.0
basilico di viterbo,0,0.0
basilico di vomero,0,0.0
basilico odorante,0,0.0
basilico pianta,14,0.0
basilico rosso,182,0.02
basilico verde,106,0.0
basilico verde di genova,0,0.0
basilico verde di napoli,0,0.0
basilico verde di sorrento,0,0.0
bicchiere da vino,166,0.02
bicchiere da cocktail,517,0.03
bicchiere da birra,40,0.0
bicchiere da champagne,72,0.0
bicchiere da digestivo,3,0.0
bicchiere da acqua,638,0.04
bicchiere da tè,21,0.0
bicchiere da caffè,68,0.0
bicchiere da latte,42,0.0
bicchiere da succo di frutta,0,0.0
bicchiere da shaker,0,0.0
bicchiere da martini,23,0.0
bicchiere da highball,0,0.0
bicchiere da old fashioned,0,0.0
bicchiere da whiskey,16,0.0
bicchiere da porto,6,0.0
bicchiere da cognac,22,0.0
bicicletta da corsa,88,0.0
bicicletta da strada,48,0.0
mountain bike,6030,0.42
bicicletta da città,26,0.0
bicicletta da trekking,29,0.0
bicicletta da corsa su strada,23,0.0
bicicletta da pista,46,0.0
bicicletta da corsa su pista,3,0.0
bicicletta da strada da corsa,0,0.0
bicicletta da strada da turismo,0,0.0
bicicletta da strada da città,0,0.0
bicicletta da strada da montagna,0,0.0
bicicletta da strada da pista,0,0.0
bicicletta da,169,0.01
bocca umana,107,0.01
bocca di pesce,46,0.0
bocca di serpente,13,0.0
bocca di animale,18,0.0
bocca di fiume,24,0.0
bocca di caverna,3,0.0
bocca di pozzo,20,0.0
bocca di tubo,4,0.0
bocca di bottiglia,2,0.0
bocca di flusso,0,0.0
bocca di fiume artificiale,0,0.0
bocca di canale,2,0.0
bocca di porto,38,0.0
bocca di laguna,1,0.0
bocca di lago,4,0.0
bocca di oceano,0,0.0
b,46226,3.18
braccio umano,354,0.02
braccio meccanico,63,0.0
braccio robotico,286,0.02
braccio di una macchina,12,0.0
braccio di un robot,23,0.0
braccio di una nave,0,0.0
braccio di un velivolo,0,0.0
braccio di un'astronave,0,0.0
braccio di un'automobile,0,0.0
braccio di un'armatura meccanica,0,0.0
braccio di un robot da cucina,0,0.0
braccio di un robot industriale,3,0.0
braccio di un robot da assistenza,0,0.0
cactus di notte,0,0.0
cactus di giorno,0,0.0
cactus di mare,0,0.0
cactus di sabbia,0,0.0
cactus di roccia,0,0.0
cactus di ghiaccio,0,0.0
cactus di ghiaccio di mare,0,0.0
cactus di ghiaccio di roccia,0,0.0
cactus di ghiaccio di sabbia,0,0.0
cactus di ghiaccio di notte,0,0.0
cactus di ghiaccio di giorno,0,0.0
cactus di ghi,0,0.0
calza da donna,36,0.0
calza da uomo,26,0.0
calza sportiva,26,0.0
calza da sci,26,0.0
calza da basket,10,0.0
calza da calcio,22,0.0
calza da ciclismo,24,0.0
calza da corsa,22,0.0
calza da nuoto,0,0.0
calza da tennis,17,0.0
calza da pattinaggio,7,0.0
calza da pattinaggio a rotelle,0,0.0
calza da pattinaggio di velocità,0,0.0
calza da pattinaggio artistico,0,0.0
calza da pattinaggio di figura,0,0.0
calza da pattinaggio a rotelle artist,0,0.0
camera da letto,289476,19.950000000000003
camera da bagno,22,0.0
camera di controllo,28,0.0
camera di ripresa,28,0.0
camera di sicurezza,56,0.0
camera di proiezione,14,0.0
camera oscura,374,0.02
camera di controllo aereo,0,0.0
camera di controllo di volo,0,0.0
camera di controllo di volo di un aereo,0,0.0
camera di controllo di volo di un elicottero,0,0.0
camera di controllo di volo di un drone,0,0.0
camera di controllo di volo di un aeromobile,0,0.0
camera di controllo di volo di un velivolo,0,0.0
camera di controllo di volo di un aer,0,0.0
polo,39028,2.68
camicia a maniche corte,23,0.0
camicia a maniche lunghe,34,0.0
camicia da notte,174,0.02
camicia da lavoro,52,0.0
camicia da sposa,8,0.0
camicia da tennis,3,0.0
