exemplar,abs_freq,rel_freq
abete rosso,15104,1.04
abete bianco,224,0.02
abete argentato,48,0.0
abete dei boschi,6,0.0
abete di nordmann,3,0.0
abete di oregón,0,0.0
abete di sitka,8,0.0
abete di vancouver,3,0.0
abete di weymouth,0,0.0
abete di douglas,21,0.0
abete di engelmann,0,0.0
abete di grandi monti,0,0.0
abete di jeffrey,0,0.0
abete di menzies,0,0.0
abete di noble,0,0.0
abete di ponderosa,0,0.0
abete di virginia,0,0.0
abete di wright,0,0.0
aereo di linea,25,0.0
aereo da guerra,80,0.0
aereo da trasporto,70,0.0
aereo da caccia,62,0.0
aereo da ricognizione,2070,0.14
aereo da turismo,44,0.0
elicottero,30198,2.08
drone,43184,2.98
aereo da cargo,16,0.0
aereo da addestramento,74,0.0
aereo da soccorso,4,0.0
aereo da pattugliamento,27,0.0
aereo da ricognizione aerea,0,0.0
aereo da trasporto militare,68,0.0
aereo da trasporto civile,96,0.0
aereo da turismo leggero,3,0.0
aereo da turismo sportivo,18,0.0
aereo da turismo multomotore,0,0.0
aereo da turismo monomotore,15,0.0
aereo da turismo a elica,3,0.0
aereo da turismo a reazione,0,0.0
aereo da turismo a getto,0,0.0
aereo da turismo a pistone,0,0.0
a,36748,2.54
agenda cartacea,28,0.0
agenda elettronica,38,0.0
agenda online,386,0.03
agenda a spirale,2,0.0
agenda a quaderni,0,0.0
agenda a fogli mobili,0,0.0
agenda a sezioni,0,0.0
agenda a giorno,0,0.0
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda professionale,46,0.0
agenda personale,520,0.04
agenda scolastica,204,0.01
agenda universitaria,10,0.0
agenda aziendale,24,0.0
agenda di viaggio,46,0.0
agenda di appuntamenti,40,0.0
agenda di contatti,20,0.0
agenda di indirizzi,15,0.0
agenda di indirizzi e numeri di telefono,0,0.0
agenda di indirizzi e-mail,2,0.0
agenda di indirizzi postali,0,0.0
agenda di indirizzi web,0,0.0
agenda di indirizzi social,0,0.0
agenda di indirizzi professionali,0,0.0
appendiabiti a parete,25,0.0
appendiabiti a piantana,21,0.0
appendiabiti da viaggio,2,0.0
appendiabiti da porta,43,0.0
appendiabiti da tasca,0,0.0
appendiabiti da tasca con specchio,0,0.0
appendiabiti da tasca con luce,0,0.0
appendiabiti da tasca con carica usb,0,0.0
appendiabiti da tasca con porta cellulare,0,0.0
appendiabiti da tasca con porta bottiglia,0,0.0
appendiabiti da tasca con porta occhiali,0,0.0
appendiabiti da tasca con porta chiavi,0,0.0
appendiabiti da tasca con porta monete,0,0.0
appendiabiti da tasca con porta penna,0,0.0
appendiabiti da tasca con porta orologio,0,0.0
appendiabiti da,55,0.0
armadio a muro,48,0.0
armadio guardaroba,167,0.01
armadio a ponte,24,0.0
armadio a cassetti,24,0.0
armadio a colonna,20,0.0
armadio a specchio,25,0.0
armadio a scomparsa,21,0.0
armadio a vista,21,0.0
armadio a giorno,91,0.01
armadio a incasso,13,0.0
armadio a slitta,0,0.0
armadio a libro,1,0.0
armadio a ponte con specchio,1,0.0
armadio a ponte con cassetti,1,0.0
armadio a ponte con ante scorrevoli,7,0.0
armadio a ponte con ante battenti,10,0.0
armadio a ponte con ante a libro,0,0.0
armadio a ponte con ante a specchio,0,0.0
armadio a ponte con ante a giorno,0,0.0
armadio a ponte con ante a incasso,0,0.0
armadio a ponte con ante a scomparsa,0,0.0
armadio a ponte con ante sc,0,0.0
astuccio per matite,29,0.0
astuccio per penne,22,0.0
astuccio per pennarelli,0,0.0
astuccio per colori,3,0.0
astuccio per strumenti da disegno,0,0.0
astuccio per occhiali,23,0.0
astuccio per gioielli,21,0.0
astuccio per medicinali,0,0.0
astuccio per chiavi,1,0.0
astuccio per carte di credito,1,0.0
astuccio per monete,1,0.0
astuccio per accessori per capelli,0,0.0
astuccio per make-up,0,0.0
astuccio per accessori per la spiaggia,0,0.0
astuccio per accessori per la palestra,0,0.0
astuccio per accessori per la tecnologia,0,0.0
astuccio per accessori per la casa,0,0.0
martello,35294,2.44
chiave inglese,50,0.0
cacciavite,18238,1.26
pinza,36776,2.54
forbice,39252,2.7
scalpello,26602,1.84
livella,8934,0.62
metro,39058,2.7
pennello,30606,2.1
spatola,24642,1.7
pala,32460,2.24
badile,5181,0.36
zappa,17758,1.22
vanga,6994,0.48
piccone,11022,0.76
accetta,28678,1.98
sega,40972,2.82
trapano,17985,1.24
smerigliatrice,4374,0.3
sonda,16142,1.11
punteruolo,7948,0.55
punteru,0,0.0
autobus urbano,238,0.02
autobus interurbano,98,0.0
autobus turistico,184,0.02
autobus scolastico,342,0.02
autobus a due piani,68,0.0
autobus a due piani a doppio piano,0,0.0
autobus a due piani a piano singolo,0,0.0
autobus a due piani a piano ribassato,0,0.0
autobus a due piani a piano rialzato,0,0.0
autobus a due piani a piano ribassato e rialzato,0,0.0
autobus a due piani a piano ribassato e rialzato con porta centrale,0,0.0
autobus a due piani a piano ribassato e rialzato senza porta centrale,0,0.0
autobus a due piani a piano ribassato e rialzato con porta centrale e senza porta centrale,0,0.0
berline,9119,0.63
suv,38682,2.66
coupé,42702,2.94
cabriolet,19356,1.34
furgone,33420,2.3
camioncino,18600,1.28
monovolume,11428,0.79
auto sportive,183,0.01
auto elettriche,581,0.04
auto ibride,56,0.0
auto a benzina,24,0.0
auto diesel,89,0.01
vasca da bagno,770,0.06
doccia,31052,2.14
water,72109,4.97
lavabo,14324,0.99
bidet,34738,2.4
box doccia,1286,0.09
armadio bagno,127,0.01
specchio bagno,185,0.01
asciugatrice,29346,2.02
lavatrice,16020,1.1
piastrelle bagno,292,0.02
pavimento bagno,148,0.01
illuminazione bagno,90,0.01
tende da bagno,23,0.0
tappeto bagno,266,0.02
scalda asciugamani,63,0.0
porta asciugamani,667,0.05
porta sapone,476,0.03
porta spazzolino,352,0.02
porta rotoli carta igienica,0,0.0
cassetta wc,119,0.01
water sospeso,25,0.0
water con risciacquo,0,0.0
water con sedile riscaldato,0,0.0
water con funzione bidet,1,0.0
water con funzione asciugatura,0,0.0
water con funzione illuminazione,0,0.0
water con funzione musica,0,0.0
balcone a vista,23,0.0
balcone chiuso,670,0.04
balcone aperto,368,0.02
balcone panoramico,272,0.02
balcone fiorito,184,0.01
balcone attico,3,0.0
balcone sospeso,55,0.0
balcone terrazzato,116,0.0
balcone con vista mare,22,0.0
balcone con vista montagna,23,0.0
basilico dolce,84,0.0
basilico genovese,238,0.02
basilico nano,11,0.0
basilico thai,63,0.0
basilico cinese,24,0.0
basilico indiano,76,0.0
basilico africano,16,0.0
basilico di san genovese,0,0.0
basilico di napoletano,0,0.0
basilico di calabrese,0,0.0
calice,30324,2.08
tumbler,4140,0.28
flûte,1363,0.09
coppa,40010,2.76
bicchiere da shot,20,0.0
bicchiere da vino,166,0.02
bicchiere da birra,40,0.0
bicchiere da cocktail,517,0.03
bicchiere da acqua,638,0.04
bicchiere da succo,8,0.0
bicchiere da tè,21,0.0
bicchiere da caffè,68,0.0
bicchiere da champagne,72,0.0
bicchiere da prosecco,3,0.0
bicchiere da martini,23,0.0
bicchiere da margarita,4,0.0
bicchiere da pinta,20,0.0
"bicchiere da birra da 0,5 litri",0,0.0
bicchiere da birra da 1 litro,0,0.0
bicchiere da birra da 2 litri,0,0.0
bicchiere da birra da 5 litri,0,0.0
bicchiere da birra da,5,0.0
mountain bike,6030,0.42
bici da corsa,119,0.01
bici da città,23,0.0
bici da turismo,23,0.0
bici da triathlon,27,0.0
bici da cross,44,0.0
bici da bmx,8,0.0
bici da carico,54,0.0
tandem,17712,1.22
bici elettrica,250,0.02
bici pieghevole,63,0.0
bici da spiaggia,7,0.0
bici da fitness,30,0.0
bici da passeggio,35,0.0
bici da corsa gravel,1,0.0
bici da ciclocross,27,0.0
bici da pista,28,0.0
bici da cicloturismo,23,0.0
bici da enduro,36,0.0
bocca umana,107,0.01
bocca di un fiume,10,0.0
bocca di un vulcano,21,0.0
bocca di un fucile,15,0.0
bocca di un leone,20,0.0
bocca di un camino,6,0.0
bocca di un altoparlante,0,0.0
bocca di un'ostrica,0,0.0
bocca di un pesce,79,0.0
bocca di un serpente,17,0.0
bocca di un elefante,0,0.0
bocca di un cavallo,18,0.0
bocca di un cane,20,0.0
bocca di un gatto,20,0.0
bocca di un uccello,1,0.0
bocca di un insetto,0,0.0
bocca di un ragno,0,0.0
bocca di un gambero,0,0.0
bocca di un polpo,0,0.0
bocca di un calamaro,0,0.0
braccio robotico,286,0.02
braccio artificiale,392,0.02
braccio di un orologio,0,0.0
braccio di un robot,23,0.0
braccio di un essere umano,6,0.0
braccio di una gru,22,0.0
braccio di un robot industriale,3,0.0
braccio di un robot collaborativo,0,0.0
braccio di un robot da tavola,0,0.0
braccio di un robot da scrivania,0,0.0
cactus barrel,0,0.0
cactus christmas,1,0.0
cactus fishhook,0,0.0
cactus living rock,0,0.0
cactus old man,0,0.0
cactus peyote,37,0.0
cactus saguaro,154,0.02
cactus torch,0,0.0
cactus whip,0,0.0
calza di cotone,31,0.0
calza di lana,35,0.0
calza di seta,27,0.0
calza di spugna,23,0.0
calza di nylon,20,0.0
calza di compressione,20,0.0
calza di riscaldamento,0,0.0
calza di gomma,3,0.0
calza di spandex,0,0.0
calza di cachemire,2,0.0
calza di filo,19,0.0
camera da letto,289476,19.950000000000003
camera da bagno,22,0.0
camera degli ospiti,178,0.01
camera da pranzo,20,0.0
camera oscura,374,0.02
camera di sicurezza,56,0.0
camera di consiglio,200,0.01
camera di commercio,216579,14.92
camera di compressione,24,0.0
camera di espansione,27,0.0
camera di equilibrio,118,0.01
camera di combustione,84,0.01
camera di scoppio,24,0.0
camera a gas,68,0.0
camera iperbarica,59,0.0
camera frigorifera,54,0.0
