exemplar,abs_freq,rel_freq
abete di legno,5,0.0
abete del costa rica,0,0.0
abete orientale,7,0.0
abete rosso,15104,1.04
abete in cera,0,0.0
abete verde,92,0.01
sacco,16949,1.17
bastone,41098,2.84
fasce,31151,2.15
colla,41820,2.88
abete della cappadocia,0,0.0
abete del caucaso,61,0.0
abete della crimea,0,0.0
abete europeo,22,0.0
abete da scrivania,0,0.0
abete da disegno,0,0.0
abete da lettura,0,0.0
abete da lavoro,0,0.0
aereo civile,102,0.0
aereo militare,182,0.02
draghetto,3507,0.24
elicottero,30198,2.08
helicoptrico,0,0.0
glider,829,0.06
aereo da passeggeri,3,0.0
aereo da trasporto,70,0.0
aereo da caccia,62,0.0
aereo da combattimento,102,0.0
aereo da pattugliamento,27,0.0
aereo da ricognizione,2070,0.14
aereo di trasporto veloce,0,0.0
aereo da addestramento,74,0.0
aereo da trasporto di merci,1,0.0
glorio,427,0.03
palla aeree,66,0.0
aereo modello da scale,0,0.0
aereo leggero,252,0.02
caccialeggeri,0,0.0
bombardiere,20377,1.4
trasporti commerciali,251,0.02
caccia,39930,2.76
velivoli di supporto,20,0.0
aereo medico,23,0.0
drone,43184,2.98
calendario,30666,2.12
agenda di viaggio,46,0.0
agenda di lavoro,46,0.0
agenda di appuntamenti,40,0.0
diario,40702,2.8
planner,32956,2.28
taccuino,36308,2.5
tablete di gestione delle tattiche,0,0.0
application per la pianificazione,0,0.0
piano,39310,2.7
elenco,39132,2.7
tabella,37962,2.62
orario,8888,0.61
calendario di appuntamenti,26,0.0
pianificatore,10266,0.71
programmatore,11126,0.77
rivista,35870,2.48
calendario di viaggio,22,0.0
agenda personale,520,0.04
calendario digitale,140,0.0
table,16918,1.17
pannetto,757,0.05
cassetta,31474,2.16
tappetino,38034,2.62
cintura,43008,2.96
bambola,7616,0.52
stendipanni,302,0.02
stendicoda,0,0.0
cesto da appendiabiti,0,0.0
seggiolo,23,0.0
sacco di panno,15,0.0
borsa per il guardaroba,0,0.0
cassettino per abiti,0,0.0
righello,23782,1.64
abbigliamento steso,5,0.0
mobile,55528,3.82
cassettino,7542,0.52
tavolo,35504,2.44
armadio,42558,2.94
scrivania,45254,3.12
ripiano,19061,1.31
ripiano in acciaio,28,0.0
cassetto,37236,2.56
scaffale,42692,2.94
cassettone,34200,2.36
ripostiglio,18716,1.29
estensione,23281,1.6
armadio a cassetti,24,0.0
armadio da notte,0,0.0
armadio da stivaletti,0,0.0
armadio per cucina,4,0.0
armadio per bagagli,1,0.0
armadio esterno,56,0.0
armadio per bici,0,0.0
armadio a muro,48,0.0
armadio con ante,34,0.0
armadio a viti,0,0.0
cassetta di armadio,0,0.0
armadio a stuzzolone,0,0.0
armadio da letto,0,0.0
armadio da tavola,0,0.0
armadio per biciclette,0,0.0
guardaroba,29842,2.06
armo,5155,0.36
armadio in legno,28,0.0
ripostiglietto,11,0.0
cassettario,0,0.0
armadio da salotto,1,0.0
armadio da cucina,28,0.0
armadio da bagno,12,0.0
armadio a porta,10,0.0
armoire,86,0.01
guanti,52788,3.64
guantone,15902,1.1
guanti di cuoio,23,0.0
guanti da caccia,5,0.0
busta da giardino,0,0.0
busta da spesa,13,0.0
busta da posta,4,0.0
busta per imballaggio,7,0.0
cappello,34080,2.34
berretto,37350,2.58
casco,31044,2.14
stivaletti,36722,2.54
bocca,39300,2.7
naso,27830,1.92
orecchie,46324,3.2
occhi,48274,3.32
mento,16517,1.14
bocchino,19259,1.33
cappuccio,26178,1.8
fumettone,881,0.06
tappo,21332,1.47
imbottitura,15126,1.04
forchetta,19429,1.34
cucchiaio,401638,27.68
coltello,32680,2.26
forbice,39252,2.7
forbici,22189,1.53
spilli,9213,0.63
forbastro,0,0.0
forbica,0,0.0
rasoio,19742,1.36
tornoio,2,0.0
scopa,38416,2.64
asta,14848,1.02
spilla,20904,1.44
aghi,50080,3.46
matita,26406,1.82
pennello,30606,2.1
forbicatrice,0,0.0
scalpello,26602,1.84
pennacchieri,1,0.0
sega,40972,2.82
raspatella,24,0.0
ago,18842,1.3
lente di giapponesi,0,0.0
pinze,23953,1.65
pinzette,13444,0.92
martello,35294,2.44
trapano,17985,1.24
compasso,37028,2.56
livella,8934,0.62
autobus urbano,238,0.02
autobus interurbano,98,0.0
autobus notturno,68,0.0
autobus di linea,27,0.0
autobus turistico,184,0.02
autobus di trasporto scolastico,0,0.0
autobus di trasporto urbano,7,0.0
autobus extraurbano,248,0.02
autobus di autobus a catena,0,0.0
autobus a trazione elettrica,20,0.0
autobus a trazione diesel,4,0.0
autobus a gas,20,0.0
autobus a idrogeno,32,0.0
autobus ferroviario,1,0.0
autobus a lunga distanza,52,0.0
autobus di linea aeroporto,0,0.0
autobus aeroporto,60,0.0
minibus,23726,1.64
pullman,35948,2.48
tram,42702,2.94
autobus di collegio,0,0.0
autobus di mercato,2,0.0
autobus scuola,28,0.0
auto,37910,2.62
furgone,33420,2.3
camion,31796,2.2
autobus,663876,45.74
moto,33864,2.34
scooter,50306,3.46
motociclo,33538,2.32
bus,600430,41.36
treno,33080,2.28
motocicletta,37296,2.56
sferracuore,0,0.0
motocarro,2013,0.14
bicicletta,37606,2.6
motoscafo,16359,1.13
taxi,32854,2.26
traghetto,36792,2.54
vasca,40030,2.76
doccia,31052,2.14
lavabo,14324,0.99
toiletta,153,0.01
bidet,34738,2.4
water,72109,4.97
wc,18729,1.29
docce,23594,1.63
mancine,567,0.04
idromassaggio,14758,1.02
bagnoschiuma,10703,0.74
armadietto,32978,2.28
asciugacapelli,23720,1.63
vasca da bagno,770,0.06
lavagna,14926,1.03
cisterna,19313,1.33
scale,24122,1.66
w.c,3,0.0
bagnacuore,0,0.0
scatola delle lettere,21,0.0
pannetteria,6,0.0
cassone,20635,1.42
rincalzo,5783,0.4
scala,32538,2.24
cantilever,2413,0.17
balcone in stile art nouveau,0,0.0
balcone frontale,54,0.0
balcone posteriore,92,0.01
balcone centrale,249,0.02
balcone rialzato,13,0.0
balcone coperto,110,0.0
balcone a cantilever,0,0.0
balcone a cantilever con schermo,0,0.0
balcone esterno,988,0.06
balcone interno,208,0.02
balcone rientrante,6,0.0
portalettere,5598,0.39
cassa letteraria,0,0.0
vaschetta,14313,0.99
pergolato,15566,1.07
salvia,14701,1.01
aglio,47434,3.26
prezzemolo,17755,1.22
rosmarino,20664,1.42
timo,8219,0.57
rucola,23394,1.62
basilico comune,76,0.0
basilico gigante,11,0.0
basilico di cuneo,0,0.0
basilico di genovese,1,0.0
basilico rosso,182,0.02
basilico giglio,0,0.0
basilico nero,28,0.0
basilico bianco,18,0.0
ramoscelle,0,0.0
foglie,55044,3.8
radici,50172,3.46
semi,39217,2.7
bulbi,19718,1.36
carciofi,26699,1.84
funghi,66848,4.6
sedano,36936,2.54
sedano crudo,24,0.0
bicchiere di vetro,66,0.0
bicchiere di plastica,76,0.0
bicchiere di carta,29,0.0
bicchiere di cristallo,84,0.0
bicchiere a unghia,0,0.0
bicchiere per vino,38,0.0
bicchiere da tè,21,0.0
bicchiere da bibita,23,0.0
bicchiere da acqua,638,0.04
bicchiere da beer,0,0.0
bicchiere da vino,166,0.02
bicchiere da caffè,68,0.0
bicchiere da soda,0,0.0
bicchiere da succo,8,0.0
bicchiere da frutta,1,0.0
bicchiere per acqua,20,0.0
bicchiere per soda,0,0.0
bicchiere per caffè,19,0.0
bicchiere per succo,12,0.0
bicchiere a mano,10,0.0
bicchiere alto,550,0.04
bicchiere a sosta,0,0.0
bicchiere a parete,19,0.0
mountain bike,6030,0.42
tandem,17712,1.22
bicicletta a due ruote,20,0.0
bicicletta a tre ruote,29,0.0
bicicletta da pista,46,0.0
bicicletta da strada,48,0.0
bicicletta da montagna,21,0.0
bicicletta da stazione,2,0.0
bicicletta da neve,22,0.0
bicicletta elettrica,104,0.01
bicicletta a pedalate laterali,0,0.0
bicicletta a quattro ruote,20,0.0
