exemplar,abs_freq,rel_freq
abete rosso,15104,1.04
abete bianco,224,0.02
abete argentato,48,0.0
abete canadese,74,0.01
abete dei boschi,6,0.0
abete del colorado,27,0.0
abete del caucaso,61,0.0
abete del nepal,0,0.0
abete dei pirenei,1,0.0
abete di douglas,21,0.0
abete di nordmann,3,0.0
abete di oregón,0,0.0
abete di sitka,8,0.0
abete di vancouver,3,0.0
abete di weymouth,0,0.0
abete di monterey,0,0.0
abete di california,0,0.0
abete di engadina,0,0.0
abete di ciliegia,0,0.0
abete di norfolk,0,0.0
abete di lawson,0,0.0
abete dei caucaso,0,0.0
abete del cile,0,0.0
abete di noble,0,0.0
abete di oregone,0,0.0
abete dei laghi,0,0.0
aereo a reazione,44,0.0
aereo a elica,394,0.02
aereo da caccia,62,0.0
aereo da trasporto,70,0.0
aereo da turismo,44,0.0
aereo da guerra,80,0.0
elicottero,30198,2.08
drone,43184,2.98
aereo spia,51,0.0
aereo di linea,25,0.0
aereo da soccorso,4,0.0
aereo da ricognizione,2070,0.14
aereo da addestramento,74,0.0
aereo da carico,40,0.0
aereo da pattugliamento,27,0.0
aereo da combattimento imbarcato,5,0.0
aereo da combattimento stealth,7,0.0
aereo da linea,5,0.0
aereo da esibizione,2,0.0
aereo sperimentale,580,0.04
aeroplano,27876,1.92
velivolo spaziale,24,0.0
aereo senza pilota,182,0.01
aereo a decollo verticale,32,0.0
aereo a getto,40,0.0
aereo da cargo,16,0.0
aereo da passeggeri,3,0.0
aereo da osservazione,54,0.0
aereo da diporto,23,0.0
jet,33516,2.3
aereo da ricerca scientifica,0,0.0
aereo da acrobazia,12,0.0
aereo da bombardamento,30,0.0
aereo da trasporto militare,68,0.0
aereo da collegamento,117,0.01
aereo da turismo leggero,3,0.0
aereo da affari,21,0.0
aereo da turismo regionale,0,0.0
aereo da turismo esecutivo,0,0.0
agenda cartacea,28,0.0
agenda elettronica,38,0.0
agenda digitale,1132,0.08
agenda online,386,0.03
agenda professionale,46,0.0
agenda personale,520,0.04
agenda scolastica,204,0.01
agenda universitaria,10,0.0
agenda a spirale,2,0.0
agenda a quaderni,0,0.0
agenda a compartimenti,0,0.0
agenda a fogli mobili,0,0.0
agenda a data unica,0,0.0
agenda a data ripetuta,0,0.0
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda a bolle,0,0.0
agenda di lavoro,46,0.0
agenda di viaggio,46,0.0
agenda di appuntamenti,40,0.0
agenda di contatti,20,0.0
agenda stampabile,2,0.0
agenda condivisa,37,0.0
agenda tascabile,102,0.01
agenda di indirizzi,15,0.0
appendiabiti a parete,25,0.0
appendiabiti portatile,1,0.0
appendiabiti da viaggio,2,0.0
appendiabiti a piantana,21,0.0
appendiabiti da esterno,0,0.0
appendiabiti da soffitto,5,0.0
appendiabiti da armadio,4,0.0
appendiabiti da porta,43,0.0
appendiabiti da tasca,0,0.0
appendiabiti da auto,0,0.0
appendiabiti da parete pieghevole,0,0.0
appendiabiti a ruote,1,0.0
appendiabiti da parete con specchio,4,0.0
appendiabiti da parete con cassetti,0,0.0
appendiabiti da parete con portaombrelli,0,0.0
appendiabiti con portaaccessori,0,0.0
appendiabiti con portaocchiali,0,0.0
appendiabiti con portachiavi,0,0.0
appendiabiti a soffitto,4,0.0
appendiabiti da parete retrattile,0,0.0
appendiabiti da parete con cassetto,0,0.0
appendiabiti da parete con ripiano,0,0.0
appendiabiti a muro,32,0.0
appendiabiti pieghevole,20,0.0
appendiabiti con specchio,18,0.0
appendiabiti con cassetti,2,0.0
appendiabiti con ruote,12,0.0
appendiabiti da giardino,0,0.0
appendiabiti da pavimento,2,0.0
appendiabiti da camera,14,0.0
appendiabiti da bagno,18,0.0
appendiabiti da ingresso,25,0.0
appendiabiti da ufficio,1,0.0
appendiabiti da hotel,0,0.0
appendiabiti da spiaggia,0,0.0
appendiabiti da piscina,0,0.0
appendiabiti da palestra,0,0.0
appendiabiti da camera da letto,3,0.0
appendiabiti da soggiorno,0,0.0
appendiabiti da cucina,4,0.0
appendiabiti da bambini,1,0.0
appendiabiti da animali domest,0,0.0
armadio a muro,48,0.0
armadio guardaroba,167,0.01
armadio a ponte,24,0.0
armadio a cassetti,24,0.0
armadio a incasso,13,0.0
armadio a colonna,20,0.0
armadio a specchio,25,0.0
armadio a vetri,20,0.0
armadio guardaroba con ante scorrevoli,8,0.0
armadio guardaroba con ante battenti,0,0.0
armadio guardaroba con ante a ribalta,0,0.0
armadio guardaroba con ante a scomparsa,0,0.0
armadio guardaroba con ante a libro,0,0.0
armadio guardaroba con ante a battente ribaltabile,0,0.0
armadio guardaroba con ante a battente ribaltabili,0,0.0
arm,36956,2.54
armadio a vista,21,0.0
armadio blindato,167,0.01
armadio bar,29,0.0
armadio per scarpe,13,0.0
armadio per vestiti,23,0.0
armadio per biancheria,12,0.0
armadio per libri,12,0.0
armadio per attrezzi,5,0.0
armadio per alimenti,1,0.0
armadio per medicinali,2,0.0
armadio per ufficio,22,0.0
armadio per camino,0,0.0
armadio per biciclette,0,0.0
armadio per lavanderia,4,0.0
armadio per cantina,0,0.0
armadio per bagno,6,0.0
armadio a scomparsa,21,0.0
armadio a giorno,91,0.01
armadio per camicie,0,0.0
armadio per asciugatrice,0,0.0
armadio per lavatrice,2,0.0
armadio per oggetti,2,0.0
armadio per strumenti musicali,0,0.0
armadio per alimentari,0,0.0
armadio per vini,8,0.0
armadio per bar,0,0.0
guardaroba,29842,2.06
armadio a colonne,2,0.0
armadio a ante scorrevoli,1,0.0
armadio guardaroba con specchio,3,0.0
armadio guardaroba con ante specchiate,0,0.0
armadio guardaroba con cassetti,0,0.0
armadio guardaroba con ante a battente,0,0.0
armadio guardaroba con ante a pantografo,0,0.0
armadio guardaroba con ante a ribalta e cassetti,0,0.0
armadio guardaroba con ante a libro e cassetti,0,0.0
astuccio per matite,29,0.0
astuccio per penne,22,0.0
astuccio per pennarelli,0,0.0
astuccio per gomme,0,0.0
astuccio per temperamatite,0,0.0
astuccio per tagliacarte,0,0.0
astuccio per penne a sfera,0,0.0
astuccio per penne stilografiche,0,0.0
astuccio per pennini,0,0.0
astuccio per evidenziatori,0,0.0
astuccio per colori,3,0.0
astuccio per trucchi,3,0.0
astuccio per occhiali,23,0.0
astuccio per chiavi,1,0.0
astuccio per carte di credito,1,0.0
astuccio per medicinali,0,0.0
astuccio per strumenti musicali,0,0.0
astuccio da viaggio,21,0.0
astuccio da scrittura,1,0.0
astuccio da pittore,0,0.0
astuccio da trucco,8,0.0
astuccio da occhiali,0,0.0
astuccio da strumenti,0,0.0
astuccio da gioielli,2,0.0
astuccio per pennelli,5,0.0
astuccio per gioielli,21,0.0
astuccio per strumenti da scrittura,0,0.0
astuccio per strumenti da disegno,0,0.0
astuccio per strumenti da lavoro,0,0.0
astuccio per strumenti da cucito,0,0.0
astuccio per strumenti da giardinaggio,0,0.0
astuccio per strumenti da laboratorio,0,0.0
astuccio per strumenti da campo,0,0.0
astuccio per strumenti,1,0.0
astuccio per fornetti,0,0.0
astuccio per monete,1,0.0
astuccio per orecchini,1,0.0
astuccio per orologi,14,0.0
astuccio per accessori da viaggio,0,0.0
astuccio per strumenti da lavoro manuale,0,0.0
martello,35294,2.44
chiave inglese,50,0.0
cacciavite,18238,1.26
pinza,36776,2.54
forbice,39252,2.7
trapano,17985,1.24
scalpello,26602,1.84
livella,8934,0.62
metro,39058,2.7
matita,26406,1.82
pennello,30606,2.1
spatola,24642,1.7
secchio,13688,0.94
pale,32299,2.23
badile,5181,0.36
zappa,17758,1.22
vanga,6994,0.48
pala,32460,2.24
piccone,11022,0.76
cesoia,9726,0.67
falce,26185,1.8
falcetto,2703,0.19
accetta,28678,1.98
ascia,18837,1.3
sega,40972,2.82
pialla,4007,0.28
carta vetrata,175,0.01
lime,43422,2.99
smerigliatrice,4374,0.3
trapano a colonna,24,0.0
smerigliatrice angolare,564,0.04
smerigliatrice a nastro,22,0.0
smerigliatrice a disco,28,0.0
smerigliatrice a banda,2,0.0
smerigliatrice a tamburo,0,0.0
smer,286,0.02
cazzuola,6652,0.46
straccio,13642,0.94
pennino,17912,1.23
penna,28584,1.96
penna a sfera,66,0.0
penna a inchiostro,42,0.0
penna biro,522,0.04
penna stilografica,828,0.06
penna a siringa,20,0.0
penna a sfera roller,2,0.0
penna a sfera con punta in feltro,0,0.0
penna a sfera con punta in gel,0,0.0
penna a sfera con punta in fibra,0,0.0
penna a sfera con punta in metallo,0,0.0
penna a sfera con punta in vetro,0,0.0
penna a sfera con punta in carburo di tungsteno,0,0.0
pen,35942,2.48
filo a piombo,48,0.0
coltello,32680,2.26
forbici,22189,1.53
taglierino,8450,0.58
pennarello,12343,0.85
pennello da barba,589,0.04
spazzola,41570,2.86
spazzola per i denti,1,0.0
spazzola per i capelli,22,0.0
pettine,18089,1.25
pettine per i capelli,22,0.0
pettine per le unghie,0,0.0
spazzola per il viso,23,0.0
spazzola per il,22,0.0
scala,32538,2.24
spugna,37694,2.6
spazzolone,3312,0.22
scopettone,352,0.02
ramazza,2576,0.18
paletta,28316,1.96
attrezzo da giardinaggio,48,0.0
attrezzo da cucina,65,0.0
attrezzo da ufficio,1,0.0
attrezzo da lavoro manuale,6,0.0
attrezzo da laboratorio,23,0.0
attrezzo da sport,3,0.0
attrezzo da gioco,26,0.0
attrezzo da lavoro domestico,2,0.0
attrezzo da lavoro artistico,0,0.0
attrezzo da lavoro musicale,0,0.0
attrezzo da lavoro scientifico,1,0.0
attrezzo da lavoro,80,0.01
autobus urbani,412,0.02
autobus suburbani,39,0.0
autobus interurbani,102,0.0
autobus turistici,114,0.01
autobus scolastici,107,0.01
autobus a due piani,68,0.0
