human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
1.0,0.3528000897143054,0.11903129044948521,0.400825946958331,0.30146103867846347,0.33189749307156297,0.13656168648867079,0.32768319560412934,0.16078756571442693,0.1838069099727429,0.015782112029363093
0.3528000897143054,1.0,0.605883111204513,0.2788034100713442,0.40821124145405674,0.292251837139153,-0.15773686864925177,0.5050803875929013,0.636723449148032,-0.19290388736638006,-0.15248705771776652
0.11903129044948521,0.605883111204513,1.0,0.025037959156209683,0.6095358146904188,0.2730698663256853,-0.17091749958964053,0.04504900624865101,0.2980230345287206,-0.03309501481047877,-0.03968832155303274
0.400825946958331,0.2788034100713442,0.025037959156209683,1.0,0.03655301058750904,0.49764452273707444,0.49910875427401963,0.498120753895501,-0.2059095003042218,0.2884571310753279,-0.005589547238181065
0.30146103867846347,0.40821124145405674,0.6095358146904188,0.03655301058750904,1.0,0.20781664238850642,-0.2000918037806415,0.1278438188319059,0.40268032706966694,0.2742658883722308,-0.2889338463398183
0.33189749307156297,0.292251837139153,0.2730698663256853,0.49764452273707444,0.20781664238850642,1.0,0.3378960053587849,0.41924699137614024,-0.020441875822417823,0.5193367816596656,0.5415411437411976
0.13656168648867079,-0.15773686864925177,-0.17091749958964053,0.49910875427401963,-0.2000918037806415,0.3378960053587849,1.0,-0.029148088151075627,-0.3860316247681309,0.21525140506985177,0.128668872518721
0.32768319560412934,0.5050803875929013,0.04504900624865101,0.498120753895501,0.1278438188319059,0.41924699137614024,-0.029148088151075627,1.0,0.56418707235562,-0.03792759047230555,-0.010719289428383107
0.16078756571442693,0.636723449148032,0.2980230345287206,-0.2059095003042218,0.40268032706966694,-0.020441875822417823,-0.3860316247681309,0.56418707235562,1.0,-0.2354242655405562,-0.18814592336449495
0.1838069099727429,-0.19290388736638006,-0.03309501481047877,0.2884571310753279,0.2742658883722308,0.5193367816596656,0.21525140506985177,-0.03792759047230555,-0.2354242655405562,1.0,0.3330518801032721
0.015782112029363093,-0.15248705771776652,-0.03968832155303274,-0.005589547238181065,-0.2889338463398183,0.5415411437411976,0.128668872518721,-0.010719289428383107,-0.18814592336449495,0.3330518801032721,1.0
