human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
1.0,0.5302993622664907,0.19570939920143118,-0.27584572470407304,0.28699354388199655,-0.41235590306704173,0.7063368843509488,-0.23436037542035898,0.46714542345631194,-0.1541968008432871,0.18789247092462422
0.5302993622664907,1.0,0.40560091480408317,0.4663446530043054,0.8780772968979483,-0.217505149843591,0.5016758915086506,-0.20130364151995322,0.7251896856583615,0.3159653091392516,0.661978771624221
0.19570939920143118,0.40560091480408317,1.0,0.4535272742054049,0.4884890679080394,-0.32859683847538723,0.18039115674996986,-0.19763830268401497,0.6562323556788033,0.1400437436770996,0.14662674545816842
-0.27584572470407304,0.4663446530043054,0.4535272742054049,1.0,0.5228197314422095,0.17406449256108159,-0.15241148302590068,0.06900466749079588,0.4474154171881711,0.6423068552530578,0.49981231619122757
0.28699354388199655,0.8780772968979483,0.4884890679080394,0.5228197314422095,1.0,-0.18479288191709148,0.3593389766574302,-0.1536990026909868,0.7088625694021966,0.31360670697772336,0.5314716196615883
-0.41235590306704173,-0.217505149843591,-0.32859683847538723,0.17406449256108159,-0.18479288191709148,1.0,-0.6393053732676743,0.8182524435558381,-0.10704561629317902,0.31800674345208335,0.2260701009392171
0.7063368843509488,0.5016758915086506,0.18039115674996986,-0.15241148302590068,0.3593389766574302,-0.6393053732676743,1.0,-0.5628543995240083,0.5266480983450036,-0.027800385464741173,0.33009015555455934
-0.23436037542035898,-0.20130364151995322,-0.19763830268401497,0.06900466749079588,-0.1536990026909868,0.8182524435558381,-0.5628543995240083,1.0,0.04469737839014516,0.3522103569085962,0.20125937005704306
0.46714542345631194,0.7251896856583615,0.6562323556788033,0.4474154171881711,0.7088625694021966,-0.10704561629317902,0.5266480983450036,0.04469737839014516,1.0,0.4417744950444277,0.6835523658803213
-0.1541968008432871,0.3159653091392516,0.1400437436770996,0.6423068552530578,0.31360670697772336,0.31800674345208335,-0.027800385464741173,0.3522103569085962,0.4417744950444277,1.0,0.7850148753388134
0.18789247092462422,0.661978771624221,0.14662674545816842,0.49981231619122757,0.5314716196615883,0.2260701009392171,0.33009015555455934,0.20125937005704306,0.6835523658803213,0.7850148753388134,1.0
