human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
1.0,0.5271552239985778,0.5495783263380397,0.6468313908848723,0.5361902647381804,0.43823324580409145,0.7976170615663181,0.42342049745236776,-0.06194108631318126,0.6687932005096369,0.10171401605937334
0.5271552239985778,1.0,0.6466629373096773,0.5154336434459127,0.6300729618916444,0.42760440071342415,0.5583228924099889,0.04901272153775215,0.11158276697211861,0.5194704257784593,-0.289125327527537
0.5495783263380397,0.6466629373096773,1.0,0.57435976407055,0.694395228066534,0.6247565038657241,0.6075240530162996,0.48607750582583514,0.18688595070693093,0.5799231432526083,-0.3339355164287575
0.6468313908848723,0.5154336434459127,0.57435976407055,1.0,0.5892741694024748,0.42078986820265907,0.4473377553904653,0.252165747911347,0.0626819539695057,0.7098343260179897,-0.015053033455846737
0.5361902647381804,0.6300729618916444,0.694395228066534,0.5892741694024748,1.0,0.5429268374629422,0.6627711218586608,0.19251872765886494,-0.21317602933228127,0.32017893146103316,-0.554865532888669
0.43823324580409145,0.42760440071342415,0.6247565038657241,0.42078986820265907,0.5429268374629422,1.0,0.4539500511745941,0.47501410832481866,0.06830898711237729,0.17030017190157903,-0.266831174008894
0.7976170615663181,0.5583228924099889,0.6075240530162996,0.4473377553904653,0.6627711218586608,0.4539500511745941,1.0,0.22852673003782628,-0.28498884306985023,0.5153480481578094,-0.184924500229721
0.42342049745236776,0.04901272153775215,0.48607750582583514,0.252165747911347,0.19251872765886494,0.47501410832481866,0.22852673003782628,1.0,0.5105859192971544,0.189756671635124,0.30739119899844125
-0.06194108631318126,0.11158276697211861,0.18688595070693093,0.0626819539695057,-0.21317602933228127,0.06830898711237729,-0.28498884306985023,0.5105859192971544,1.0,-0.024421940838054886,0.44784883077116355
0.6687932005096369,0.5194704257784593,0.5799231432526083,0.7098343260179897,0.32017893146103316,0.17030017190157903,0.5153480481578094,0.189756671635124,-0.024421940838054886,1.0,0.05056906206084136
0.10171401605937334,-0.289125327527537,-0.3339355164287575,-0.015053033455846737,-0.554865532888669,-0.266831174008894,-0.184924500229721,0.30739119899844125,0.44784883077116355,0.05056906206084136,1.0
