human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
1.0,-0.04005281691410164,0.6520029551389881,-0.1743785967993206,0.37205075236138546,0.2595392737815216,0.1220208317507987,0.03455984219639908,0.05230156000026802,0.3181444887606854,0.7236392560102471
-0.04005281691410164,1.0,-0.32667192496138436,-0.20787019159056289,-0.4996723661249185,-0.4106779167561963,-0.2436487072566416,-0.07801609922909315,-0.46619451168134907,0.09608488374710179,-0.3825220097263604
0.6520029551389881,-0.32667192496138436,1.0,0.2176818329285721,0.7629595929028471,0.43555072021752006,-0.00783536408056974,0.16990359218509987,0.4697235086760962,0.42507666862085464,0.5933146195217575
-0.1743785967993206,-0.20787019159056289,0.2176818329285721,1.0,0.1984125824336527,0.13714272749893788,0.11189063341552596,0.29329114436954395,0.277746544321529,0.18139094150357393,0.18163204594402008
0.37205075236138546,-0.4996723661249185,0.7629595929028471,0.1984125824336527,1.0,0.5978169354336462,-0.19313216011447418,-0.022564916694147993,0.6518327611287011,0.21212762105778143,0.44261702962401483
0.2595392737815216,-0.4106779167561963,0.43555072021752006,0.13714272749893788,0.5978169354336462,1.0,0.14526188798191245,0.23240076622823844,0.5817716817208378,-0.10886806188117343,0.17437711486401708
0.1220208317507987,-0.2436487072566416,-0.00783536408056974,0.11189063341552596,-0.19313216011447418,0.14526188798191245,1.0,-0.1573173692176718,-0.3540768140092325,0.026540033042746856,0.08231333006112915
0.03455984219639908,-0.07801609922909315,0.16990359218509987,0.29329114436954395,-0.022564916694147993,0.23240076622823844,-0.1573173692176718,1.0,0.2779882377494173,-0.0797683622164108,0.11433677968167785
0.05230156000026802,-0.46619451168134907,0.4697235086760962,0.277746544321529,0.6518327611287011,0.5817716817208378,-0.3540768140092325,0.2779882377494173,1.0,-0.29293965174558007,0.11111374861171748
0.3181444887606854,0.09608488374710179,0.42507666862085464,0.18139094150357393,0.21212762105778143,-0.10886806188117343,0.026540033042746856,-0.0797683622164108,-0.29293965174558007,1.0,0.5507709942373388
0.7236392560102471,-0.3825220097263604,0.5933146195217575,0.18163204594402008,0.44261702962401483,0.17437711486401708,0.08231333006112915,0.11433677968167785,0.11111374861171748,0.5507709942373388,1.0
