participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
idefics2-iter1,plants,piante,abete,acacia,acacia,1,34804.0
idefics2-iter1,plants,piante,abete,acer,acer,2,35356.0
idefics2-iter1,plants,piante,abete,birch,birch,3,2352.0
idefics2-iter1,plants,piante,abete,cedar,cedar,4,0.0
idefics2-iter1,plants,piante,abete,elm,elm,5,4003.0
idefics2-iter1,plants,piante,abete,maple,maple,6,3204.0
idefics2-iter1,plants,piante,abete,oak,oak,7,11167.0
idefics2-iter1,plants,piante,abete,pine,pine,8,7168.0
idefics2-iter1,plants,piante,abete,redwood,redwood,9,1540.0
idefics2-iter1,plants,piante,abete,sequoia,sequoia,10,7808.0
idefics2-iter1,plants,piante,abete,willow,willow,11,5476.0
idefics2-iter1,vehicles,veicoli,aereo,aeroplano,aeroplano,1,27876.0
idefics2-iter1,vehicles,veicoli,aereo,elicottero,elicottero,2,30198.0
idefics2-iter1,vehicles,veicoli,aereo,aerostato,aerostato,3,3318.0
idefics2-iter1,vehicles,veicoli,aereo,aerostato dirigibile,aerostato dirigibile,4,
idefics2-iter1,vehicles,veicoli,aereo,aerostato non dirigibile,aerostato non dirigibile,5,
idefics2-iter1,vehicles,veicoli,aereo,aerostato montato,aerostato montato,6,
idefics2-iter1,vehicles,veicoli,aereo,aerostato non montato,aerostato non montato,7,
idefics2-iter1,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
idefics2-iter1,stationery,cancelleria,agenda,diario,diario,2,40702.0
idefics2-iter1,stationery,cancelleria,agenda,organizzatore,organizzatore,3,23171.0
idefics2-iter1,stationery,cancelleria,agenda,calendario digitale,calendario digitale,4,140.0
idefics2-iter1,stationery,cancelleria,agenda,calendario online,calendario online,5,211.0
idefics2-iter1,stationery,cancelleria,agenda,calendario per smartphone,calendario per smartphone,6,0.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,jeans,jeans,1,31070.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,pantaloni,pantaloni,2,49132.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,camise,camise,3,29.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,giacche,giacche,4,64664.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,vestiti,vestiti,5,53596.0
idefics2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,abiti,abiti,6,34368.0
idefics2-iter1,furniture,mobili,armadio,armario,armario,1,644.0
idefics2-iter1,furniture,mobili,armadio,scaffale,scaffale,2,42692.0
idefics2-iter1,furniture,mobili,armadio,scaffale per biciclette,scaffale per biciclette,3,
idefics2-iter1,furniture,mobili,armadio,scaffale per scarpe,scaffale per scarpe,4,
idefics2-iter1,furniture,mobili,armadio,scaffale per abbigliamento,scaffale per abbigliamento,5,0.0
idefics2-iter1,furniture,mobili,armadio,scaffale per libri,scaffale per libri,6,28.0
idefics2-iter1,stationery,cancelleria,astuccio,astuccio per caffè,per caffè,1,0.0
idefics2-iter1,stationery,cancelleria,astuccio,astuccio per tè,per tè,2,0.0
idefics2-iter1,stationery,cancelleria,astuccio,astuccio per caffè e tè,per caffè e tè,3,
idefics2-iter1,stationery,cancelleria,astuccio,astuccio per caffè e tè e cioccolata,per caffè e tè e cioccolata,4,
idefics2-iter1,hobbies,passatempi,attrezzo,scopa,scopa,1,38416.0
