participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llava-iter1,plants,piante,abete,albero,albero,1,35138.0
llava-iter1,plants,piante,abete,arbusto,arbusto,2,29878.0
llava-iter1,plants,piante,abete,cespuglio,cespuglio,3,24262.0
llava-iter1,plants,piante,abete,piante,piante,4,50532.0
llava-iter1,plants,piante,abete,albero di fiori,albero di fiori,5,23.0
llava-iter1,plants,piante,abete,albero di frutta,albero di frutta,6,22.0
llava-iter1,plants,piante,abete,albero di legno,albero di legno,7,21.0
llava-iter1,plants,piante,abete,albero di pino,albero di pino,8,40.0
llava-iter1,plants,piante,abete,albero di palma,albero di palma,9,30.0
llava-iter1,plants,piante,abete,albero di olivo,albero di olivo,10,21.0
llava-iter1,plants,piante,abete,albero di mele,albero di mele,11,34.0
llava-iter1,plants,piante,abete,albero di pera,albero di pera,12,27.0
llava-iter1,plants,piante,abete,albero di limone,albero di limone,13,24.0
llava-iter1,plants,piante,abete,albero di arancia,albero di arancia,14,32.0
llava-iter1,plants,piante,abete,albero di mandorlo,albero di mandorlo,15,24.0
llava-iter1,plants,piante,abete,albero di noci,albero di noci,16,21.0
llava-iter1,plants,piante,abete,albero di castagna,albero di castagna,17,25.0
llava-iter1,plants,piante,abete,albero di gelso,albero di gelso,18,28.0
llava-iter1,plants,piante,abete,albero di tiglio,albero di tiglio,19,20.0
llava-iter1,plants,piante,abete,albero di pioppo,albero di pioppo,20,26.0
llava-iter1,vehicles,veicoli,aereo,aereoplano,plano,1,3094.0
llava-iter1,vehicles,veicoli,aereo,aereo nero,nero,2,76.0
llava-iter1,vehicles,veicoli,aereo,aereo militare,militare,3,182.0
llava-iter1,vehicles,veicoli,aereo,aereo civile,civile,4,102.0
llava-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,5,44.0
llava-iter1,vehicles,veicoli,aereo,aereo da caccia,da caccia,6,62.0
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,7,70.0
llava-iter1,vehicles,veicoli,aereo,aereo da guerra,da guerra,8,80.0
llava-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,9,2070.0
llava-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,10,74.0
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,11,68.0
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto civile,da trasporto civile,12,96.0
llava-iter1,vehicles,veicoli,aereo,aereo da addestramento militare,da addestramento militare,13,18.0
llava-iter1,vehicles,veicoli,aereo,aereo da addestramento civile,da addestramento civile,14,4.0
llava-iter1,vehicles,veicoli,aereo,aereo da ricognizione militare,da ricognizione militare,15,0.0
llava-iter1,vehicles,veicoli,aereo,aereo da ricognizione civile,da ricognizione civile,16,0.0
