participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
mistral-iter1,plants,piante,abete,abete bianco,bianco,1,224.0
mistral-iter1,plants,piante,abete,abete rosso,rosso,2,15104.0
mistral-iter1,plants,piante,abete,abete nero,nero,3,104.0
mistral-iter1,plants,piante,abete,abete gigante,gigante,4,102.0
mistral-iter1,plants,piante,abete,abete rosso del nord,rosso del nord,5,48.0
mistral-iter1,plants,piante,abete,abete bianco di siberia,bianco di siberia,6,0.0
mistral-iter1,plants,piante,abete,abete bianco di norvegia,bianco di norvegia,7,0.0
mistral-iter1,plants,piante,abete,abete bianco di colorado,bianco di colorado,8,0.0
mistral-iter1,plants,piante,abete,abete bianco di oregon,bianco di oregon,9,0.0
mistral-iter1,plants,piante,abete,abete bianco di washington,bianco di washington,10,0.0
mistral-iter1,plants,piante,abete,abete rosso del caucaso,rosso del caucaso,11,1.0
mistral-iter1,plants,piante,abete,abete rosso di siberia,rosso di siberia,12,0.0
mistral-iter1,plants,piante,abete,abete rosso di mongolia,rosso di mongolia,13,0.0
mistral-iter1,plants,piante,abete,abete rosso di corea,rosso di corea,14,0.0
mistral-iter1,plants,piante,abete,abete rosso di giappone,rosso di giappone,15,0.0
mistral-iter1,plants,piante,abete,abete rosso di cina,rosso di cina,16,0.0
mistral-iter1,plants,piante,abete,abete rosso di taiwan,rosso di taiwan,17,0.0
mistral-iter1,vehicles,veicoli,aereo,aereo commerciale,commerciale,1,43.0
mistral-iter1,vehicles,veicoli,aereo,aereo militare,militare,2,182.0
mistral-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,3,74.0
mistral-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4,2070.0
mistral-iter1,vehicles,veicoli,aereo,aereo da sorveglianza,da sorveglianza,5,25.0
mistral-iter1,vehicles,veicoli,aereo,aereo da cargo,da cargo,6,16.0
mistral-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,7,44.0
mistral-iter1,vehicles,veicoli,aereo,aereo da alta quota,da alta quota,8,22.0
mistral-iter1,vehicles,veicoli,aereo,aereo da volo supersonico,da volo supersonico,9,0.0
mistral-iter1,vehicles,veicoli,aereo,aereo da ala fissa,da ala fissa,10,1.0
mistral-iter1,vehicles,veicoli,aereo,aereo da ala rotante,da ala rotante,11,0.0
mistral-iter1,vehicles,veicoli,aereo,aereo da elicottero,da elicottero,12,7.0
mistral-iter1,vehicles,veicoli,aereo,aereo da idrovolante,da idrovolante,13,0.0
mistral-iter1,vehicles,veicoli,aereo,aereo da sonda,da sonda,14,0.0
mistral-iter1,stationery,cancelleria,agenda,calendario digitale,calendario digitale,1,140.0
mistral-iter1,stationery,cancelleria,agenda,calendario da tasca,calendario da tasca,2,10.0
mistral-iter1,stationery,cancelleria,agenda,calendario da tavolo,calendario da tavolo,3,74.0
mistral-iter1,stationery,cancelleria,agenda,calendario da murale,calendario da murale,4,0.0
mistral-iter1,stationery,cancelleria,agenda,calendario da desktop,calendario da desktop,5,7.0
mistral-iter1,stationery,cancelleria,agenda,calendario elettronico,calendario elettronico,6,62.0
mistral-iter1,stationery,cancelleria,agenda,calendario paper-based,calendario paper-based,7,0.0
mistral-iter1,stationery,cancelleria,agenda,calendario personale,calendario personale,8,83.0
mistral-iter1,stationery,cancelleria,agenda,calendario professionale,calendario professionale,9,26.0
mistral-iter1,stationery,cancelleria,agenda,calendario di gruppo,calendario di gruppo,10,25.0
mistral-iter1,stationery,cancelleria,agenda,calendario di eventi,calendario di eventi,11,36.0
mistral-iter1,stationery,cancelleria,agenda,calendario di appuntamenti,calendario di appuntamenti,12,26.0
mistral-iter1,stationery,cancelleria,agenda,calendario di ricordi,calendario di ricordi,13,4.0
mistral-iter1,stationery,cancelleria,agenda,calendario di anniversari,calendario di anniversari,14,3.0
