participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
nemo-iter1,plants,piante,abete,abete rosso,rosso,1,15104.0
nemo-iter1,plants,piante,abete,abete bianco,bianco,2,224.0
nemo-iter1,plants,piante,abete,abete argentato,argentato,3,48.0
nemo-iter1,plants,piante,abete,abete dei boschi,dei boschi,4,6.0
nemo-iter1,plants,piante,abete,abete di nordmann,di nordmann,5,3.0
nemo-iter1,plants,piante,abete,abete di oregón,di oregón,6,0.0
nemo-iter1,plants,piante,abete,abete di sitka,di sitka,7,8.0
nemo-iter1,plants,piante,abete,abete di vancouver,di vancouver,8,3.0
nemo-iter1,plants,piante,abete,abete di weymouth,di weymouth,9,0.0
nemo-iter1,plants,piante,abete,abete di douglas,di douglas,10,21.0
nemo-iter1,plants,piante,abete,abete di engelmann,di engelmann,11,0.0
nemo-iter1,plants,piante,abete,abete di grandi monti,di grandi monti,12,0.0
nemo-iter1,plants,piante,abete,abete di jeffrey,di jeffrey,13,0.0
nemo-iter1,plants,piante,abete,abete di menzies,di menzies,14,0.0
nemo-iter1,plants,piante,abete,abete di noble,di noble,15,0.0
nemo-iter1,plants,piante,abete,abete di ponderosa,di ponderosa,16,0.0
nemo-iter1,plants,piante,abete,abete di virginia,di virginia,17,0.0
nemo-iter1,plants,piante,abete,abete di wright,di wright,18,0.0
nemo-iter1,vehicles,veicoli,aereo,aereo di linea,di linea,1,25.0
nemo-iter1,vehicles,veicoli,aereo,aereo da guerra,da guerra,2,80.0
nemo-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,3,70.0
nemo-iter1,vehicles,veicoli,aereo,aereo da caccia,da caccia,4,62.0
nemo-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,5,2070.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,6,44.0
nemo-iter1,vehicles,veicoli,aereo,elicottero,elicottero,7,30198.0
nemo-iter1,vehicles,veicoli,aereo,drone,drone,8,43184.0
nemo-iter1,vehicles,veicoli,aereo,aereo da cargo,da cargo,9,16.0
nemo-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,10,74.0
nemo-iter1,vehicles,veicoli,aereo,aereo da soccorso,da soccorso,11,4.0
nemo-iter1,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,12,27.0
nemo-iter1,vehicles,veicoli,aereo,aereo da ricognizione aerea,da ricognizione aerea,13,0.0
nemo-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,14,68.0
nemo-iter1,vehicles,veicoli,aereo,aereo da trasporto civile,da trasporto civile,15,96.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo leggero,da turismo leggero,16,3.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo sportivo,da turismo sportivo,17,18.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo multomotore,da turismo multomotore,18,0.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo monomotore,da turismo monomotore,19,15.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo a elica,da turismo a elica,20,3.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo a reazione,da turismo a reazione,21,0.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo a getto,da turismo a getto,22,0.0
nemo-iter1,vehicles,veicoli,aereo,aereo da turismo a pistone,da turismo a pistone,23,0.0
nemo-iter1,vehicles,veicoli,aereo,a,a,24,36748.0
nemo-iter1,stationery,cancelleria,agenda,agenda cartacea,cartacea,1,28.0
nemo-iter1,stationery,cancelleria,agenda,agenda elettronica,elettronica,2,38.0
nemo-iter1,stationery,cancelleria,agenda,agenda online,online,3,386.0
nemo-iter1,stationery,cancelleria,agenda,agenda a spirale,a spirale,4,2.0
nemo-iter1,stationery,cancelleria,agenda,agenda a quaderni,a quaderni,5,0.0
