participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llama3.2-iter1,plants,piante,abete,abete di montagna,di montagna,1,11.0
llama3.2-iter1,plants,piante,abete,abete di foresta,di foresta,2,0.0
llama3.2-iter1,plants,piante,abete,abete di piantagione,di piantagione,3,0.0
llama3.2-iter1,plants,piante,abete,abete di giardino,di giardino,4,0.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da passeggeri,da passeggeri,1,3.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3,102.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4,2070.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5,74.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da trasporto a lungo raggio,da trasporto a lungo raggio,6,7.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da trasporto aereo,da trasporto aereo,7,10.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,8,27.0
llama3.2-iter1,vehicles,veicoli,aereo,aereo da ricerca e salvataggio,da ricerca e salvataggio,9,1.0
llama3.2-iter1,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.2-iter1,stationery,cancelleria,agenda,piano,piano,2,39310.0
llama3.2-iter1,stationery,cancelleria,agenda,elenco,elenco,3,39132.0
llama3.2-iter1,stationery,cancelleria,agenda,tabella,tabella,4,37962.0
llama3.2-iter1,stationery,cancelleria,agenda,elenco di attività,elenco di attività,5,33.0
llama3.2-iter1,stationery,cancelleria,agenda,elenco di appuntamenti,elenco di appuntamenti,6,25.0
llama3.2-iter1,stationery,cancelleria,agenda,elenco di date,elenco di date,7,25.0
llama3.2-iter1,stationery,cancelleria,agenda,elenco di obiettivi,elenco di obiettivi,8,20.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettone,cassettone,1,34200.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettiera,cassettiera,2,23130.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettiera a muro,cassettiera a muro,3,1.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettiera a tenda,cassettiera a tenda,4,0.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettiera a tenda con cassetta,cassettiera a tenda con cassetta,5,0.0
llama3.2-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,cassettiera a tenda con cassetta e vetro,cassettiera a tenda con cassetta e vetro,6,0.0
llama3.2-iter1,furniture,mobili,armadio,armadio a muro,a muro,1,48.0
llama3.2-iter1,furniture,mobili,armadio,armadio a cassettone,a cassettone,2,4.0
llama3.2-iter1,furniture,mobili,armadio,armadio a stile,a stile,3,0.0
llama3.2-iter1,furniture,mobili,armadio,armadio a vetro,a vetro,4,20.0
llama3.2-iter1,furniture,mobili,armadio,armadio a porta,a porta,5,10.0
llama3.2-iter1,furniture,mobili,armadio,armadio da letto,da letto,6,0.0
llama3.2-iter1,furniture,mobili,armadio,armadio da cucina,da cucina,7,28.0
llama3.2-iter1,furniture,mobili,armadio,armadio da bagno,da bagno,8,12.0
llama3.2-iter1,stationery,cancelleria,astuccio,cappello,cappello,1,34080.0
llama3.2-iter1,stationery,cancelleria,astuccio,guanti,guanti,2,52788.0
llama3.2-iter1,stationery,cancelleria,astuccio,guanti da lavoro,guanti da lavoro,3,78.0
llama3.2-iter1,stationery,cancelleria,astuccio,guanti da neve,guanti da neve,4,40.0
llama3.2-iter1,stationery,cancelleria,astuccio,guanti da sci,guanti da sci,5,417.0
llama3.2-iter1,stationery,cancelleria,astuccio,guanti da cucina,guanti da cucina,6,58.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici,forbici,1,22189.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da cucito,forbici da cucito,2,22.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da giardinaggio,forbici da giardinaggio,3,23.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da pesca,forbici da pesca,4,10.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da cucina,forbici da cucina,5,34.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da barba,forbici da barba,6,8.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da legno,forbici da legno,7,0.0
llama3.2-iter1,hobbies,passatempi,attrezzo,forbici da unguento,forbici da unguento,8,0.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus urbano,urbano,1,238.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus interurbano,interurbano,2,98.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus notturno,notturno,3,68.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus a lungo percorso,a lungo percorso,4,0.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus a lungo percorso con fermate,a lungo percorso con fermate,5,0.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus a linea,a linea,6,0.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus a linea con fermate,a linea con fermate,7,0.0
llama3.2-iter1,vehicles,veicoli,autobus,autobus a linea con fermate e parcheggio,a linea con fermate e parcheggio,8,0.0
llama3.2-iter1,vehicles,veicoli,automobile,auto,auto,1,37910.0
llama3.2-iter1,vehicles,veicoli,automobile,motocicletta,motocicletta,2,37296.0
llama3.2-iter1,vehicles,veicoli,automobile,autobus,autobus,3,663876.0
llama3.2-iter1,vehicles,veicoli,automobile,camion,camion,4,31796.0
llama3.2-iter1,vehicles,veicoli,automobile,scooter,scooter,5,50306.0
llama3.2-iter1,vehicles,veicoli,automobile,motocicletta da neve,motocicletta da neve,6,2.0
llama3.2-iter1,vehicles,veicoli,automobile,motocicletta da montagna,motocicletta da montagna,7,0.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,doccia,doccia,1,31052.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,vasca,vasca,2,40030.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,bidet,bidet,3,34738.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,lavabo,lavabo,4,14324.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,lavandino,lavandino,5,37944.0
llama3.2-iter1,housing buildings,edifici residenziali,bagno,wc,wc,6,18729.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale,scale,1,24122.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a pié,scale a pié,2,0.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a manovella,scale a manovella,3,0.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a cassetta,scale a cassetta,4,0.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a puleggia,scale a puleggia,5,0.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a manovella elettrica,scale a manovella elettrica,6,0.0
llama3.2-iter1,housing buildings,edifici residenziali,balcone,scale a manovella elettrica con cassetta,scale a manovella elettrica con cassetta,7,0.0
llama3.2-iter1,plants,piante,basilico,basilico comune,comune,1,76.0
llama3.2-iter1,plants,piante,basilico,basilico di genova,di genova,2,20.0
llama3.2-iter1,plants,piante,basilico,basilico di napoli,di napoli,3,10.0
llama3.2-iter1,plants,piante,basilico,basilico di sicilia,di sicilia,4,0.0
llama3.2-iter1,plants,piante,basilico,basilico di calabria,di calabria,5,0.0
llama3.2-iter1,plants,piante,basilico,basilico di puglia,di puglia,6,0.0
llama3.2-iter1,plants,piante,basilico,basilico di sibillini,di sibillini,7,0.0
llama3.2-iter1,plants,piante,basilico,basilico di prealpi,di prealpi,8,0.0
llama3.2-iter1,plants,piante,basilico,basilico di alpi,di alpi,9,0.0
llama3.2-iter1,plants,piante,basilico,basilico di appennini,di appennini,10,0.0
llama3.2-iter1,kitchenware,utensili da cucina,bicchiere,bicchiere da vino,da vino,1,166.0
llama3.2-iter1,kitchenware,utensili da cucina,bicchiere,bicchiere da acqua,da acqua,2,638.0
