exemplar,abs_freq,rel_freq
albero,35138,2.42
arbusto,29878,2.06
cespuglio,24262,1.68
piante,50532,3.48
albero di fiori,23,0.0
albero di frutta,22,0.0
albero di legno,21,0.0
albero di pino,40,0.0
albero di palma,30,0.0
albero di olivo,21,0.0
albero di mele,34,0.0
albero di pera,27,0.0
albero di limone,24,0.0
albero di arancia,32,0.0
albero di mandorlo,24,0.0
albero di noci,21,0.0
albero di castagna,25,0.0
albero di gelso,28,0.0
albero di tiglio,20,0.0
albero di pioppo,26,0.0
aereoplano,3094,0.22
aereo nero,76,0.0
aereo militare,182,0.02
aereo civile,102,0.0
aereo da turismo,44,0.0
aereo da caccia,62,0.0
aereo da trasporto,70,0.0
aereo da guerra,80,0.0
aereo da ricognizione,2070,0.14
aereo da addestramento,74,0.0
aereo da trasporto militare,68,0.0
aereo da trasporto civile,96,0.0
aereo da addestramento militare,18,0.0
aereo da addestramento civile,4,0.0
aereo da ricognizione militare,0,0.0
aereo da ricognizione civile,0,0.0
aereo da trasporto pas,0,0.0
calendario,30666,2.12
calendario digitale,140,0.0
calendario di lavoro,30,0.0
calendario di appuntamenti,26,0.0
calendario di eventi,36,0.0
calendario di viaggi,20,0.0
calendario di compiti,3,0.0
calendario di ricordi,4,0.0
calendario di festività,20,0.0
calendario di anniversari,3,0.0
calendario di ricorrenze,10,0.0
calendario di giorni liberi,1,0.0
calendario di giorni di lavoro,0,0.0
calendario di giorni festivi,0,0.0
calendario di giorni di vacanza,0,0.0
calendario di giorni di ferie,0,0.0
calendario di giorni di riposo,0,0.0
scarpe,919012,63.32
calze,49642,3.42
pantaloni,49132,3.38
camicie,54716,3.76
maglie,20845,1.44
gonne,50842,3.5
gonne da bagno,6,0.0
gonne da lavoro,6,0.0
gonne da sport,0,0.0
gonne da corsa,1,0.0
gonne da ginnastica,0,0.0
gonne da tennis,8,0.0
gonne da pattinaggio,0,0.0
gonne da pattinaggio a rotelle,0,0.0
gonne da pattinaggio a rotelle quadri,0,0.0
gonne da pattinaggio a rotelle quad,0,0.0
armadio a scomparsa,21,0.0
armadio a vista,21,0.0
armadio a vista aperto,0,0.0
armadio a vista chiuso,0,0.0
armadio a vista chiuso con chiave,0,0.0
armadio a vista chiuso con serratura,0,0.0
armadio a vista chiuso con serratura e chiave,0,0.0
armadio a vista chiuso con serratura e chiave e raccordo,0,0.0
