exemplar,abs_freq,rel_freq
albero,35138,2.42
alberella,39,0.0
albero di fiori,23,0.0
albero di frullati,1,0.0
albero di legno,21,0.0
albero di legno pregiato,5,0.0
albero di legno tropicale,0,0.0
albero di legno tropicale pregiato,0,0.0
albero di legno tropicale di magagna,0,0.0
albero di legno tropicale di magagna pregiato,0,0.0
albero di legno tropicale di magagna pregiato di maggiore magagna,0,0.0
albero di legno tropicale di maggiore magagna pregiato,0,0.0
palma,28089,1.94
acacia,34804,2.4
cedro,23542,1.62
fico,25534,1.76
olivo,51200,3.52
pino,83720,5.76
quercia,28244,1.94
rovere,10351,0.71
salice,32886,2.26
tiglio,36996,2.54
faggio,28184,1.94
gelsomino,30062,2.08
ginepro,27504,1.9
magnolia,39368,2.72
mirtillo,38872,2.68
pino d'aleppo,0,0.0
pino silvestre,1018,0.08
pino nero,210,0.02
pino pigno,0,0.0
tartaro,17051,1.17
tassello,22669,1.56
tilia,1464,0.1
ulivo,292424,20.14
vigna,43806,3.02
vite,44778,3.08
zamia,277,0.02
zarico,0,0.0
zerba,765,0.05
zerba rossa,0,0.0
zerba gialla,0,0.0
zerba verde,0,0.0
zerba bianca,0,0.0
zerba nera,0,0.0
piante,50532,3.48
arbore,23406,1.62
cespuglio,24262,1.68
piante erbe,23,0.0
albero di natale,144,0.01
albero di tè,21,0.0
albero di mele,34,0.0
albero di fico,30,0.0
albero di limone,24,0.0
albero di frutta,22,0.0
albero di legno di fiori,0,0.0
albero di legno di gomma,0,0.0
albero di legno di noce,0,0.0
albero di legno di quercia,0,0.0
albero di legno di rovere,0,0.0
albero di legno di salice,0,0.0
albero di leg,0,0.0
ab,17689,1.22
aeroplano,27876,1.92
elicottero,30198,2.08
aereo navegante,0,0.0
aereo a vela,3,0.0
aereo a rotore,4,0.0
aereo a elica,394,0.02
aereo a elicottere,0,0.0
aereo a elicotter,0,0.0
drone,43184,2.98
elicottero militare,136,0.0
aereo-navigante,0,0.0
aereoplano,3094,0.22
aerostato,3318,0.22
aerostato aeroplano,0,0.0
aerostato elicottero,1,0.0
aerostato aereo,0,0.0
aerostato drone,0,0.0
aerostato aerostato aeroplano,0,0.0
aerostato aerostato elicottero,0,0.0
aerostato aereo drone,0,0.0
aerostato aerostato aeroplano elicottero,0,0.0
aerostato aerostato drone aeroplano,0,0.0
aerostato aerostato elicottero aeroplano drone,0,0.0
aeroglide,6,0.0
aerotrain,11,0.0
aerotransport,13,0.0
aeroturismo,24,0.0
aeroplanazione,0,0.0
aerospazio,5115,0.35
aeroportualità,34,0.0
aeroclub,8474,0.58
aeropista,9,0.0
aerolit,2,0.0
aerolite,600,0.04
aerolita,0,0.0
aerolito,239,0.02
aerol,8,0.0
calendario,30666,2.12
agenda di lavoro,46,0.0
agenda personale,520,0.04
agenda digitale,1132,0.08
agenda di appuntamenti,40,0.0
agenda di viaggio,46,0.0
agenda giornaliera,774,0.06
agenda settimanale,52,0.0
agenda mensile,130,0.0
agenda annuale,206,0.02
agenda aziendale,24,0.0
agenda familiare,24,0.0
agenda di studio,70,0.0
agenda pendolari,0,0.0
agenda quotidiana,268,0.02
agenda personalizzata,67,0.0
agenda di vacanza,6,0.0
agenda di eventi,44,0.0
agenda di negozi,0,0.0
agenda di riunioni,8,0.0
agenda di programmazione,15,0.0
agenda di appointamenti,0,0.0
agenda di eventi sociali,0,0.0
agenda di eventi di lavoro,0,0.0
agenda di eventi di studio,0,0.0
agenda di eventi di negozi,0,0.0
agenda di eventi di vacanza,0,0.0
agenda di eventi di programmazione,0,0.0
agenda di eventi di riunioni,0,0.0
organizzatore,23171,1.6
planner,32956,2.28
schedule,6808,0.46
calendario digitale,140,0.0
calendario mobile,20,0.0
calendario tradizionale,155,0.01
agenda professionale,46,0.0
agenda di festa,2,0.0
calendario personale,83,0.01
camicia,34140,2.36
pantaloni,49132,3.38
scarpe,919012,63.32
calze,49642,3.42
gonne,50842,3.5
calzini,53432,3.68
guanti,52788,3.64
gonne da gioco,0,0.0
gonne da lavoro,6,0.0
gonne da ginnastica,0,0.0
gonne da costruzione,0,0.0
fazzoletti,34730,2.4
camicie,54716,3.76
cappelli,21974,1.51
cinture,48128,3.32
fasciapiedi,0,0.0
gonne da bagno,6,0.0
calze da bagno,0,0.0
guanti da bagno,74,0.0
calzini da bagno,0,0.0
calze da ginnastica,16,0.0
calze da sport,10,0.0
calze da lavoro,42,0.0
calze da corsa,42,0.0
calze da piacere,0,0.0
calze da inverno,9,0.0
calze da estate,8,0.0
guanti da inverno,9,0.0
guanti da estate,4,0.0
guanti da lavoro,78,0.0
vestiti,53596,3.7
gioielli,25292,1.74
occhiali,43520,3.0
parrucche,23566,1.62
anelli,51758,3.56
orecchini,22081,1.52
fede,15803,1.09
collane,36438,2.52
braccialetti,42700,2.94
tatuaggi,43016,2.96
cinto,38024,2.62
cintura,43008,2.96
scarpe da ginnastica,652,0.04
scarpe da tennis,116,0.0
scarpe da lavoro,82,0.0
scarpe da mestiere,0,0.0
scarpe da sport,46,0.0
stivali,47442,3.26
stivali da ginnastica,0,0.0
stivali da tennis,0,0.0
stivali da lavoro,70,0.0
stivali da mestiere,0,0.0
stivali da sport,0,0.0
gambarello,94,0.0
copricapelli,12,0.0
jeans,31070,2.14
polo,39028,2.68
bermuda,28040,1.94
costumi,51644,3.56
pantalone,29360,2.02
pantaloni corti,893,0.06
pantaloni lunghi,923,0.06
jeans corti,127,0.01
jeans lunghi,131,0.01
gonne da sport,0,0.0
costumi da bagno,130,0.01
costumi da lavoro,2,0.0
costumi da sport,0,0.0
costumi da gala,0,0.0
armadio a due porte,6,0.0
armadio a quattro porte,2,0.0
armadio a sei porte,0,0.0
armadio a otto porte,0,0.0
armadio a 12 porte,0,0.0
armadio a 16 porte,0,0.0
armadio a 20 porte,0,0.0
armadio a 24 porte,0,0.0
armadio a 32 porte,0,0.0
armadio a 48 porte,0,0.0
armadio a 64 porte,0,0.0
armadio a 96 porte,0,0.0
armadio a 128 porte,0,0.0
armadio a 192 porte,0,0.0
armadio a 256 porte,0,0.0
armadio a 512 porte,0,0.0
armadio a 1024 porte,0,0.0
arredo,13107,0.9
armadietto,32978,2.28
armadio a sbarre,0,0.0
armadio a porta,10,0.0
armadio per cucina,4,0.0
armadio per bibenda,0,0.0
armadio per lavanderia,4,0.0
armadio per stoviglie,4,0.0
armadio per coperte,0,0.0
armadio per riserva,0,0.0
armadio per libri,12,0.0
armadio per musica,0,0.0
armadio per vestiti,23,0.0
armadio per abbigliamento,3,0.0
armadio per documenti,14,0.0
armadio per neve,0,0.0
armadio per foto,0,0.0
armadio per segreteria,0,0.0
arm,36956,2.54
armario,644,0.04
armadio a serratura,0,0.0
armadio a chiave,30,0.0
armadio a manovra,0,0.0
armadio a rotelle,0,0.0
armadio a vetrina,44,0.0
armadio a piani,1,0.0
armadio a scompartimenti,1,0.0
armadio a tirolese,0,0.0
armadio a ruote,1,0.0
armadio a muro,48,0.0
armadio a piani aperto,0,0.0
armadio a serratura a mano,0,0.0
armadio a serratura digitali,0,0.0
armadio a serratura elettrica,0,0.0
armadio a serratura elettronica,0,0.0
armadio a serr,0,0.0
armadio a tre porte,1,0.0
armadio cilindrico,2,0.0
armadio a cassettone,4,0.0
armadio a contorte,0,0.0
armadio a piatti,0,0.0
armadio a prato,0,0.0
armadio a scatole,1,0.0
armadio a serrature,0,0.0
armadio a specchiere,0,0.0
armadio a specchiere a due porte,0,0.0
armadio a specchiere a tre porte,0,0.0
armadio a specchiere a quattro porte,0,0.0
armadio a spec,0,0.0
fornace,34526,2.38
radiatore,36162,2.5
stufa,32638,2.24
impianto di riscaldamento,314,0.02
insettoio,0,0.0
caldaia,35260,2.42
riscaldamento,41172,2.84
riscaldamento elettrico,84,0.0
riscaldamento a gas,62,0.0
riscaldamento a legna,40,0.0
riscaldamento elettrico a legna,0,0.0
riscaldamento a gas liquefatto,0,0.0
riscaldamento a gas naturale,12,0.0
riscaldamento a biomassa,54,0.0
riscaldamento a biomassa elettrico,0,0.0
riscaldamento a biomassa a gas naturale,0,0.0
riscaldamento a biomassa liquefatta,0,0.0
riscaldamento a biomassa a gas liquefatto,0,0.0
calorifora,0,0.0
camino,27794,1.92
ariete,16343,1.13
radiatorio,2,0.0
pozzolana,2448,0.17
araia,83,0.01
forno,41362,2.84
insettoie,0,0.0
riscaldamento ad aria,44,0.0
riscaldamento solare,1113,0.08
riscaldamento geotermico,28,0.0
riscaldamento a biogas,3,0.0
riscaldamento a pellet,66,0.0
riscaldamento a bi,0,0.0
caldaio,281,0.02
riscaldamento a vapore,26,0.0
riscaldamento a geotermia,9,0.0
palle da tennis,134,0.0
racket da tennis,0,0.0
palle da squash,5,0.0
racket da squash,0,0.0
palle da pallavolo,2,0.0
palle da calcio,27,0.0
palle da baseball,24,0.0
palle da golf,20,0.0
palle da,117,0.01
pala,32460,2.24
mazze,22782,1.56
pala da baseball,0,0.0
raccapo,0,0.0
raccapo da tennis,0,0.0
raccapo da pallavolo,0,0.0
raccapo da calcio,0,0.0
raccapo da pallacanestro,0,0.0
raccapo da pallonetto,0,0.0
raccapo da pallone,0,0.0
raccapo da pallacroce,0,0.0
raccapo da rugby,0,0.0
raccapo da golf,0,0.0
raccapo da squash,0,0.0
raccapo da badminton,0,0.0
raccapo da voleibolo,0,0.0
raccapo da beach volley,0,0.0
pallone da tennis,14,0.0
pallone da calcio,112,0.0
pallone da voleiballo,0,0.0
palloncino da golf,0,0.0
palloncino da bowling,0,0.0
palloncino da ping pong,0,0.0
spada,37042,2.56
scopa,38416,2.64
tazza,37292,2.56
vase,1896,0.14
scatola,49094,3.38
tavolo,35504,2.44
sedia,37746,2.6
lettro,13,0.0
cuscino,33352,2.3
foto,40156,2.76
orologio,36846,2.54
cravatta,34874,2.4
maglione,39390,2.72
borsa,35752,2.46
sacco,16949,1.17
gambo,26658,1.84
calcio,34948,2.4
pallone,44174,3.04
pennello,30606,2.1
pennelli,25574,1.76
chiusura,11337,0.78
chiave,35278,2.44
chiavi,23802,1.64
chiaviera,2,0.0
chiavetteria,1,0.0
asciugamano,44814,3.08
spatola,24642,1.7
pinza,36776,2.54
tazzeria,2,0.0
scopa da piatti,0,0.0
pala da piatti,0,0.0
tazzeria da piatti,0,0.0
pinza da piatti,0,0.0
spazzolina,3244,0.22
spazzolino,16716,1.16
tazzeria da bicicletto,0,0.0
spazzolino da bicicletto,0,0.0
scopa da bicicletto,0,0.0
pala da bicicletto,0,0.0
pinza da bicicletto,0,0.0
spazz,111,0.01
autobus urbano,238,0.02
autobus regionale,150,0.02
autobus intercity,69,0.0
autobus scolastico,342,0.02
autobus turistico,184,0.02
autobus privato,948,0.06
autobus a noleggio,26,0.0
autobus extraurbano,248,0.02
autobus interregionale,36,0.0
autobus a lunga distanza,52,0.0
bus,600430,41.36
autocarro,38636,2.66
minibus,23726,1.64
pullman,35948,2.48
autotrasporto,17312,1.19
autofiliale,0,0.0
autolinea,1924,0.13
autoservizio,312,0.02
autonoleggio,17918,1.23
autoservizio di autobus,0,0.0
autoservizio di autolinea,0,0.0
autoservizio di autonoleggio,0,0.0
autoservizio di autotrasporto,0,0.0
autoservizio di pullman,0,0.0
autoservizio di minibus,0,0.0
autoservizio di autocarro,0,0.0
azienda di autobus,44,0.0
linea di autobus,56,0.0
autobus notturno,68,0.0
autobus suburbano,57,0.0
autobus interurbano,98,0.0
autobus a pagamento,10,0.0
autobus gratuito,414,0.03
autobus diurno,132,0.0
autobus diurna,2,0.0
autobus per disabilitati,0,0.0
autobus a chiusura,0,0.0
autobus aper,0,0.0
auto,37910,2.62
furgoni,24811,1.71
moto,33864,2.34
camion,31796,2.2
taxi,32854,2.26
tractor,1522,0.1
sedan,9104,0.62
berlina,38856,2.68
station wagon,7302,0.5
coupe,14564,1.0
cabriolet,19356,1.34
suv,38682,2.66
minivan,15870,1.1
pickup truck,104,0.0
roadster,18488,1.28
convertible,3922,0.28
sports car,190,0.02
hatchback,3422,0.24
electric car,146,0.02
hybrid car,30,0.0
luxury car,112,0.0
compact car,116,0.0
sports utility vehicle,36,0.0
coupé,42702,2.94
monoposto,23792,1.64
pick-up,30836,2.12
limousine,29658,2.04
spider,18285,1.26
sportscar,894,0.06
saloon,18458,1.28
autovettura,23129,1.59
motociclo,33538,2.32
furgoncino,22930,1.58
autobus,663876,45.74
aereo,1924898,132.62
treno,33080,2.28
barca,53138,3.66
carro armato,4476,0.3
autoblindo,3027,0.21
trattore,24336,1.68
camper,30022,2.06
jeep,38272,2.64
quadrupedi,5652,0.39
autogiro,1926,0.14
automobile elettrica,76,0.0
autoveicolo a combustione interna,5,0.0
autoveicolo a gas,23,0.0
autoveicolo a vapore,3,0.0
autoveicolo a vapore elettrico,0,0.0
autoveicolo a combustione interna elettrico,0,0.0
autove,26,0.0
pickup,31418,2.16
convertibile,37580,2.58
hybrid,18627,1.28
wagon,36638,2.52
truck,26698,1.84
van,41840,2.88
crossover,47046,3.24
vaso,33038,2.28
bidet,34738,2.4
doccia,31052,2.14
piscina,30386,2.1
urinaio,1,0.0
vasca,40030,2.76
bidone,30504,2.1
asciugacapelli,23720,1.63
asciugatutto,398,0.03
asciugapiedi,1,0.0
