exemplar,abs_freq,rel_freq
abete rosso,15104,1.04
abete nero,104,0.0
abete bianco,224,0.02
abete rosso giapponese,1,0.0
abete rosso cinese,0,0.0
abete rosso americano,0,0.0
acacia,34804,2.4
arbutus,658,0.05
acer,35356,2.44
birch,2352,0.16
cedar,0,0.0
chestnut,2620,0.18
cocos,2060,0.14
eucalyptus,1636,0.11
elm,4003,0.28
ginkgo,7669,0.53
maple,3204,0.22
oak,11167,0.77
pine,7168,0.49
pussywillow,1,0.0
quercus,5953,0.41
redwood,1540,0.11
willow,5476,0.38
acerbo,19084,1.31
acero,26036,1.8
betulla,39058,2.7
betulino,22,0.0
betula,979,0.07
betulina,114,0.01
betuloido,0,0.0
betuloido americano,0,0.0
betuloido giapponese,0,0.0
betuloido occidentale,0,0.0
betuloido scandinavo,0,0.0
betuloido sottile,0,0.0
betuloido subalpino,0,0.0
betuloido subartico,0,0.0
betuloido subtropicale,0,0.0
betuloido subtropicale americano,0,0.0
betuloido subtropicale australiano,0,0.0
betuloido subtropicale europeo,0,0.0
betuloido subtropical,0,0.0
abete giallo,6,0.0
abete blu,13,0.0
abete verde,92,0.01
aeroplano,27876,1.92
elicottero,30198,2.08
aerostato,3318,0.22
aerocarro,0,0.0
dirigibile,12297,0.85
drone,43184,2.98
vettore spaziale,361,0.02
aerostato sperimentale,0,0.0
aerotrasporto,53,0.0
aerostazione,6354,0.44
aliante,21346,1.48
aereo a reattori,0,0.0
aereo a pistoni,38,0.0
aeromobile,17120,1.18
aerotraino,21,0.0
calendario,30666,2.12
organizzazione,46096,3.18
diario,40702,2.8
calendario digitale,140,0.0
calendario online,211,0.01
organizzatore,23171,1.6
organizzatore digitale,4,0.0
a4,29994,2.07
a5,18487,1.27
a6,14018,0.97
a7,12130,0.84
a8,10922,0.75
a9,7864,0.54
a10,8771,0.6
a11,5188,0.36
a12,8039,0.55
a13,4384,0.3
a14,14962,1.03
a15,2664,0.18
a16,2913,0.2
a17,474,0.03
a18,2394,0.16
a19,2587,0.18
a20,2156,0.15
a21,3362,0.23
a22,8527,0.59
a23,1825,0.13
a24,5398,0.37
a25,2758,0.19
a26,3572,0.25
a27,2225,0.15
a28,1223,0.08
a29,1766,0.12
a30,1512,0.1
a31,1901,0.13
a32,1219,0.08
a33,681,0.05
a34,431,0.03
a35,1102,0.08
a36,302,0.02
carta di agenda,1,0.0
app per agenda,0,0.0
agenda digitale,1132,0.08
agenda online,386,0.03
agenda software,0,0.0
agenda di gestione delle attività,0,0.0
calendario in app,2,0.0
jeans,31070,2.14
pantaloni,49132,3.38
slacks,52,0.0
camise,29,0.0
tunica,19017,1.31
t-shirt,35456,2.44
scarpe,919012,63.32
cappelli,21974,1.51
abiti,34368,2.37
trousers,556,0.04
skirt,1354,0.09
dress,16798,1.16
borsa,35752,2.46
borsa per borse,4,0.0
borsa per borse in pelle,0,0.0
borsa per borse in tessuto,0,0.0
borsa per borse in tessuto in pelle,0,0.0
borsa per borse in tessuto in pelle in colori,0,0.0
camice,17885,1.23
armario,644,0.04
armario per cucina,0,0.0
armario per vestiti,0,0.0
armario per abbigliamento sportivo,0,0.0
armario per bacheca,0,0.0
armario per biciclette,0,0.0
armadio per vestiti,23,0.0
armadio per libri,12,0.0
armadio per cucina,4,0.0
armadio per armi,20,0.0
armadio per scarpe,13,0.0
armadio per cuscinetti,0,0.0
armadio per biciclette,0,0.0
armati,27738,1.91
armati in cartierina,0,0.0
armati in pelle,0,0.0
armati in legno,3,0.0
armati in metallo,1,0.0
armati in plastica,1,0.0
armadio per stoviglia,0,0.0
armadio per biancheria,12,0.0
armadio per abbigliamento,3,0.0
armaio,5,0.0
scrivania,45254,3.12
cassapane,1,0.0
cassette,25249,1.74
cassetti per cd,4,0.0
cassetti per dvd,0,0.0
astuccio a scoppio,0,0.0
astuccio a sconto,0,0.0
astuccio a cassette,0,0.0
astuccio a cassette con riscaldamento,0,0.0
astuccio a cassette con riscaldamento e controllo remoto,0,0.0
astuccio a cassette con riscaldamento e controllo remoto con autoventilazione,0,0.0
astuccio per caffè,0,0.0
astuccio per tè,0,0.0
astuccio per cacao,0,0.0
astuccio per latte,0,0.0
astuccio per cioccolata,0,0.0
astuccio per yogurt,0,0.0
astuccio per creme,0,0.0
astuccio per pane,0,0.0
astuccio per uova,0,0.0
astuccio per cereali,0,0.0
astuccio per birra,0,0.0
astuccio per vino,1,0.0
astuccio per cibo freddo,0,0.0
astuccio per cibo caldo,0,0.0
astuccio per bevande calde,0,0.0
astuccio per bevande fredde,0,0.0
astuccio marmitta,0,0.0
astuccio ad ossidazione,0,0.0
astuccio ad asportazione,0,0.0
astuccio ad induzione,0,0.0
astuccio ad induzione a campo magnetico,0,0.0
astuccio ad induzione a campo elettromagnetico,0,0.0
astuccio a microonde,0,0.0
astuccio a microonde a frequenza,0,0.0
astuccio a microonde a frequenza modulata,0,0.0
astuccio a microonde a frequenza modulata elettrica,0,0.0
astuccio a microonde a frequenza modulata elettrica elettrica,0,0.0
astuccio da cucina,0,0.0
astuccio a scopa,0,0.0
astuccio a scopa e copertura,0,0.0
astuccio a scopa e copertura con riscaldamento,0,0.0
astuccio a scopa e copertura con riscaldamento e timer,0,0.0
astuccio a scopa e copertura con riscaldamento e timer con funzionalità di memorizzazione,0,0.0
chitarra,37562,2.58
pianoforte,24719,1.7
violino,33410,2.3
sassofono,17663,1.22
clarinetto,15071,1.04
flauto,16119,1.11
cuscino,33352,2.3
sciabola,13888,0.96
cuffia,39710,2.74
manica,17371,1.2
cuffie,48964,3.38
spada,37042,2.56
coltello,32680,2.26
bicchiere,44272,3.06
tazza,37292,2.56
forchetta,19429,1.34
scopa,38416,2.64
spugna,37694,2.6
spazzola,41570,2.86
tappo,21332,1.47
cuffietta,7867,0.54
cappello,34080,2.34
scarpa,41528,2.86
guantino,541,0.04
abbigliamento,55304,3.82
attrezzo da lavoro,80,0.01
attrezzo per la cucina,20,0.0
attrezzo per il giardinaggio,23,0.0
attrezzo per la bicicletta,10,0.0
attrezzo per le arti,2,0.0
pullman,35948,2.48
pullman-standard,0,0.0
pullman-porter,0,0.0
pullman-palace car,0,0.0
pullman-brill,0,0.0
pullman-brill-standard,0,0.0
pullman-brill-porter,0,0.0
pullman-brill-palace car,0,0.0
pullman-brill-pullman-palace car,0,0.0
pullman-brill-pullman-porter,0,0.0
pullman-brill-pullman-brill,0,0.0
pullman-brill-pullman-brill-porter,0,0.0
pullman-brill-pullman-brill-pullman-porter,0,0.0
pullman-brill-pullman-brill-p,0,0.0
paghezzato,0,0.0
semplice,44434,3.06
express,24693,1.7
interurbani,1704,0.12
metropolitani,14374,0.99
autobus a due piani,68,0.0
autobus a tre piani,20,0.0
autobus a quattro piani,0,0.0
autobus a cinque piani,0,0.0
autobus a sei piani,1,0.0
autobus a sette piani,0,0.0
autobus a otto piani,0,0.0
autobus a nove piani,0,0.0
autobus a dieci piani,0,0.0
autobus a undici piani,0,0.0
autobus a dodici piani,0,0.0
midibus,96,0.01
minibus,23726,1.64
double deck bus,4,0.0
bus rapid transit,28,0.0
bus,600430,41.36
autocarro,38636,2.66
autobus-pullman,0,0.0
autobus-minibus,1,0.0
autobus-midibus,0,0.0
mercedes-benz,44784,3.08
scania,11886,0.82
volkswagen,54080,3.72
hyundai,29780,2.05
toyota,28168,1.94
auto,37910,2.62
motociclette,15814,1.09
autobus,663876,45.74
camion,31796,2.2
autovetture,29760,2.05
furgonette,114,0.01
autoelettro,0,0.0
auto elettrica,267,0.02
auto diesel,89,0.01
auto gas,47,0.0
auto idrogeno,18,0.0
auto elettrico,658,0.05
auto a combustione interna,23,0.0
auto a combustione esterna,0,0.0
auto a combustione misto,0,0.0
auto a motore a benzina,1,0.0
auto a motore a gasolio,0,0.0
auto a motore a metano,0,0.0
auto a motore a propano,0,0.0
auto a motore a idrogeno,2,0.0
auto a motore a idrometano,0,0.0
auto a motore a idrocarburi,0,0.0
auto a motore a idrocarburi liquidi,0,0.0
auto a motore a,20,0.0
truck,26698,1.84
wagon,36638,2.52
sedan,9104,0.62
coupe,14564,1.0
convertible,3922,0.28
hatchback,3422,0.24
station wagon,7302,0.5
minivan,15870,1.1
suv,38682,2.66
pickup truck,104,0.0
roadster,18488,1.28
sedica,1,0.0
furgoncelle,0,0.0
caccia,39930,2.76
automobile a benzina,35,0.0
automobile a gasolio,24,0.0
automobile a metano,22,0.0
automobile elettrica,76,0.0
automobile a idrogeno,27,0.0
automobile a idrogeno elettrico,0,0.0
bagno da bagno,10,0.0
bagno da doccia,0,0.0
bagno da doccia a pavimento,0,0.0
bagno da doccia a pavimento con vasca,0,0.0
bagno da doccia a pavimento con vasca e sedia,0,0.0
bagno da doccia a pavimento con vasca e sedia e piatto,0,0.0
"bagno da doccia a pavimento con vasca, sedia e piatto",0,0.0
