participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llama3.1-70B-iter1,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70B-iter1,plants,piante,abete,abete balsamico,balsamico,2,40.0
llama3.1-70B-iter1,plants,piante,abete,abete di douglas,di douglas,3,21.0
llama3.1-70B-iter1,plants,piante,abete,abete rosso,rosso,4,15104.0
llama3.1-70B-iter1,plants,piante,abete,abete amabile,amabile,5,2.0
llama3.1-70B-iter1,plants,piante,abete,abete delle filippine,delle filippine,6,0.0
llama3.1-70B-iter1,plants,piante,abete,abete di spagna,di spagna,7,21.0
llama3.1-70B-iter1,plants,piante,abete,abete della sierra,della sierra,8,0.0
llama3.1-70B-iter1,plants,piante,abete,abete di fraser,di fraser,9,23.0
llama3.1-70B-iter1,plants,piante,abete,abete di nordmann,di nordmann,10,3.0
llama3.1-70B-iter1,plants,piante,abete,abete di veitch,di veitch,11,0.0
llama3.1-70B-iter2,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70B-iter2,plants,piante,abete,abete balsamico,balsamico,2,40.0
llama3.1-70B-iter2,plants,piante,abete,abete canadese,canadese,3,74.0
llama3.1-70B-iter2,plants,piante,abete,abete di douglas,di douglas,4,21.0
llama3.1-70B-iter2,plants,piante,abete,abete rosso,rosso,5,15104.0
llama3.1-70B-iter2,plants,piante,abete,abete inglese,inglese,6,0.0
llama3.1-70B-iter2,plants,piante,abete,abete di nordmann,di nordmann,7,3.0
llama3.1-70B-iter2,plants,piante,abete,abete nero,nero,8,104.0
llama3.1-70B-iter2,plants,piante,abete,abete argentato,argentato,9,48.0
llama3.1-70B-iter2,plants,piante,abete,abete amabile,amabile,10,2.0
llama3.1-70B-iter2,plants,piante,abete,abete delle rocce,delle rocce,11,4.0
llama3.1-70B-iter2,plants,piante,abete,abete spinoso,spinoso,12,0.0
llama3.1-70B-iter2,plants,piante,abete,abete himalayano,himalayano,13,0.0
llama3.1-70B-iter2,plants,piante,abete,abete coreano,coreano,14,10.0
llama3.1-70B-iter2,plants,piante,abete,abete della sierra,della sierra,15,0.0
llama3.1-70B-iter2,plants,piante,abete,abete di fraser,di fraser,16,23.0
llama3.1-70B-iter2,plants,piante,abete,abete del colorado,del colorado,17,27.0
llama3.1-70B-iter2,plants,piante,abete,abete giapponese,giapponese,18,4.0
llama3.1-70B-iter2,plants,piante,abete,abete marittimo,marittimo,19,1.0
llama3.1-70B-iter2,plants,piante,abete,abete delle filippine,delle filippine,20,0.0
llama3.1-70B-iter2,plants,piante,abete,abete del,del,21,39.0
llama3.1-70B-iter3,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70B-iter3,plants,piante,abete,abete rosso,rosso,2,15104.0
llama3.1-70B-iter3,plants,piante,abete,abete balsamico,balsamico,3,40.0
llama3.1-70B-iter3,plants,piante,abete,abete amabile,amabile,4,2.0
llama3.1-70B-iter3,plants,piante,abete,abete canadese,canadese,5,74.0
llama3.1-70B-iter3,plants,piante,abete,abete delle marianne,delle marianne,6,0.0
llama3.1-70B-iter3,plants,piante,abete,abete dei nebrodi,dei nebrodi,7,33.0
llama3.1-70B-iter3,plants,piante,abete,abete di douglas,di douglas,8,21.0
llama3.1-70B-iter3,plants,piante,abete,abete di spagna,di spagna,9,21.0
llama3.1-70B-iter3,plants,piante,abete,abete inglese,inglese,10,0.0
llama3.1-70B-iter3,plants,piante,abete,abete nero,nero,11,104.0
llama3.1-70B-iter3,plants,piante,abete,abete orientale,orientale,12,7.0
llama3.1-70B-iter3,plants,piante,abete,abete rosso del giappone,rosso del giappone,13,0.0
llama3.1-70B-iter3,plants,piante,abete,abete siberiano,siberiano,14,53.0
llama3.1-70B-iter3,plants,piante,abete,abete spinoso,spinoso,15,0.0
llama3.1-70B-iter4,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70B-iter4,plants,piante,abete,abete rosso,rosso,2,15104.0
llama3.1-70B-iter4,plants,piante,abete,abete balsamico,balsamico,3,40.0
llama3.1-70B-iter4,plants,piante,abete,abete amabile,amabile,4,2.0
llama3.1-70B-iter4,plants,piante,abete,abete delle marianne,delle marianne,5,0.0
llama3.1-70B-iter4,plants,piante,abete,abete di douglas,di douglas,6,21.0
llama3.1-70B-iter4,plants,piante,abete,abete di fraser,di fraser,7,23.0
llama3.1-70B-iter4,plants,piante,abete,abete spinoso,spinoso,8,0.0
llama3.1-70B-iter4,plants,piante,abete,abete nero,nero,9,104.0
llama3.1-70B-iter4,plants,piante,abete,abete di nordmann,di nordmann,10,3.0
llama3.1-70B-iter4,plants,piante,abete,abete argentato,argentato,11,48.0
llama3.1-70B-iter4,plants,piante,abete,abete dei balcani,dei balcani,12,4.0
llama3.1-70B-iter5,plants,piante,abete,abete bianco,bianco,1,224.0
llama3.1-70B-iter5,plants,piante,abete,abete rosso,rosso,2,15104.0
llama3.1-70B-iter5,plants,piante,abete,abete amabile,amabile,3,2.0
llama3.1-70B-iter5,plants,piante,abete,abete di douglas,di douglas,4,21.0
llama3.1-70B-iter5,plants,piante,abete,abete balsamico,balsamico,5,40.0
llama3.1-70B-iter5,plants,piante,abete,abete canadese,canadese,6,74.0
llama3.1-70B-iter5,plants,piante,abete,abete marocchino,marocchino,7,0.0
llama3.1-70B-iter5,plants,piante,abete,abete del caucaso,del caucaso,8,61.0
llama3.1-70B-iter5,plants,piante,abete,abete di fraser,di fraser,9,23.0
llama3.1-70B-iter5,plants,piante,abete,abete giapponese,giapponese,10,4.0
llama3.1-70B-iter5,plants,piante,abete,abete di nordmann,di nordmann,11,3.0
llama3.1-70B-iter5,plants,piante,abete,abete nero,nero,12,104.0
llama3.1-70B-iter5,plants,piante,abete,abete argentato,argentato,13,48.0
llama3.1-70B-iter5,plants,piante,abete,abete siberiano,siberiano,14,53.0
llama3.1-70B-iter5,plants,piante,abete,abete spinoso,spinoso,15,0.0
llama3.1-70B-iter5,plants,piante,abete,abete della corea,della corea,16,1.0
llama3.1-70B-iter5,plants,piante,abete,abete della turchia,della turchia,17,0.0
llama3.1-70B-iter5,plants,piante,abete,abete di veitch,di veitch,18,0.0
llama3.1-70B-iter5,plants,piante,abete,abete di vancouver,di vancouver,19,3.0
llama3.1-70B-iter5,plants,piante,abete,abete delle montagne rocc,delle montagne rocc,20,0.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da caccia,da caccia,1,62.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,3,74.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,4,44.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da attacco al suolo,da attacco al suolo,5,30.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,6,2070.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,7,68.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da trasporto civile,da trasporto civile,8,96.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da soccorso,da soccorso,9,4.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da ricerca e soccorso,da ricerca e soccorso,10,4.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,11,27.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da guerra elettronica,da guerra elettronica,12,27.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da rifornimento in volo,da rifornimento in volo,13,16.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da trasporto vip,da trasporto vip,14,6.0
llama3.1-70B-iter1,vehicles,veicoli,aereo,aereo da trasporto cargo,da trasporto cargo,15,2.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da caccia,da caccia,1,62.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da turismo,da turismo,3,44.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4,74.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da attacco al suolo,da attacco al suolo,5,30.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,6,2070.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da trasporto passeggeri,da trasporto passeggeri,7,20.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da trasporto merci,da trasporto merci,8,16.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,9,102.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da guerra elettronica,da guerra elettronica,10,27.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da pattugliamento marittimo,da pattugliamento marittimo,11,22.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da ricerca e soccorso,da ricerca e soccorso,12,4.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da collegamento,da collegamento,13,117.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da osservazione,da osservazione,14,54.0
llama3.1-70B-iter2,vehicles,veicoli,aereo,aereo da ricognizione strategica,da ricognizione strategica,15,7.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,1,70.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da caccia,da caccia,2,62.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da turismo,da turismo,3,44.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4,74.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,5,68.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,6,2070.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da attacco,da attacco,7,24.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,elicottero,elicottero,8,30198.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da trasporto passeggeri,da trasporto passeggeri,9,20.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da trasporto merci,da trasporto merci,10,16.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,11,102.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da supporto,da supporto,12,21.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da collegamento,da collegamento,13,117.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da osservazione,da osservazione,14,54.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da sorveglianza,da sorveglianza,15,25.0
llama3.1-70B-iter3,vehicles,veicoli,aereo,aereo da pattugliamento,da pattugliamento,16,27.0
llama3.1-70B-iter4,vehicles,veicoli,aereo,aliscafo,aliscafo,1,13389.0
llama3.1-70B-iter4,vehicles,veicoli,aereo,aliante,aliante,2,21346.0
