participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llama3.1-iter1,plants,piante,abete,abete rosso,rosso,1,15104.0
llama3.1-iter1,plants,piante,abete,abete bianco,bianco,2,224.0
llama3.1-iter1,plants,piante,abete,abete nero,nero,3,104.0
llama3.1-iter1,plants,piante,abete,abete fuso,fuso,4,0.0
llama3.1-iter1,plants,piante,abete,abete cembro,cembro,5,0.0
llama3.1-iter1,plants,piante,abete,abete di douglas,di douglas,6,21.0
llama3.1-iter1,plants,piante,abete,abete siberiano,siberiano,7,53.0
llama3.1-iter1,plants,piante,abete,abete gigante,gigante,8,102.0
llama3.1-iter1,plants,piante,abete,abete di nord america,di nord america,9,0.0
llama3.1-iter1,plants,piante,abete,abete di canada,di canada,10,0.0
llama3.1-iter2,plants,piante,abete,abete rosso,rosso,1,15104.0
llama3.1-iter2,plants,piante,abete,abete bianco,bianco,2,224.0
llama3.1-iter2,plants,piante,abete,abete fuso,fuso,3,0.0
llama3.1-iter2,plants,piante,abete,abete nero,nero,4,104.0
llama3.1-iter2,plants,piante,abete,abete di douglas,di douglas,5,21.0
llama3.1-iter2,plants,piante,abete,abete gigante,gigante,6,102.0
llama3.1-iter2,plants,piante,abete,abete di colorado,di colorado,7,0.0
llama3.1-iter2,plants,piante,abete,abete di nordamerica,di nordamerica,8,0.0
llama3.1-iter2,plants,piante,abete,abete di siberia,di siberia,9,0.0
llama3.1-iter3,plants,piante,abete,abete rosso,rosso,1,15104.0
llama3.1-iter3,plants,piante,abete,abete bianco,bianco,2,224.0
llama3.1-iter3,plants,piante,abete,abete nero,nero,3,104.0
llama3.1-iter3,plants,piante,abete,abete fuso,fuso,4,0.0
llama3.1-iter3,plants,piante,abete,abete laricio,laricio,5,0.0
llama3.1-iter3,plants,piante,abete,abete alba,alba,6,0.0
llama3.1-iter3,plants,piante,abete,abete silver fir,silver fir,7,0.0
llama3.1-iter3,plants,piante,abete,abete bianco di siberia,bianco di siberia,8,0.0
llama3.1-iter3,plants,piante,abete,abete di douglas,di douglas,9,21.0
llama3.1-iter3,plants,piante,abete,abete gigante,gigante,10,102.0
llama3.1-iter4,plants,piante,abete,abete rosso,rosso,1,15104.0
llama3.1-iter4,plants,piante,abete,abete bianco,bianco,2,224.0
llama3.1-iter4,plants,piante,abete,abete nero,nero,3,104.0
llama3.1-iter4,plants,piante,abete,abete fuso,fuso,4,0.0
llama3.1-iter4,plants,piante,abete,abete roso,roso,5,8.0
llama3.1-iter4,plants,piante,abete,abete siberiano,siberiano,6,53.0
llama3.1-iter4,plants,piante,abete,abete di douglas,di douglas,7,21.0
llama3.1-iter4,plants,piante,abete,abete di nordmann,di nordmann,8,3.0
llama3.1-iter5,plants,piante,abete,abete rosso,rosso,1,15104.0
llama3.1-iter5,plants,piante,abete,abete bianco,bianco,2,224.0
llama3.1-iter5,plants,piante,abete,abete nero,nero,3,104.0
llama3.1-iter5,plants,piante,abete,abete fuso,fuso,4,0.0
llama3.1-iter5,plants,piante,abete,abete cembro,cembro,5,0.0
llama3.1-iter5,plants,piante,abete,abete di douglas,di douglas,6,21.0
llama3.1-iter5,plants,piante,abete,abete di nordmann,di nordmann,7,3.0
llama3.1-iter5,plants,piante,abete,abete di siberia,di siberia,8,0.0
llama3.1-iter5,plants,piante,abete,abete di weihenstephaner,di weihenstephaner,9,0.0
llama3.1-iter5,plants,piante,abete,abete di fraser,di fraser,10,23.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da carico,da carico,1,40.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3,102.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,4,44.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5,74.0
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto vip,da trasporto vip,6,6.0
llama3.1-iter1,vehicles,veicoli,aereo,elicottero,elicottero,7,30198.0
llama3.1-iter1,vehicles,veicoli,aereo,aerostato,aerostato,8,3318.0
llama3.1-iter1,vehicles,veicoli,aereo,dirigibile,dirigibile,9,12297.0
llama3.1-iter1,vehicles,veicoli,aereo,paracadutista,paracadutista,10,19458.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,1,70.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da caccia,da caccia,2,62.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3,102.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da carico,da carico,4,40.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,5,68.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da trasporto passeggeri,da trasporto passeggeri,6,20.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da turismo,da turismo,7,44.0
llama3.1-iter2,vehicles,veicoli,aereo,elicottero,elicottero,8,30198.0
llama3.1-iter2,vehicles,veicoli,aereo,aerostato,aerostato,9,3318.0
llama3.1-iter2,vehicles,veicoli,aereo,dirigibile,dirigibile,10,12297.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,11,2070.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da pattugliamento marittimo,da pattugliamento marittimo,12,22.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da pattugliamento terrestre,da pattugliamento terrestre,13,0.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da pattugliamento aereo,da pattugliamento aereo,14,0.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da ricerca e soccorso,da ricerca e soccorso,15,4.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da trasporto sanitario,da trasporto sanitario,16,0.0
llama3.1-iter2,vehicles,veicoli,aereo,aereo da,da,17,56.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,1,70.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,2,102.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da carico,da carico,3,40.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da trasporto di linea,da trasporto di linea,4,2.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da trasporto charter,da trasporto charter,5,0.0
llama3.1-iter3,vehicles,veicoli,aereo,elicottero,elicottero,6,30198.0
llama3.1-iter3,vehicles,veicoli,aereo,aeroplano,aeroplano,7,27876.0
llama3.1-iter3,vehicles,veicoli,aereo,aliante,aliante,8,21346.0
llama3.1-iter3,vehicles,veicoli,aereo,parapendio,parapendio,9,16259.0
llama3.1-iter3,vehicles,veicoli,aereo,paracadute,paracadute,10,20531.0
llama3.1-iter3,vehicles,veicoli,aereo,dirigibile,dirigibile,11,12297.0
llama3.1-iter3,vehicles,veicoli,aereo,sonda,sonda,12,16142.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da turismo,da turismo,13,44.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,14,74.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da pattuglia,da pattuglia,15,4.0
llama3.1-iter3,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,16,2070.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da carico,da carico,1,40.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2,70.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da turismo,da turismo,3,44.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,4,102.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5,74.0
llama3.1-iter4,vehicles,veicoli,aereo,aereo da trasporto cargo,da trasporto cargo,6,2.0
llama3.1-iter4,vehicles,veicoli,aereo,elicottero,elicottero,7,30198.0
llama3.1-iter4,vehicles,veicoli,aereo,dirigibile,dirigibile,8,12297.0
llama3.1-iter4,vehicles,veicoli,aereo,paracadutista,paracadutista,9,19458.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,1,70.0
llama3.1-iter5,vehicles,veicoli,aereo,elicottero,elicottero,2,30198.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3,102.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da carico,da carico,4,40.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,5,74.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da trasporto tattico,da trasporto tattico,6,22.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da trasporto strategico,da trasporto strategico,7,25.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da trasporto cargo,da trasporto cargo,8,2.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da turismo,da turismo,9,44.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da sci,da sci,10,3.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da parapendio,da parapendio,11,0.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da ballo,da ballo,12,0.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da pattuglia,da pattuglia,13,4.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,14,2070.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da sorveglianza,da sorveglianza,15,25.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da ricerca e soccorso,da ricerca e soccorso,16,4.0
llama3.1-iter5,vehicles,veicoli,aereo,aereo da salvataggio,da salvataggio,17,0.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda cartacea,cartacea,1,28.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda digitale,digitale,2,1132.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda elettronica,elettronica,3,38.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda personale,personale,4,520.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda quotidiana,quotidiana,5,268.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda settimanale,settimanale,6,52.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda mensile,mensile,7,130.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda annuale,annuale,8,206.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda di viaggio,di viaggio,9,46.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda di lavoro,di lavoro,10,46.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda di studio,di studio,11,70.0
llama3.1-iter1,stationery,cancelleria,agenda,agenda di appuntamenti,di appuntamenti,12,40.0
llama3.1-iter2,stationery,cancelleria,agenda,diario,diario,1,40702.0
llama3.1-iter2,stationery,cancelleria,agenda,calendario,calendario,2,30666.0
llama3.1-iter2,stationery,cancelleria,agenda,rubrica,rubrica,3,35574.0
llama3.1-iter2,stationery,cancelleria,agenda,appunti,appunti,4,24005.0
llama3.1-iter2,stationery,cancelleria,agenda,giornale,giornale,5,20562.0
llama3.1-iter2,stationery,cancelleria,agenda,agenda digitale,digitale,6,1132.0
llama3.1-iter2,stationery,cancelleria,agenda,libro di appunti,libro di appunti,7,21.0
llama3.1-iter2,stationery,cancelleria,agenda,taccuino,taccuino,8,36308.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda cartacea,cartacea,1,28.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda elettronica,elettronica,2,38.0
llama3.1-iter3,stationery,cancelleria,agenda,calendario,calendario,3,30666.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda digitale,digitale,4,1132.0
llama3.1-iter3,stationery,cancelleria,agenda,orologio,orologio,5,36846.0
llama3.1-iter3,stationery,cancelleria,agenda,rubrica,rubrica,6,35574.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda di contatto,di contatto,7,30.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda di lavoro,di lavoro,8,46.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda personale,personale,9,520.0
llama3.1-iter3,stationery,cancelleria,agenda,agenda di viaggio,di viaggio,10,46.0
llama3.1-iter4,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.1-iter4,stationery,cancelleria,agenda,orario,orario,2,8888.0
llama3.1-iter4,stationery,cancelleria,agenda,programma,programma,3,20269.0
llama3.1-iter4,stationery,cancelleria,agenda,app,app,4,20377.0
llama3.1-iter4,stationery,cancelleria,agenda,appunti,appunti,5,24005.0
llama3.1-iter4,stationery,cancelleria,agenda,libro di appunti,libro di appunti,6,21.0
llama3.1-iter4,stationery,cancelleria,agenda,rubrica,rubrica,7,35574.0
llama3.1-iter4,stationery,cancelleria,agenda,agenda digitale,digitale,8,1132.0
llama3.1-iter4,stationery,cancelleria,agenda,agenda cartacea,cartacea,9,28.0
llama3.1-iter5,stationery,cancelleria,agenda,calendario,calendario,1,30666.0
llama3.1-iter5,stationery,cancelleria,agenda,rubrica,rubrica,2,35574.0
llama3.1-iter5,stationery,cancelleria,agenda,orologio,orologio,3,36846.0
