participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
llava-iter1,plants,piante,abete,pine tree,pine tree,1,
llava-iter1,plants,piante,abete,fir tree,fir tree,2,
llava-iter1,plants,piante,abete,spruce tree,spruce tree,3,
llava-iter1,plants,piante,abete,cedar tree,cedar tree,4,
llava-iter1,plants,piante,abete,fir pine tree,fir pine tree,5,
llava-iter1,plants,piante,abete,pine pine tree,pine pine tree,6,
llava-iter1,plants,piante,abete,pine tree,pine tree,7,
llava-iter2,plants,piante,abete,pino,pino,1,83720.0
llava-iter2,plants,piante,abete,faggio,faggio,2,28184.0
llava-iter2,plants,piante,abete,cedro,cedro,3,23542.0
llava-iter2,plants,piante,abete,querce,querce,4,30720.0
llava-iter2,plants,piante,abete,pino d'aleppo,pino d'aleppo,5,0.0
llava-iter2,plants,piante,abete,tiglio,tiglio,6,36996.0
llava-iter2,plants,piante,abete,palmetto,palmetto,7,
llava-iter2,plants,piante,abete,pioppo,pioppo,8,31078.0
llava-iter2,plants,piante,abete,cipresso,cipresso,9,34462.0
llava-iter2,plants,piante,abete,pino silvestre,pino silvestre,10,1018.0
llava-iter2,plants,piante,abete,pino nero,pino nero,11,210.0
llava-iter2,plants,piante,abete,pino verde,pino verde,12,328.0
llava-iter2,plants,piante,abete,pino mugo,pino mugo,13,1730.0
llava-iter2,plants,piante,abete,pino d'italia,pino d'italia,14,0.0
llava-iter2,plants,piante,abete,pino pinea,pino pinea,15,5.0
llava-iter2,plants,piante,abete,pino rosso,pino rosso,16,131.0
llava-iter2,plants,piante,abete,pino silvestre verde,pino silvestre verde,17,
llava-iter2,plants,piante,abete,pino cipressino,pino cipressino,18,0.0
llava-iter2,plants,piante,abete,pino d'aleppo rosso,pino d'aleppo rosso,19,0.0
llava-iter2,plants,piante,abete,pino d'aleppo verde,pino d'aleppo verde,20,
llava-iter2,plants,piante,abete,pino domestico,pino domestico,21,244.0
llava-iter2,plants,piante,abete,pino d'aleppo n,pino d'aleppo n,22,
llava-iter3,plants,piante,abete,pino,pino,1,83720.0
llava-iter3,plants,piante,abete,pino d'alpe,pino d'alpe,2,0.0
llava-iter3,plants,piante,abete,pino di pinolo,pino di pinolo,3,
llava-iter3,plants,piante,abete,pino mugo,pino mugo,4,1730.0
llava-iter3,plants,piante,abete,pino nobile,pino nobile,5,84.0
llava-iter3,plants,piante,abete,pino silvestre,pino silvestre,6,1018.0
llava-iter3,plants,piante,abete,cedro,cedro,7,23542.0
llava-iter3,plants,piante,abete,cedro dell'himalaya,cedro dell'himalaya,8,
llava-iter3,plants,piante,abete,faggio,faggio,9,28184.0
llava-iter3,plants,piante,abete,faggio rosso,faggio rosso,10,
llava-iter3,plants,piante,abete,faggio sarmizziano,faggio sarmizziano,11,
llava-iter3,plants,piante,abete,faggio orientale,faggio orientale,12,
llava-iter3,plants,piante,abete,faggio giallo,faggio giallo,13,
llava-iter3,plants,piante,abete,faggio della california,faggio della california,14,
llava-iter3,plants,piante,abete,faggio della virginia,faggio della virginia,15,
llava-iter3,plants,piante,abete,faggio del nord,faggio del nord,16,
