participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
idefics2-iter1,plants,piante,abete,abete rosso,rosso,1,15104.0
idefics2-iter1,plants,piante,abete,abete rosso europeo,rosso europeo,2,
idefics2-iter1,plants,piante,abete,abete rosso nordamericano,rosso nordamericano,3,
idefics2-iter1,plants,piante,abete,abete rosso americano,rosso americano,4,0.0
idefics2-iter1,plants,piante,abete,abete rosso giapponese,rosso giapponese,5,1.0
idefics2-iter1,plants,piante,abete,abete rosso canadiano,rosso canadiano,6,
idefics2-iter1,plants,piante,abete,abete rosso asiatico,rosso asiatico,7,
idefics2-iter1,plants,piante,abete,abete rosso american,rosso american,8,
idefics2-iter3,plants,piante,abete,abete rosso,rosso,1,15104.0
idefics2-iter3,plants,piante,abete,abete rosso rosso,rosso rosso,2,
idefics2-iter4,plants,piante,abete,abete rosso,rosso,1,15104.0
idefics2-iter4,plants,piante,abete,abete rosso della virginia,rosso della virginia,2,0.0
idefics2-iter4,plants,piante,abete,abete nero,nero,3,104.0
idefics2-iter4,plants,piante,abete,abete rosso del nord,rosso del nord,4,48.0
idefics2-iter4,plants,piante,abete,abete rosso della columbia britannica,rosso della columbia britannica,5,
idefics2-iter4,plants,piante,abete,abete rosso del giappone,rosso del giappone,6,0.0
idefics2-iter4,plants,piante,abete,abete rosso del nord-ovest,rosso del nord-ovest,7,0.0
idefics2-iter5,plants,piante,abete,abete rosso,rosso,1,15104.0
idefics2-iter5,plants,piante,abete,abete rosso delle alpi,rosso delle alpi,2,
idefics2-iter5,plants,piante,abete,abete del nord,del nord,3,21.0
idefics2-iter5,plants,piante,abete,abete nero,nero,4,104.0
idefics2-iter5,plants,piante,abete,abete bianco,bianco,5,224.0
idefics2-iter5,plants,piante,abete,abete rosso del nord,rosso del nord,6,48.0
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del nord,rosso delle alpi del nord,7,
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del sud,rosso delle alpi del sud,8,
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del tirolo,rosso delle alpi del tirolo,9,
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del sud-est,rosso delle alpi del sud-est,10,
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del nord-ovest,rosso delle alpi del nord-ovest,11,
idefics2-iter5,plants,piante,abete,abete rosso delle alpi del nord-o,rosso delle alpi del nord-o,12,
idefics2-iter1,vehicles,veicoli,aereo,elicottero,elicottero,1,30198.0
idefics2-iter1,vehicles,veicoli,aereo,aerosilurante,aerosilurante,2,733.0
idefics2-iter1,vehicles,veicoli,aereo,aeroplano,aeroplano,3,27876.0
idefics2-iter1,vehicles,veicoli,aereo,aerostato,aerostato,4,3318.0
idefics2-iter1,vehicles,veicoli,aereo,drone,drone,5,43184.0
idefics2-iter1,vehicles,veicoli,aereo,missile,missile,6,33176.0
idefics2-iter1,vehicles,veicoli,aereo,glider,glider,7,829.0
idefics2-iter1,vehicles,veicoli,aereo,paracadute,paracadute,8,20531.0
idefics2-iter1,vehicles,veicoli,aereo,aliante,aliante,9,21346.0
idefics2-iter1,vehicles,veicoli,aereo,dirigibile,dirigibile,10,12297.0
idefics2-iter1,vehicles,veicoli,aereo,zeppelin,zeppelin,11,
idefics2-iter1,vehicles,veicoli,aereo,blimp,blimp,12,
idefics2-iter1,vehicles,veicoli,aereo,aerostato,aerostato,13,3318.0
idefics2-iter2,vehicles,veicoli,aereo,elica,elica,1,18220.0
idefics2-iter2,vehicles,veicoli,aereo,ala,ala,2,20871.0
idefics2-iter2,vehicles,veicoli,aereo,stivale,stivale,3,44712.0
idefics2-iter2,vehicles,veicoli,aereo,piano,piano,4,39310.0
idefics2-iter2,vehicles,veicoli,aereo,fusolio,fusolio,5,
idefics2-iter2,vehicles,veicoli,aereo,apertura,apertura,6,12744.0
idefics2-iter2,vehicles,veicoli,aereo,coda,coda,7,44394.0
idefics2-iter2,vehicles,veicoli,aereo,seat,seat,8,
idefics2-iter2,vehicles,veicoli,aereo,se,se,9,
idefics2-iter3,vehicles,veicoli,aereo,elicottero,elicottero,1,30198.0
idefics2-iter3,vehicles,veicoli,aereo,aeroplano,aeroplano,2,27876.0
idefics2-iter3,vehicles,veicoli,aereo,drone,drone,3,43184.0
idefics2-iter3,vehicles,veicoli,aereo,aereo di difesa,di difesa,4,
idefics2-iter3,vehicles,veicoli,aereo,aereo da guerra,da guerra,5,80.0
idefics2-iter4,vehicles,veicoli,aereo,elicottero,elicottero,1,30198.0
idefics2-iter4,vehicles,veicoli,aereo,aeroplano,aeroplano,2,27876.0
idefics2-iter4,vehicles,veicoli,aereo,dirigibile,dirigibile,3,12297.0
idefics2-iter4,vehicles,veicoli,aereo,bombardiere,bombardiere,4,20377.0
idefics2-iter4,vehicles,veicoli,aereo,caccia,caccia,5,39930.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da turismo,da turismo,6,44.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da caccia,da caccia,7,62.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da attacco,da attacco,8,24.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,9,70.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,10,2070.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,11,102.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,12,74.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,13,70.0
idefics2-iter4,vehicles,veicoli,aereo,aereo da attacco,da attacco,14,24.0
idefics2-iter5,vehicles,veicoli,aereo,aeromobile,aeromobile,1,17120.0
