participant,category,category_it,concept,exemplar,clean_exemplar,rank,asb_freq
mixtral-iter1,plants,piante,abete,abete di douglas,di douglas,1,21.0
mixtral-iter1,plants,piante,abete,abete bianco,bianco,2,224.0
mixtral-iter1,plants,piante,abete,abete rosso,rosso,3,15104.0
mixtral-iter1,plants,piante,abete,abete del colorado,del colorado,4,27.0
mixtral-iter1,plants,piante,abete,abete di nordmann,di nordmann,5,3.0
mixtral-iter1,plants,piante,abete,abete nobile,nobile,6,10.0
mixtral-iter1,plants,piante,abete,abete di picea,di picea,7,0.0
mixtral-iter1,plants,piante,abete,abete di siberia,di siberia,8,0.0
mixtral-iter1,plants,piante,abete,abete di vancouver,di vancouver,9,3.0
mixtral-iter1,plants,piante,abete,abete di fraser,di fraser,10,23.0
mixtral-iter1,plants,piante,abete,abete di nobile,di nobile,11,0.0
mixtral-iter1,plants,piante,abete,abete di serbia,di serbia,12,2.0
mixtral-iter1,plants,piante,abete,abete di grecia,di grecia,13,0.0
mixtral-iter1,plants,piante,abete,abete di virginia,di virginia,14,0.0
mixtral-iter1,plants,piante,abete,abete di cork,di cork,15,0.0
mixtral-iter1,plants,piante,abete,abete di lamarck,di lamarck,16,0.0
mixtral-iter1,plants,piante,abete,abete di mugho,di mugho,17,0.0
mixtral-iter1,plants,piante,abete,abete di sawara,di sawara,18,0.0
mixtral-iter1,plants,piante,abete,abete di tsuga,di tsuga,19,0.0
mixtral-iter1,plants,piante,abete,abete di thuya,di thuya,20,0.0
mixtral-iter1,plants,piante,abete,abete di metasequoia,di metasequoia,21,0.0
mixtral-iter1,plants,piante,abete,abete di ketele,di ketele,22,0.0
mixtral-iter2,plants,piante,abete,abete bianco,bianco,1,224.0
mixtral-iter2,plants,piante,abete,abete di douglas,di douglas,2,21.0
mixtral-iter2,plants,piante,abete,abete rosso,rosso,3,15104.0
mixtral-iter2,plants,piante,abete,abete nobile,nobile,4,10.0
mixtral-iter2,plants,piante,abete,abete di spagna,di spagna,5,21.0
mixtral-iter2,plants,piante,abete,abete del caucaso,del caucaso,6,61.0
mixtral-iter2,plants,piante,abete,abete di picea,di picea,7,0.0
mixtral-iter2,plants,piante,abete,abete di sitka,di sitka,8,8.0
mixtral-iter2,plants,piante,abete,abete di nobile,di nobile,9,0.0
mixtral-iter2,plants,piante,abete,abete di serbia,di serbia,10,2.0
mixtral-iter2,plants,piante,abete,abete di grecia,di grecia,11,0.0
mixtral-iter2,plants,piante,abete,abete di macedonia,di macedonia,12,1.0
mixtral-iter2,plants,piante,abete,abete di virginia,di virginia,13,0.0
mixtral-iter2,plants,piante,abete,abete di jack,di jack,14,0.0
mixtral-iter2,plants,piante,abete,abete di bristlecone,di bristlecone,15,0.0
