category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
plants,piante,abete,ABETE_abete bianco,bianco,5,1,1,1.0,1.0,1.0,5,1.0,224.0
plants,piante,abete,ABETE_abete rosso,rosso,5,2,2,2.0,0.0,1.0,5,0.10026,15104.0
plants,piante,abete,ABETE_abete giallo,giallo,1,3,3,3.0,0.0,0.2,5,0.02005,6.0
plants,piante,abete,ABETE_abete nero,nero,4,3,7,4.25,0.0,0.8,5,0.2692,104.0
plants,piante,abete,ABETE_abete silvestre,silvestre,2,5,6,5.5,0.0,0.4,5,0.05182,2.0
plants,piante,abete,ABETE_abete bianco americano,bianco americano,2,6,7,6.5,0.0,0.4,5,0.04947,12.0
plants,piante,abete,ABETE_abete bianco europeo,bianco europeo,2,4,7,5.5,0.0,0.4,5,0.08338,3.0
plants,piante,abete,ABETE_abete rosso di norvegia,rosso di norvegia,4,3,16,9.75,0.0,0.8,5,0.27263,0.0
plants,piante,abete,ABETE_abete rosso della california,rosso della california,2,9,11,10.0,0.0,0.4,5,0.05182,6.0
plants,piante,abete,ABETE_abete rosso del caucaso,rosso del caucaso,3,10,13,11.0,0.0,0.6,5,0.09132,1.0
plants,piante,abete,ABETE_abete rosso del nord america,rosso del nord america,1,11,11,11.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del siberia,rosso del siberia,1,12,12,12.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del colorado,rosso del colorado,2,10,13,11.5,0.0,0.4,5,0.05569,3.0
plants,piante,abete,ABETE_abete rosso del marocco,rosso del marocco,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del montenegro,rosso del montenegro,1,15,15,15.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del portogallo,rosso del portogallo,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del romania,rosso del romania,1,17,17,17.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del nord,rosso del nord,3,4,11,7.0,0.0,0.6,5,0.18369,48.0
plants,piante,abete,ABETE_abete bianco di colorado,bianco di colorado,2,5,10,7.5,0.0,0.4,5,0.09201,0.0
plants,piante,abete,ABETE_abete bianco del nord,bianco del nord,2,6,12,9.0,0.0,0.4,5,0.09036,3.0
plants,piante,abete,ABETE_abete di douglas,di douglas,1,7,7,7.0,0.0,0.2,5,0.02005,21.0
plants,piante,abete,ABETE_abete di sibiria,di sibiria,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete tannino,tannino,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete bianco di siberia,bianco di siberia,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete gigante,gigante,3,4,5,4.6667,0.0,0.6,5,0.07574,102.0
plants,piante,abete,ABETE_abete blu,blu,1,8,8,8.0,0.0,0.2,5,0.02005,13.0
plants,piante,abete,ABETE_abete rosso di vencezia,rosso di vencezia,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di nordamerica,rosso di nordamerica,1,10,10,10.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di colorado,rosso di colorado,2,11,15,13.0,0.0,0.4,5,0.05874,0.0
plants,piante,abete,ABETE_abete rosso di washington,rosso di washington,2,12,17,14.5,0.0,0.4,5,0.0612,0.0
plants,piante,abete,ABETE_abete rosso di mugo,rosso di mugo,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di leyland,rosso di leyland,1,15,15,15.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di douglas,rosso di douglas,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di monterey,rosso di monterey,1,17,17,17.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete roverso,roverso,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete di nordmann,di nordmann,1,6,6,6.0,0.0,0.2,5,0.02005,3.0
plants,piante,abete,ABETE_abete bianco di california,bianco di california,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete bianco di sibiria,bianco di sibiria,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di scozia,rosso di scozia,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di caucaso,rosso di caucaso,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di oregon,rosso di oregon,1,16,16,16.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso di virginia,rosso di virginia,1,18,18,18.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abeto del colorado,abeto del colorado,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del nord-est,rosso del nord-est,1,7,7,7.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del nord-ovest,rosso del nord-ovest,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete rosso del sibiria,rosso del sibiria,1,9,9,9.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete bianco del siberia,bianco del siberia,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete bianco del caucaso,bianco del caucaso,1,14,14,14.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete bianco della california,bianco della california,1,15,15,15.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abete ros,ros,1,17,17,17.0,0.0,0.2,5,0.02005,2.0
vehicles,veicoli,aereo,AEREO_aereo commerciale,commerciale,3,1,1,1.0,0.6,0.6,5,0.6,43.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,2,2,18,10.0,0.0,0.4,5,0.19474,62.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto militare,da trasporto militare,1,3,3,3.0,0.0,0.2,5,0.02005,68.0
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,4,2,7,4.5,0.0,0.8,5,0.26286,30198.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,5,3,6,4.6,0.0,1.0,5,0.23127,74.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,4,4,20,9.0,0.0,0.8,5,0.37752,2070.0
vehicles,veicoli,aereo,AEREO_aereo da sorveglianza,da sorveglianza,2,5,7,6.0,0.0,0.4,5,0.06321,25.0
vehicles,veicoli,aereo,AEREO_aereo da cargo,da cargo,5,5,9,7.0,0.0,1.0,5,0.19325,16.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,4,3,9,5.25,0.0,0.8,5,0.28034,44.0
vehicles,veicoli,aereo,AEREO_aereo sperimentale,sperimentale,4,8,10,9.25,0.0,0.8,5,0.09942,580.0
vehicles,veicoli,aereo,AEREO_aereo solare,solare,2,11,12,11.5,0.0,0.4,5,0.04477,160.0
vehicles,veicoli,aereo,AEREO_aerostato,aerostato,3,7,15,11.3333,0.0,0.6,5,0.12751,3318.0
vehicles,veicoli,aereo,AEREO_aerobus,aerobus,3,8,17,12.6667,0.0,0.6,5,0.1288,3406.0
vehicles,veicoli,aereo,AEREO_drone aereo,drone aereo,1,14,14,14.0,0.0,0.2,5,0.02005,92.0
vehicles,veicoli,aereo,AEREO_aereo idrovolante,idrovolante,1,15,15,15.0,0.0,0.2,5,0.02005,52.0
vehicles,veicoli,aereo,AEREO_aereo a elica,a elica,2,13,16,14.5,0.0,0.4,5,0.05182,394.0
vehicles,veicoli,aereo,AEREO_aereo a reazione,a reazione,2,14,17,15.5,0.0,0.4,5,0.05092,44.0
vehicles,veicoli,aereo,AEREO_aereo militare,militare,4,2,4,3.0,0.0,0.8,5,0.22593,182.0
vehicles,veicoli,aereo,AEREO_aereo da turismo o aviazione generale,da turismo o aviazione generale,1,8,8,8.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aereo spia,spia,1,10,10,10.0,0.0,0.2,5,0.02005,51.0
vehicles,veicoli,aereo,AEREO_aereo drone,drone,1,11,11,11.0,0.0,0.2,5,0.02005,164.0
vehicles,veicoli,aereo,AEREO_aereo da alta quota,da alta quota,1,12,12,12.0,0.0,0.2,5,0.02005,22.0
vehicles,veicoli,aereo,AEREO_aereo da volo supersonico,da volo supersonico,1,13,13,13.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_aereo da ala fissa,da ala fissa,1,14,14,14.0,0.0,0.2,5,0.02005,1.0
vehicles,veicoli,aereo,AEREO_aereo da,da,1,15,15,15.0,0.0,0.2,5,0.02005,56.0
vehicles,veicoli,aereo,AEREO_jet,jet,2,1,1,1.0,0.4,0.4,5,0.4,33516.0
vehicles,veicoli,aereo,AEREO_aereo di linea,di linea,2,2,3,2.5,0.0,0.4,5,0.08338,25.0
