category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
plants,piante,abete,ABETE_abeto,abeto,1,1,1,1.0,0.2,0.2,5,0.2,256.0
plants,piante,abete,ABETE_abeto rosso,abeto rosso,1,2,2,2.0,0.0,0.2,5,0.02005,4.0
plants,piante,abete,ABETE_abeto bianco,abeto bianco,1,3,3,3.0,0.0,0.2,5,0.02005,1.0
plants,piante,abete,ABETE_abeto azzurro,abeto azzurro,1,4,4,4.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abeto a grosse foglie,abeto a grosse foglie,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_birch,birch,1,1,1,1.0,0.2,0.2,5,0.2,2352.0
plants,piante,abete,ABETE_cedar,cedar,1,2,2,2.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_cypress,cypress,1,3,3,3.0,0.0,0.2,5,0.02005,1669.0
plants,piante,abete,ABETE_elm,elm,1,4,4,4.0,0.0,0.2,5,0.02005,4003.0
plants,piante,abete,ABETE_maple,maple,1,5,5,5.0,0.0,0.2,5,0.02005,3204.0
plants,piante,abete,ABETE_pine,pine,1,6,6,6.0,0.0,0.2,5,0.02005,7168.0
plants,piante,abete,ABETE_pinus,pinus,1,1,1,1.0,0.2,0.2,5,0.2,4935.0
plants,piante,abete,ABETE_araucaria,araucaria,1,2,2,2.0,0.0,0.2,5,0.02005,875.0
plants,piante,abete,ABETE_acidana,acidana,1,3,3,3.0,0.0,0.2,5,0.02005,0.0
plants,piante,abete,ABETE_abies,abies,1,4,4,4.0,0.0,0.2,5,0.02005,2136.0
plants,piante,abete,ABETE_eucalyptus,eucalyptus,1,5,5,5.0,0.0,0.2,5,0.02005,1636.0
plants,piante,abete,ABETE_thuja,thuja,1,6,6,6.0,0.0,0.2,5,0.02005,954.0
