category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
plants,piante,abete,ABETE_abete rosso,rosso,5,1,1,1.0,1.0,1.0,5,1.0,33472.0
plants,piante,abete,ABETE_abete bianco,bianco,5,2,2,2.0,0.0,1.0,5,0.10026,2759185.0
plants,piante,abete,ABETE_abete nero,nero,5,3,4,3.2,0.0,1.0,5,0.1927,30046.0
plants,piante,abete,ABETE_abete fuso,fuso,5,3,4,3.8,0.0,1.0,5,0.12337,42568.0
plants,piante,abete,ABETE_abete cembro,cembro,2,5,5,5.0,0.0,0.4,5,0.0401,
plants,piante,abete,ABETE_abete di douglas,di douglas,5,5,9,6.6,0.0,1.0,5,0.21402,
plants,piante,abete,ABETE_abete siberiano,siberiano,2,6,7,6.5,0.0,0.4,5,0.04947,19935.0
plants,piante,abete,ABETE_abete gigante,gigante,3,6,10,8.0,0.0,0.6,5,0.10921,31554.0
plants,piante,abete,ABETE_abete di nord america,di nord america,1,9,9,9.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di canada,di canada,1,10,10,10.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di colorado,di colorado,1,7,7,7.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di nordamerica,di nordamerica,1,8,8,8.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di siberia,di siberia,2,8,9,8.5,0.0,0.4,5,0.04678,
plants,piante,abete,ABETE_abete laricio,laricio,1,5,5,5.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete alba,alba,1,6,6,6.0,0.0,0.2,5,0.02005,21705.0
plants,piante,abete,ABETE_abete silver fir,silver fir,1,7,7,7.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete bianco di siberia,bianco di siberia,1,8,8,8.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete roso,roso,1,5,5,5.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di nordmann,di nordmann,2,7,8,7.5,0.0,0.4,5,0.0479,
plants,piante,abete,ABETE_abete di weihenstephaner,di weihenstephaner,1,9,9,9.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di fraser,di fraser,1,10,10,10.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da carico,da carico,5,1,4,2.6,0.4,1.0,5,0.48327,
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,5,1,2,1.4,0.6,1.0,5,0.6401,275.0
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,5,2,4,3.0,0.0,1.0,5,0.24245,319.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,5,3,13,7.2,0.0,1.0,5,0.3754,111.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,4,5,14,7.25,0.0,0.8,5,0.31572,97.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto vip,da trasporto vip,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,5,2,8,6.0,0.0,1.0,5,0.25843,30198.0
vehicles,veicoli,aereo,AEREO_aerostato,aerostato,2,8,9,8.5,0.0,0.4,5,0.04678,3318.0
vehicles,veicoli,aereo,AEREO_dirigibile,dirigibile,4,8,11,9.5,0.0,0.8,5,0.11703,12297.0
vehicles,veicoli,aereo,AEREO_paracadutista,paracadutista,2,9,10,9.5,0.0,0.4,5,0.04594,19458.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,2,2,2.0,0.0,0.2,5,0.02005,33.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto militare,da trasporto militare,1,5,5,5.0,0.0,0.2,5,0.02005,23.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto passeggeri,da trasporto passeggeri,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,3,11,16,13.6667,0.0,0.6,5,0.09046,51.0
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento marittimo,da pattugliamento marittimo,1,12,12,12.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento terrestre,da pattugliamento terrestre,1,13,13,13.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento aereo,da pattugliamento aereo,1,14,14,14.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da ricerca e soccorso,da ricerca e soccorso,2,15,16,15.5,0.0,0.4,5,0.04343,
vehicles,veicoli,aereo,AEREO_aereo da trasporto sanitario,da trasporto sanitario,1,16,16,16.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da,da,1,17,17,17.0,0.0,0.2,5,0.02005,29580.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto di linea,da trasporto di linea,1,4,4,4.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da trasporto charter,da trasporto charter,1,5,5,5.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aeroplano,aeroplano,1,7,7,7.0,0.0,0.2,5,0.02005,27876.0
vehicles,veicoli,aereo,AEREO_aliante,aliante,1,8,8,8.0,0.0,0.2,5,0.02005,21346.0
vehicles,veicoli,aereo,AEREO_parapendio,parapendio,1,9,9,9.0,0.0,0.2,5,0.02005,16259.0
vehicles,veicoli,aereo,AEREO_paracadute,paracadute,1,10,10,10.0,0.0,0.2,5,0.02005,20531.0
vehicles,veicoli,aereo,AEREO_sonda,sonda,1,12,12,12.0,0.0,0.2,5,0.02005,16142.0
vehicles,veicoli,aereo,AEREO_aereo da pattuglia,da pattuglia,2,13,15,14.0,0.0,0.4,5,0.0479,
vehicles,veicoli,aereo,AEREO_aereo da trasporto cargo,da trasporto cargo,2,6,8,7.0,0.0,0.4,5,0.05874,
vehicles,veicoli,aereo,AEREO_aereo da trasporto tattico,da trasporto tattico,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da trasporto strategico,da trasporto strategico,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da sci,da sci,1,10,10,10.0,0.0,0.2,5,0.02005,1023.0
vehicles,veicoli,aereo,AEREO_aereo da parapendio,da parapendio,1,11,11,11.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da ballo,da ballo,1,12,12,12.0,0.0,0.2,5,0.02005,696.0
vehicles,veicoli,aereo,AEREO_aereo da sorveglianza,da sorveglianza,1,15,15,15.0,0.0,0.2,5,0.02005,25.0
vehicles,veicoli,aereo,AEREO_aereo da salvataggio,da salvataggio,1,17,17,17.0,0.0,0.2,5,0.02005,21.0
stationery,cancelleria,agenda,AGENDA_agenda cartacea,cartacea,3,1,9,3.6667,0.4,0.6,5,0.42005,25127.0
stationery,cancelleria,agenda,AGENDA_agenda digitale,digitale,5,2,8,5.0,0.0,1.0,5,0.3311,18961.0
stationery,cancelleria,agenda,AGENDA_agenda elettronica,elettronica,2,2,3,2.5,0.0,0.4,5,0.08338,26217.0
stationery,cancelleria,agenda,AGENDA_agenda personale,personale,3,4,13,8.6667,0.0,0.6,5,0.17576,15991.0
stationery,cancelleria,agenda,AGENDA_agenda quotidiana,quotidiana,1,5,5,5.0,0.0,0.2,5,0.02005,
stationery,cancelleria,agenda,AGENDA_agenda settimanale,settimanale,1,6,6,6.0,0.0,0.2,5,0.02005,33902.0
stationery,cancelleria,agenda,AGENDA_agenda mensile,mensile,1,7,7,7.0,0.0,0.2,5,0.02005,17128.0
stationery,cancelleria,agenda,AGENDA_agenda annuale,annuale,1,8,8,8.0,0.0,0.2,5,0.02005,22089.0
stationery,cancelleria,agenda,AGENDA_agenda di viaggio,di viaggio,3,9,17,12.0,0.0,0.6,5,0.13823,102.0
stationery,cancelleria,agenda,AGENDA_agenda di lavoro,di lavoro,3,8,19,12.3333,0.0,0.6,5,0.16515,866.0
