category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
plants,piante,abete,ABETE_abete rosso,rosso,1,1,1,1.0,1.0,1.0,1,1.0,15104.0
plants,piante,abete,ABETE_abete bianco,bianco,1,2,2,2.0,0.0,1.0,1,0.10026,224.0
plants,piante,abete,ABETE_abete argentato,argentato,1,3,3,3.0,0.0,1.0,1,0.10026,48.0
plants,piante,abete,ABETE_abete dei boschi,dei boschi,1,4,4,4.0,0.0,1.0,1,0.10026,6.0
plants,piante,abete,ABETE_abete di nordmann,di nordmann,1,5,5,5.0,0.0,1.0,1,0.10026,3.0
plants,piante,abete,ABETE_abete di oregón,di oregón,1,6,6,6.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di sitka,di sitka,1,7,7,7.0,0.0,1.0,1,0.10026,8.0
plants,piante,abete,ABETE_abete di vancouver,di vancouver,1,8,8,8.0,0.0,1.0,1,0.10026,3.0
plants,piante,abete,ABETE_abete di weymouth,di weymouth,1,9,9,9.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di douglas,di douglas,1,10,10,10.0,0.0,1.0,1,0.10026,21.0
plants,piante,abete,ABETE_abete di engelmann,di engelmann,1,11,11,11.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di grandi monti,di grandi monti,1,12,12,12.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di jeffrey,di jeffrey,1,13,13,13.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di menzies,di menzies,1,14,14,14.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di noble,di noble,1,15,15,15.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di ponderosa,di ponderosa,1,16,16,16.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di virginia,di virginia,1,17,17,17.0,0.0,1.0,1,0.10026,0.0
plants,piante,abete,ABETE_abete di wright,di wright,1,18,18,18.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_aereo di linea,di linea,1,1,1,1.0,1.0,1.0,1,1.0,25.0
vehicles,veicoli,aereo,AEREO_aereo da guerra,da guerra,1,2,2,2.0,0.0,1.0,1,0.10026,80.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,1,3,3,3.0,0.0,1.0,1,0.10026,70.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,4,4,4.0,0.0,1.0,1,0.10026,62.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,1,5,5,5.0,0.0,1.0,1,0.10026,2070.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,1,6,6,6.0,0.0,1.0,1,0.10026,44.0
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,1,7,7,7.0,0.0,1.0,1,0.10026,30198.0
vehicles,veicoli,aereo,AEREO_drone,drone,1,8,8,8.0,0.0,1.0,1,0.10026,43184.0
vehicles,veicoli,aereo,AEREO_aereo da cargo,da cargo,1,9,9,9.0,0.0,1.0,1,0.10026,16.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,10,10,10.0,0.0,1.0,1,0.10026,74.0
vehicles,veicoli,aereo,AEREO_aereo da soccorso,da soccorso,1,11,11,11.0,0.0,1.0,1,0.10026,4.0
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento,da pattugliamento,1,12,12,12.0,0.0,1.0,1,0.10026,27.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione aerea,da ricognizione aerea,1,13,13,13.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto militare,da trasporto militare,1,14,14,14.0,0.0,1.0,1,0.10026,68.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto civile,da trasporto civile,1,15,15,15.0,0.0,1.0,1,0.10026,96.0
vehicles,veicoli,aereo,AEREO_aereo da turismo leggero,da turismo leggero,1,16,16,16.0,0.0,1.0,1,0.10026,3.0
vehicles,veicoli,aereo,AEREO_aereo da turismo sportivo,da turismo sportivo,1,17,17,17.0,0.0,1.0,1,0.10026,18.0
vehicles,veicoli,aereo,AEREO_aereo da turismo multomotore,da turismo multomotore,1,18,18,18.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_aereo da turismo monomotore,da turismo monomotore,1,19,19,19.0,0.0,1.0,1,0.10026,15.0
vehicles,veicoli,aereo,AEREO_aereo da turismo a elica,da turismo a elica,1,20,20,20.0,0.0,1.0,1,0.10026,3.0
vehicles,veicoli,aereo,AEREO_aereo da turismo a reazione,da turismo a reazione,1,21,21,21.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_aereo da turismo a getto,da turismo a getto,1,22,22,22.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_aereo da turismo a pistone,da turismo a pistone,1,23,23,23.0,0.0,1.0,1,0.10026,0.0
vehicles,veicoli,aereo,AEREO_a,a,1,24,24,24.0,0.0,1.0,1,0.10026,36748.0
stationery,cancelleria,agenda,AGENDA_agenda cartacea,cartacea,1,1,1,1.0,1.0,1.0,1,1.0,28.0
stationery,cancelleria,agenda,AGENDA_agenda elettronica,elettronica,1,2,2,2.0,0.0,1.0,1,0.10026,38.0
stationery,cancelleria,agenda,AGENDA_agenda online,online,1,3,3,3.0,0.0,1.0,1,0.10026,386.0
stationery,cancelleria,agenda,AGENDA_agenda a spirale,a spirale,1,4,4,4.0,0.0,1.0,1,0.10026,2.0
stationery,cancelleria,agenda,AGENDA_agenda a quaderni,a quaderni,1,5,5,5.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda a fogli mobili,a fogli mobili,1,6,6,6.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda a sezioni,a sezioni,1,7,7,7.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda a giorno,a giorno,1,8,8,8.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda settimanale,settimanale,1,9,9,9.0,0.0,1.0,1,0.10026,52.0
stationery,cancelleria,agenda,AGENDA_agenda mensile,mensile,1,10,10,10.0,0.0,1.0,1,0.10026,130.0
stationery,cancelleria,agenda,AGENDA_agenda annuale,annuale,1,11,11,11.0,0.0,1.0,1,0.10026,206.0
stationery,cancelleria,agenda,AGENDA_agenda professionale,professionale,1,12,12,12.0,0.0,1.0,1,0.10026,46.0
stationery,cancelleria,agenda,AGENDA_agenda personale,personale,1,13,13,13.0,0.0,1.0,1,0.10026,520.0
stationery,cancelleria,agenda,AGENDA_agenda scolastica,scolastica,1,14,14,14.0,0.0,1.0,1,0.10026,204.0
stationery,cancelleria,agenda,AGENDA_agenda universitaria,universitaria,1,15,15,15.0,0.0,1.0,1,0.10026,10.0
stationery,cancelleria,agenda,AGENDA_agenda aziendale,aziendale,1,16,16,16.0,0.0,1.0,1,0.10026,24.0
stationery,cancelleria,agenda,AGENDA_agenda di viaggio,di viaggio,1,17,17,17.0,0.0,1.0,1,0.10026,46.0
stationery,cancelleria,agenda,AGENDA_agenda di appuntamenti,di appuntamenti,1,18,18,18.0,0.0,1.0,1,0.10026,40.0
stationery,cancelleria,agenda,AGENDA_agenda di contatti,di contatti,1,19,19,19.0,0.0,1.0,1,0.10026,20.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi,di indirizzi,1,20,20,20.0,0.0,1.0,1,0.10026,15.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi e numeri di telefono,di indirizzi e numeri di telefono,1,21,21,21.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi e-mail,di indirizzi e-mail,1,22,22,22.0,0.0,1.0,1,0.10026,2.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi postali,di indirizzi postali,1,23,23,23.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi web,di indirizzi web,1,24,24,24.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi social,di indirizzi social,1,25,25,25.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,agenda,AGENDA_agenda di indirizzi professionali,di indirizzi professionali,1,26,26,26.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a parete,a parete,1,1,1,1.0,1.0,1.0,1,1.0,25.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti a piantana,a piantana,1,2,2,2.0,0.0,1.0,1,0.10026,21.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da viaggio,da viaggio,1,3,3,3.0,0.0,1.0,1,0.10026,2.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da porta,da porta,1,4,4,4.0,0.0,1.0,1,0.10026,43.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca,da tasca,1,5,5,5.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con specchio,da tasca con specchio,1,6,6,6.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con luce,da tasca con luce,1,7,7,7.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con carica usb,da tasca con carica usb,1,8,8,8.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta cellulare,da tasca con porta cellulare,1,9,9,9.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta bottiglia,da tasca con porta bottiglia,1,10,10,10.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta occhiali,da tasca con porta occhiali,1,11,11,11.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta chiavi,da tasca con porta chiavi,1,12,12,12.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta monete,da tasca con porta monete,1,13,13,13.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta penna,da tasca con porta penna,1,14,14,14.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da tasca con porta orologio,da tasca con porta orologio,1,15,15,15.0,0.0,1.0,1,0.10026,0.0
furnishings/fittings,arredamenti/accessori,appendiabiti,APPENDIABITI_appendiabiti da,da,1,16,16,16.0,0.0,1.0,1,0.10026,55.0
furniture,mobili,armadio,ARMADIO_armadio a muro,a muro,1,1,1,1.0,1.0,1.0,1,1.0,48.0
furniture,mobili,armadio,ARMADIO_armadio guardaroba,guardaroba,1,2,2,2.0,0.0,1.0,1,0.10026,167.0
furniture,mobili,armadio,ARMADIO_armadio a ponte,a ponte,1,3,3,3.0,0.0,1.0,1,0.10026,24.0
furniture,mobili,armadio,ARMADIO_armadio a cassetti,a cassetti,1,4,4,4.0,0.0,1.0,1,0.10026,24.0
furniture,mobili,armadio,ARMADIO_armadio a colonna,a colonna,1,5,5,5.0,0.0,1.0,1,0.10026,20.0
furniture,mobili,armadio,ARMADIO_armadio a specchio,a specchio,1,6,6,6.0,0.0,1.0,1,0.10026,25.0
furniture,mobili,armadio,ARMADIO_armadio a scomparsa,a scomparsa,1,7,7,7.0,0.0,1.0,1,0.10026,21.0
furniture,mobili,armadio,ARMADIO_armadio a vista,a vista,1,8,8,8.0,0.0,1.0,1,0.10026,21.0
furniture,mobili,armadio,ARMADIO_armadio a giorno,a giorno,1,9,9,9.0,0.0,1.0,1,0.10026,91.0
furniture,mobili,armadio,ARMADIO_armadio a incasso,a incasso,1,10,10,10.0,0.0,1.0,1,0.10026,13.0
furniture,mobili,armadio,ARMADIO_armadio a slitta,a slitta,1,11,11,11.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a libro,a libro,1,12,12,12.0,0.0,1.0,1,0.10026,1.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con specchio,a ponte con specchio,1,13,13,13.0,0.0,1.0,1,0.10026,1.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con cassetti,a ponte con cassetti,1,14,14,14.0,0.0,1.0,1,0.10026,1.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante scorrevoli,a ponte con ante scorrevoli,1,15,15,15.0,0.0,1.0,1,0.10026,7.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante battenti,a ponte con ante battenti,1,16,16,16.0,0.0,1.0,1,0.10026,10.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante a libro,a ponte con ante a libro,1,17,17,17.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante a specchio,a ponte con ante a specchio,1,18,18,18.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante a giorno,a ponte con ante a giorno,1,19,19,19.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante a incasso,a ponte con ante a incasso,1,20,20,20.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante a scomparsa,a ponte con ante a scomparsa,1,21,21,21.0,0.0,1.0,1,0.10026,0.0
furniture,mobili,armadio,ARMADIO_armadio a ponte con ante sc,a ponte con ante sc,1,22,22,22.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per matite,per matite,1,1,1,1.0,1.0,1.0,1,1.0,29.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per penne,per penne,1,2,2,2.0,0.0,1.0,1,0.10026,22.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per pennarelli,per pennarelli,1,3,3,3.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per colori,per colori,1,4,4,4.0,0.0,1.0,1,0.10026,3.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per strumenti da disegno,per strumenti da disegno,1,5,5,5.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per occhiali,per occhiali,1,6,6,6.0,0.0,1.0,1,0.10026,23.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per gioielli,per gioielli,1,7,7,7.0,0.0,1.0,1,0.10026,21.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per medicinali,per medicinali,1,8,8,8.0,0.0,1.0,1,0.10026,0.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per chiavi,per chiavi,1,9,9,9.0,0.0,1.0,1,0.10026,1.0
stationery,cancelleria,astuccio,ASTUCCIO_astuccio per carte di credito,per carte di credito,1,10,10,10.0,0.0,1.0,1,0.10026,1.0
