category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
plants,piante,abete,ABETE_abete di legno,di legno,2,1,1,1.0,0.4,0.4,5,0.4,35.0
plants,piante,abete,ABETE_abete del costa rica,del costa rica,1,2,2,2.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete orientale,orientale,1,3,3,3.0,0.0,0.2,5,0.02005,18237.0
plants,piante,abete,ABETE_abete rosso,rosso,1,4,4,4.0,0.0,0.2,5,0.02005,33472.0
plants,piante,abete,ABETE_abete in cera,in cera,1,2,2,2.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete verde,verde,1,3,3,3.0,0.0,0.2,5,0.02005,26252.0
plants,piante,abete,ABETE_sacco,sacco,1,1,1,1.0,0.2,0.2,5,0.2,16949.0
plants,piante,abete,ABETE_bastone,bastone,1,2,2,2.0,0.0,0.2,5,0.02005,41098.0
plants,piante,abete,ABETE_fasce,fasce,1,3,3,3.0,0.0,0.2,5,0.02005,31151.0
plants,piante,abete,ABETE_colla,colla,1,4,4,4.0,0.0,0.2,5,0.02005,41820.0
plants,piante,abete,ABETE_abete della cappadocia,della cappadocia,1,1,1,1.0,0.2,0.2,5,0.2,
plants,piante,abete,ABETE_abete del caucaso,del caucaso,1,2,2,2.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete della crimea,della crimea,1,3,3,3.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete europeo,europeo,1,4,4,4.0,0.0,0.2,5,0.02005,17373.0
plants,piante,abete,ABETE_abete da scrivania,da scrivania,1,1,1,1.0,0.2,0.2,5,0.2,65.0
plants,piante,abete,ABETE_abete da disegno,da disegno,1,2,2,2.0,0.0,0.2,5,0.02005,229.0
plants,piante,abete,ABETE_abete da lettura,da lettura,1,3,3,3.0,0.0,0.2,5,0.02005,133.0
plants,piante,abete,ABETE_abete da lavoro,da lavoro,1,4,4,4.0,0.0,0.2,5,0.02005,47.0
vehicles,veicoli,aereo,AEREO_aereo civile,civile,1,1,1,1.0,0.2,0.2,5,0.2,
vehicles,veicoli,aereo,AEREO_aereo militare,militare,2,2,3,2.5,0.0,0.4,5,0.08338,30302.0
vehicles,veicoli,aereo,AEREO_draghetto,draghetto,2,3,3,3.0,0.0,0.4,5,0.0401,3507.0
vehicles,veicoli,aereo,AEREO_elicottero,elicottero,1,4,4,4.0,0.0,0.2,5,0.02005,30198.0
vehicles,veicoli,aereo,AEREO_helicoptrico,helicoptrico,1,5,5,5.0,0.0,0.2,5,0.02005,0.0
vehicles,veicoli,aereo,AEREO_glider,glider,1,6,6,6.0,0.0,0.2,5,0.02005,829.0
vehicles,veicoli,aereo,AEREO_aereo da passeggeri,da passeggeri,3,1,1,1.0,0.6,0.6,5,0.6,42.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,3,2,7,3.6667,0.0,0.6,5,0.29269,275.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,3,3,3.0,0.0,0.2,5,0.02005,33.0
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,2,4,8,6.0,0.0,0.4,5,0.09469,319.0
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento,da pattugliamento,2,5,11,8.0,0.0,0.4,5,0.09976,45.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,2,6,10,8.0,0.0,0.4,5,0.07578,51.0
vehicles,veicoli,aereo,AEREO_aereo di trasporto veloce,di trasporto veloce,1,7,7,7.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,4,4,4.0,0.0,0.2,5,0.02005,97.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto di merci,da trasporto di merci,1,2,2,2.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_glorio,glorio,1,4,4,4.0,0.0,0.2,5,0.02005,427.0
vehicles,veicoli,aereo,AEREO_palla aeree,palla aeree,1,5,5,5.0,0.0,0.2,5,0.02005,66.0
vehicles,veicoli,aereo,AEREO_aereo modello da scale,modello da scale,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_aereo leggero,leggero,1,7,7,7.0,0.0,0.2,5,0.02005,16889.0
vehicles,veicoli,aereo,AEREO_caccialeggeri,caccialeggeri,1,1,1,1.0,0.2,0.2,5,0.2,0.0
vehicles,veicoli,aereo,AEREO_bombardiere,bombardiere,1,2,2,2.0,0.0,0.2,5,0.02005,20377.0
vehicles,veicoli,aereo,AEREO_trasporti commerciali,trasporti commerciali,1,3,3,3.0,0.0,0.2,5,0.02005,251.0
vehicles,veicoli,aereo,AEREO_caccia,caccia,1,4,4,4.0,0.0,0.2,5,0.02005,39930.0
vehicles,veicoli,aereo,AEREO_velivoli di supporto,velivoli di supporto,1,5,5,5.0,0.0,0.2,5,0.02005,20.0
vehicles,veicoli,aereo,AEREO_aereo medico,medico,1,6,6,6.0,0.0,0.2,5,0.02005,
vehicles,veicoli,aereo,AEREO_drone,drone,1,9,9,9.0,0.0,0.2,5,0.02005,43184.0
stationery,cancelleria,agenda,AGENDA_calendario,calendario,5,1,2,1.2,0.8,1.0,5,0.82005,30666.0
stationery,cancelleria,agenda,AGENDA_agenda di viaggio,di viaggio,1,2,2,2.0,0.0,0.2,5,0.02005,102.0
stationery,cancelleria,agenda,AGENDA_agenda di lavoro,di lavoro,1,3,3,3.0,0.0,0.2,5,0.02005,866.0
