category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
plants,piante,abete,ABETE_abete americano,americano,2,1,1,1.0,0.4,0.4,5,0.4,18443.0
plants,piante,abete,ABETE_abete asiatico,asiatico,1,2,2,2.0,0.0,0.2,5,0.02005,33552.0
plants,piante,abete,ABETE_abete balsamina,balsamina,2,2,3,2.5,0.0,0.4,5,0.08338,
plants,piante,abete,ABETE_abete canadese,canadese,2,3,4,3.5,0.0,0.4,5,0.06321,14273.0
plants,piante,abete,ABETE_abete cipresso,cipresso,1,5,5,5.0,0.0,0.2,5,0.02005,34462.0
plants,piante,abete,ABETE_abete di himalaya,di himalaya,1,6,6,6.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di japano,di japano,1,7,7,7.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di faggio,di faggio,2,1,1,1.0,0.4,0.4,5,0.4,
plants,piante,abete,ABETE_abete di monte,di monte,2,2,2,2.0,0.0,0.4,5,0.0401,
plants,piante,abete,ABETE_abete di rosmarino,di rosmarino,1,3,3,3.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di stellato,di stellato,1,4,4,4.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete di montagna,di montagna,1,1,1,1.0,0.2,0.2,5,0.2,547.0
plants,piante,abete,ABETE_abete di pianura,di pianura,1,2,2,2.0,0.0,0.2,5,0.02005,114.0
plants,piante,abete,ABETE_abete di foresta,di foresta,1,3,3,3.0,0.0,0.2,5,0.02005,94.0
plants,piante,abete,ABETE_abete di new england,di new england,1,4,4,4.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete gigante,gigante,1,5,5,5.0,0.0,0.2,5,0.02005,31554.0
plants,piante,abete,ABETE_abete incrociato,incrociato,1,4,4,4.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete montano,montano,1,5,5,5.0,0.0,0.2,5,0.02005,
plants,piante,abete,ABETE_abete rosso,rosso,1,6,6,6.0,0.0,0.2,5,0.02005,33472.0
