category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,abs_freq
plants,piante,abete,ABETE_albero,albero,1,1,1,1.0,1.0,1.0,1,1.0,35138.0
plants,piante,abete,ABETE_arbusto,arbusto,1,2,2,2.0,0.0,1.0,1,0.10026,29878.0
plants,piante,abete,ABETE_cespuglio,cespuglio,1,3,3,3.0,0.0,1.0,1,0.10026,24262.0
plants,piante,abete,ABETE_piante,piante,1,4,4,4.0,0.0,1.0,1,0.10026,50532.0
plants,piante,abete,ABETE_albero di fiori,albero di fiori,1,5,5,5.0,0.0,1.0,1,0.10026,23.0
plants,piante,abete,ABETE_albero di frutta,albero di frutta,1,6,6,6.0,0.0,1.0,1,0.10026,22.0
plants,piante,abete,ABETE_albero di legno,albero di legno,1,7,7,7.0,0.0,1.0,1,0.10026,21.0
plants,piante,abete,ABETE_albero di pino,albero di pino,1,8,8,8.0,0.0,1.0,1,0.10026,40.0
plants,piante,abete,ABETE_albero di palma,albero di palma,1,9,9,9.0,0.0,1.0,1,0.10026,30.0
plants,piante,abete,ABETE_albero di olivo,albero di olivo,1,10,10,10.0,0.0,1.0,1,0.10026,21.0
plants,piante,abete,ABETE_albero di mele,albero di mele,1,11,11,11.0,0.0,1.0,1,0.10026,34.0
plants,piante,abete,ABETE_albero di pera,albero di pera,1,12,12,12.0,0.0,1.0,1,0.10026,27.0
plants,piante,abete,ABETE_albero di limone,albero di limone,1,13,13,13.0,0.0,1.0,1,0.10026,24.0
plants,piante,abete,ABETE_albero di arancia,albero di arancia,1,14,14,14.0,0.0,1.0,1,0.10026,32.0
plants,piante,abete,ABETE_albero di mandorlo,albero di mandorlo,1,15,15,15.0,0.0,1.0,1,0.10026,24.0
plants,piante,abete,ABETE_albero di noci,albero di noci,1,16,16,16.0,0.0,1.0,1,0.10026,21.0
plants,piante,abete,ABETE_albero di castagna,albero di castagna,1,17,17,17.0,0.0,1.0,1,0.10026,25.0
plants,piante,abete,ABETE_albero di gelso,albero di gelso,1,18,18,18.0,0.0,1.0,1,0.10026,28.0
plants,piante,abete,ABETE_albero di tiglio,albero di tiglio,1,19,19,19.0,0.0,1.0,1,0.10026,20.0
plants,piante,abete,ABETE_albero di pioppo,albero di pioppo,1,20,20,20.0,0.0,1.0,1,0.10026,26.0
vehicles,veicoli,aereo,AEREO_aereoplano,aereoplano,1,1,1,1.0,1.0,1.0,1,1.0,3094.0
vehicles,veicoli,aereo,AEREO_aereo nero,nero,1,2,2,2.0,0.0,1.0,1,0.10026,76.0
vehicles,veicoli,aereo,AEREO_aereo militare,militare,1,3,3,3.0,0.0,1.0,1,0.10026,182.0
vehicles,veicoli,aereo,AEREO_aereo civile,civile,1,4,4,4.0,0.0,1.0,1,0.10026,102.0
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,1,5,5,5.0,0.0,1.0,1,0.10026,44.0
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,6,6,6.0,0.0,1.0,1,0.10026,62.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,1,7,7,7.0,0.0,1.0,1,0.10026,70.0
vehicles,veicoli,aereo,AEREO_aereo da guerra,da guerra,1,8,8,8.0,0.0,1.0,1,0.10026,80.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,1,9,9,9.0,0.0,1.0,1,0.10026,2070.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,10,10,10.0,0.0,1.0,1,0.10026,74.0
