category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
plants,piante,abete,ABETE_abete bianco,bianco,1,1,1,1.0,1.0,1.0,1,1.0,2759185.0
plants,piante,abete,ABETE_abete balsamico,balsamico,1,2,2,2.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di douglas,di douglas,1,3,3,3.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete rosso,rosso,1,4,4,4.0,0.0,1.0,1,0.10026,33472.0
plants,piante,abete,ABETE_abete amabile,amabile,1,5,5,5.0,0.0,1.0,1,0.10026,14954.0
plants,piante,abete,ABETE_abete di spagna,di spagna,1,6,6,6.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di nordmann,di nordmann,1,7,7,7.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete argentato,argentato,1,8,8,8.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete marocchino,marocchino,1,9,9,9.0,0.0,1.0,1,0.10026,16530.0
plants,piante,abete,ABETE_abete del colorado,del colorado,1,10,10,10.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete delle rocce,delle rocce,1,11,11,11.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di fraser,di fraser,1,12,12,12.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete gigante,gigante,1,13,13,13.0,0.0,1.0,1,0.10026,31554.0
plants,piante,abete,ABETE_abete siberiano,siberiano,1,14,14,14.0,0.0,1.0,1,0.10026,19935.0
plants,piante,abete,ABETE_abete coreano,coreano,1,15,15,15.0,0.0,1.0,1,0.10026,35418.0
plants,piante,abete,ABETE_abete giapponese,giapponese,1,16,16,16.0,0.0,1.0,1,0.10026,36646.0
plants,piante,abete,ABETE_abete di veitch,di veitch,1,17,17,17.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di amuri,di amuri,1,18,18,18.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di sachalin,di sachalin,1,19,19,19.0,0.0,1.0,1,0.10026,
plants,piante,abete,ABETE_abete di manciuria,di manciuria,1,20,20,20.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da trasporto,da trasporto,1,1,1,1.0,1.0,1.0,1,1.0,275.0
vehicles,veicoli,aereo,AEREO_aereo da combattimento,da combattimento,1,2,2,2.0,0.0,1.0,1,0.10026,319.0
vehicles,veicoli,aereo,AEREO_aereo da addestramento,da addestramento,1,3,3,3.0,0.0,1.0,1,0.10026,97.0
vehicles,veicoli,aereo,AEREO_aereo da ricognizione,da ricognizione,1,4,4,4.0,0.0,1.0,1,0.10026,51.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto militare,da trasporto militare,1,5,5,5.0,0.0,1.0,1,0.10026,23.0
vehicles,veicoli,aereo,AEREO_aereo da trasporto civile,da trasporto civile,1,6,6,6.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da turismo,da turismo,1,7,7,7.0,0.0,1.0,1,0.10026,111.0
vehicles,veicoli,aereo,AEREO_aereo da competizione,da competizione,1,8,8,8.0,0.0,1.0,1,0.10026,181.0
vehicles,veicoli,aereo,AEREO_aereo da acrobazia,da acrobazia,1,9,9,9.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da ricerca,da ricerca,1,10,10,10.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da soccorso,da soccorso,1,11,11,11.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da collegamento,da collegamento,1,12,12,12.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da osservazione,da osservazione,1,13,13,13.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da attacco al suolo,da attacco al suolo,1,14,14,14.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da caccia,da caccia,1,15,15,15.0,0.0,1.0,1,0.10026,33.0
vehicles,veicoli,aereo,AEREO_aereo da intercettazione,da intercettazione,1,16,16,16.0,0.0,1.0,1,0.10026,
vehicles,veicoli,aereo,AEREO_aereo da pattugliamento,da pattugliamento,1,17,17,17.0,0.0,1.0,1,0.10026,45.0
stationery,cancelleria,agenda,AGENDA_agenda scolastica,scolastica,1,1,1,1.0,1.0,1.0,1,1.0,23709.0
