participant,category,category_it,concept,exemplar,clean_exemplar,rank
llava-iter1,plants,piante,abete,albero,albero,1
llava-iter1,plants,piante,abete,arbusto,arbusto,2
llava-iter1,plants,piante,abete,cespuglio,cespuglio,3
llava-iter1,plants,piante,abete,piante,piante,4
llava-iter1,plants,piante,abete,albero di fiori,albero di fiori,5
llava-iter1,plants,piante,abete,albero di frutta,albero di frutta,6
llava-iter1,plants,piante,abete,albero di legno,albero di legno,7
llava-iter1,plants,piante,abete,albero di pino,albero di pino,8
llava-iter1,plants,piante,abete,albero di palma,albero di palma,9
llava-iter1,plants,piante,abete,albero di olivo,albero di olivo,10
llava-iter1,plants,piante,abete,albero di mele,albero di mele,11
llava-iter1,plants,piante,abete,albero di pera,albero di pera,12
llava-iter1,plants,piante,abete,albero di limone,albero di limone,13
llava-iter1,plants,piante,abete,albero di arancia,albero di arancia,14
llava-iter1,plants,piante,abete,albero di mandorlo,albero di mandorlo,15
llava-iter1,plants,piante,abete,albero di noci,albero di noci,16
llava-iter1,plants,piante,abete,albero di castagna,albero di castagna,17
llava-iter1,plants,piante,abete,albero di gelso,albero di gelso,18
llava-iter1,plants,piante,abete,albero di tiglio,albero di tiglio,19
llava-iter1,plants,piante,abete,albero di pioppo,albero di pioppo,20
llava-iter1,vehicles,veicoli,aereo,aereoplano,plano,1
llava-iter1,vehicles,veicoli,aereo,aereo nero,nero,2
llava-iter1,vehicles,veicoli,aereo,aereo militare,militare,3
llava-iter1,vehicles,veicoli,aereo,aereo civile,civile,4
llava-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,5
llava-iter1,vehicles,veicoli,aereo,aereo da caccia,da caccia,6
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,7
llava-iter1,vehicles,veicoli,aereo,aereo da guerra,da guerra,8
llava-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,9
llava-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,10
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,11
llava-iter1,vehicles,veicoli,aereo,aereo da trasporto civile,da trasporto civile,12
