participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.1-70b-iter1,plants,piante,abete,abete bianco,bianco,1
llama3.1-70b-iter1,plants,piante,abete,abete balsamico,balsamico,2
llama3.1-70b-iter1,plants,piante,abete,abete di douglas,di douglas,3
llama3.1-70b-iter1,plants,piante,abete,abete rosso,rosso,4
llama3.1-70b-iter1,plants,piante,abete,abete amabile,amabile,5
llama3.1-70b-iter1,plants,piante,abete,abete di spagna,di spagna,6
llama3.1-70b-iter1,plants,piante,abete,abete di nordmann,di nordmann,7
llama3.1-70b-iter1,plants,piante,abete,abete argentato,argentato,8
llama3.1-70b-iter1,plants,piante,abete,abete marocchino,marocchino,9
llama3.1-70b-iter1,plants,piante,abete,abete del colorado,del colorado,10
llama3.1-70b-iter1,plants,piante,abete,abete delle rocce,delle rocce,11
llama3.1-70b-iter1,plants,piante,abete,abete di fraser,di fraser,12
llama3.1-70b-iter1,plants,piante,abete,abete gigante,gigante,13
llama3.1-70b-iter1,plants,piante,abete,abete siberiano,siberiano,14
llama3.1-70b-iter1,plants,piante,abete,abete coreano,coreano,15
llama3.1-70b-iter1,plants,piante,abete,abete giapponese,giapponese,16
llama3.1-70b-iter1,plants,piante,abete,abete di veitch,di veitch,17
llama3.1-70b-iter1,plants,piante,abete,abete di amuri,di amuri,18
llama3.1-70b-iter1,plants,piante,abete,abete di sachalin,di sachalin,19
llama3.1-70b-iter1,plants,piante,abete,abete di manciuria,di manciuria,20
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,1
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,2
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,3
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,4
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,5
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da trasporto civile,da trasporto civile,6
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,7
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da competizione,da competizione,8
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da acrobazia,da acrobazia,9
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da ricerca,da ricerca,10
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da soccorso,da soccorso,11
llama3.1-70b-iter1,vehicles,veicoli,aereo,aereo da collegamento,da collegamento,12
