participant,category,category_it,concept,exemplar,clean_exemplar,rank
mixtral-iter1,plants,piante,abete,abete bianco,bianco,1
mixtral-iter1,plants,piante,abete,abete di douglas,di douglas,2
mixtral-iter1,plants,piante,abete,abete di spagna,di spagna,3
mixtral-iter1,plants,piante,abete,abete del caucaso,del caucaso,4
mixtral-iter1,plants,piante,abete,abete di nobilis,di nobilis,5
mixtral-iter1,plants,piante,abete,abete di picea,di picea,6
mixtral-iter1,plants,piante,abete,abete di sitka,di sitka,7
mixtral-iter1,plants,piante,abete,abete rosso,rosso,8
mixtral-iter1,plants,piante,abete,abete di virginia,di virginia,9
mixtral-iter1,plants,piante,abete,abete di nordmann,di nordmann,10
mixtral-iter1,plants,piante,abete,abete di fraser,di fraser,11
mixtral-iter1,plants,piante,abete,abete di gmelin,di gmelin,12
mixtral-iter1,plants,piante,abete,abete di nootka,di nootka,13
mixtral-iter1,plants,piante,abete,abete di sakhalin,di sakhalin,14
mixtral-iter1,plants,piante,abete,abete di corea,di corea,15
mixtral-iter1,plants,piante,abete,abete di vancouver,di vancouver,16
mixtral-iter1,plants,piante,abete,abete di mugho,di mugho,17
mixtral-iter1,plants,piante,abete,abete di jack,di jack,18
mixtral-iter1,plants,piante,abete,abete di lodgepole,di lodgepole,19
mixtral-iter1,plants,piante,abete,abete di balsamo,di balsamo,20
mixtral-iter1,plants,piante,abete,abete di balsamo giapponese,di balsamo giapponese,21
mixtral-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,1
mixtral-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2
mixtral-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,3
mixtral-iter1,vehicles,veicoli,aereo,aereo da addestramento,da addestramento,4
mixtral-iter1,vehicles,veicoli,aereo,aereo da caccia,da caccia,5
mixtral-iter1,vehicles,veicoli,aereo,aereo da pattugliamento marittimo,da pattugliamento marittimo,6
mixtral-iter1,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,7
mixtral-iter1,vehicles,veicoli,aereo,aereo da trasporto passeggeri,da trasporto passeggeri,8
mixtral-iter1,vehicles,veicoli,aereo,aereo da attacco al suolo,da attacco al suolo,9
mixtral-iter1,vehicles,veicoli,aereo,aereo da collegamento,da collegamento,10
mixtral-iter1,vehicles,veicoli,aereo,aereo da osservazione,da osservazione,11
mixtral-iter1,vehicles,veicoli,aereo,aereo da allenamento,da allenamento,12
mixtral-iter1,vehicles,veicoli,aereo,aereo da traino bersagli,da traino bersagli,13
mixtral-iter1,vehicles,veicoli,aereo,aereo da bombardamento,da bombardamento,14
mixtral-iter1,vehicles,veicoli,aereo,aereo anfibio,anfibio,15
mixtral-iter1,vehicles,veicoli,aereo,aereo da trasporto merci,da trasporto merci,16
mixtral-iter1,stationery,cancelleria,agenda,agenda elettronica,elettronica,1
mixtral-iter1,stationery,cancelleria,agenda,agenda di carta,di carta,2
mixtral-iter1,stationery,cancelleria,agenda,agenda digitale,digitale,3
mixtral-iter1,stationery,cancelleria,agenda,agenda settimanale,settimanale,4
mixtral-iter1,stationery,cancelleria,agenda,agenda mensile,mensile,5
mixtral-iter1,stationery,cancelleria,agenda,agenda annuale,annuale,6
mixtral-iter1,stationery,cancelleria,agenda,agenda scolastica,scolastica,7
mixtral-iter1,stationery,cancelleria,agenda,agenda da tavolo,da tavolo,8
mixtral-iter1,stationery,cancelleria,agenda,agenda da viaggio,da viaggio,9
mixtral-iter1,stationery,cancelleria,agenda,agenda personale,personale,10
mixtral-iter1,stationery,cancelleria,agenda,agenda professionale,professionale,11
mixtral-iter1,stationery,cancelleria,agenda,agenda giornaliera,giornaliera,12
mixtral-iter1,stationery,cancelleria,agenda,agenda planner,planner,13
mixtral-iter1,stationery,cancelleria,agenda,agenda per appunti,per appunti,14
mixtral-iter1,stationery,cancelleria,agenda,agenda per riunioni,per riunioni,15
mixtral-iter1,stationery,cancelleria,agenda,agenda per obiettivi,per obiettivi,16
mixtral-iter1,stationery,cancelleria,agenda,agenda per compiti,per compiti,17
mixtral-iter1,stationery,cancelleria,agenda,agenda per progetti,per progetti,18
mixtral-iter1,stationery,cancelleria,agenda,agenda per eventi,per eventi,19
mixtral-iter1,stationery,cancelleria,agenda,agenda per riunioni online,per riunioni online,20
mixtral-iter1,stationery,cancelleria,agenda,agenda per teleconferenze,per teleconferenze,21
mixtral-iter1,stationery,cancelleria,agenda,agenda per webinar,per webinar,22
mixtral-iter1,stationery,cancelleria,agenda,agenda per call conference,per call conference,23
mixtral-iter1,stationery,cancelleria,agenda,agenda per riunioni ibride,per riunioni ibride,24
mixtral-iter1,stationery,cancelleria,agenda,agenda per,per,25
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,gancio appendiabiti,gancio ,1
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,portaombrelli,portaombrelli,2
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,attaccapanni a muro,attaccapanni a muro,3
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,attaccapanni da parete,attaccapanni da parete,4
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da terra,da terra,5
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da armadio,da armadio,6
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cappotto,da cappotto,7
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da borsa,da borsa,8
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da cinture,da cinture,9
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da sciarpa,da sciarpa,10
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da giacca,da giacca,11
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da biancheria,da biancheria,12
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da asciugamani,da asciugamani,13
mixtral-iter1,furnishings/fittings,arredamenti/accessori,appendiabiti,appendiabiti da accappatoio,da accappatoio,14
