participant,category,category_it,concept,exemplar,clean_exemplar,rank
llama3.1-iter1,plants,piante,abete,abete rosso,rosso,1
llama3.1-iter1,plants,piante,abete,abete bianco,bianco,2
llama3.1-iter1,plants,piante,abete,abete nero,nero,3
llama3.1-iter1,plants,piante,abete,abete fuso,fuso,4
llama3.1-iter1,plants,piante,abete,abete laricio,laricio,5
llama3.1-iter1,plants,piante,abete,abete di douglas,di douglas,6
llama3.1-iter1,plants,piante,abete,abete di nordmann,di nordmann,7
llama3.1-iter1,plants,piante,abete,abete di siberia,di siberia,8
llama3.1-iter1,plants,piante,abete,abete di giappone,di giappone,9
llama3.1-iter1,plants,piante,abete,abete di colorado,di colorado,10
llama3.1-iter1,plants,piante,abete,abete di nordamerica,di nordamerica,11
llama3.1-iter1,plants,piante,abete,abete di canada,di canada,12
llama3.1-iter1,plants,piante,abete,abete di monte carlo,di monte carlo,13
llama3.1-iter1,plants,piante,abete,abete di fraser,di fraser,14
llama3.1-iter1,plants,piante,abete,abete di sitka,di sitka,15
llama3.1-iter1,plants,piante,abete,abete di weihenstephaner,di weihenstephaner,16
llama3.1-iter1,plants,piante,abete,abete di dahuriano,di dahuriano,17
llama3.1-iter1,plants,piante,abete,abete di sakhalin,di sakhalin,18
llama3.1-iter1,plants,piante,abete,abete di kamtschatka,di kamtschatka,19
llama3.1-iter1,plants,piante,abete,ab,ab,20
llama3.1-iter1,vehicles,veicoli,aereo,aereo da carico,da carico,1
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,2
llama3.1-iter1,vehicles,veicoli,aereo,aereo da combattimento,da combattimento,3
llama3.1-iter1,vehicles,veicoli,aereo,aereo da turismo,da turismo,4
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto di linea,da trasporto di linea,5
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto charter,da trasporto charter,6
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto cargo,da trasporto cargo,7
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto passeggeri,da trasporto passeggeri,8
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto merci,da trasporto merci,9
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto di emergenza,da trasporto di emergenza,10
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto sanitario,da trasporto sanitario,11
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto militare,da trasporto militare,12
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto vip,da trasporto vip,13
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto di posta,da trasporto di posta,14
llama3.1-iter1,vehicles,veicoli,aereo,aereo da trasporto di merci speciali,da trasporto di merci speciali,15
llama3.1-iter1,vehicles,veicoli,aereo,aereo da tras,da tras,16
llama3.1-iter1,stationery,cancelleria,agenda,agenda cartacea,cartacea,1
llama3.1-iter1,stationery,cancelleria,agenda,agenda digitale,digitale,2
llama3.1-iter1,stationery,cancelleria,agenda,calendario,calendario,3
llama3.1-iter1,stationery,cancelleria,agenda,orologio,orologio,4
llama3.1-iter1,stationery,cancelleria,agenda,planner,planner,5
llama3.1-iter1,stationery,cancelleria,agenda,appunti,appunti,6
llama3.1-iter1,stationery,cancelleria,agenda,rubrica,rubrica,7
llama3.1-iter1,stationery,cancelleria,agenda,app di gestione del tempo,app di gestione del tempo,8
llama3.1-iter1,stationery,cancelleria,agenda,appuntatore,appuntatore,9
llama3.1-iter1,stationery,cancelleria,agenda,agenda elettronica,elettronica,10
