participant,category,category_it,concept,exemplar,clean_exemplar,rank
nemo-iter1,plants,piante,abete,abete rosso,rosso,1
nemo-iter1,plants,piante,abete,abete bianco,bianco,2
nemo-iter1,plants,piante,abete,abete d silver,d silver,3
nemo-iter1,plants,piante,abete,abete canadese,canadese,4
nemo-iter1,plants,piante,abete,abete colorato,colorato,5
nemo-iter1,plants,piante,abete,abete nano,nano,6
nemo-iter1,plants,piante,abete,abete norvege,norvege,7
nemo-iter1,plants,piante,abete,abete di douglas,di douglas,8
nemo-iter1,plants,piante,abete,abete dei boschi,dei boschi,9
nemo-iter1,plants,piante,abete,abete dello himalaya,dello himalaya,10
nemo-iter2,plants,piante,abete,abete bianco,bianco,1
nemo-iter2,plants,piante,abete,abete rosso,rosso,2
nemo-iter2,plants,piante,abete,abete argentato,argentato,3
nemo-iter2,plants,piante,abete,abete dei caucasian,dei caucasian,4
nemo-iter2,plants,piante,abete,abete del colorado,del colorado,5
nemo-iter2,plants,piante,abete,abete dei pirenei,dei pirenei,6
nemo-iter2,plants,piante,abete,abete di oregone,di oregone,7
nemo-iter2,plants,piante,abete,abete di douglas,di douglas,8
nemo-iter2,plants,piante,abete,abete del alaska,del alaska,9
nemo-iter2,plants,piante,abete,abete di engadine,di engadine,10
nemo-iter3,plants,piante,abete,abete bianco,bianco,1
nemo-iter3,plants,piante,abete,abete rosso,rosso,2
nemo-iter3,plants,piante,abete,abete argentato,argentato,3
nemo-iter3,plants,piante,abete,abete blu,blu,4
nemo-iter3,plants,piante,abete,abete canadese,canadese,5
nemo-iter3,plants,piante,abete,abete delle roche,delle roche,6
nemo-iter3,plants,piante,abete,abete della catawba,della catawba,7
nemo-iter3,plants,piante,abete,abete della virginia,della virginia,8
nemo-iter3,plants,piante,abete,abete del monte carro,del monte carro,9
nemo-iter3,plants,piante,abete,abete del giappone,del giappone,10
nemo-iter4,plants,piante,abete,abete rosso,rosso,1
nemo-iter4,plants,piante,abete,abete bianco,bianco,2
nemo-iter4,plants,piante,abete,abete silver,silver,3
nemo-iter4,plants,piante,abete,abete dei laghi,dei laghi,4
nemo-iter4,plants,piante,abete,abete del colorado,del colorado,5
nemo-iter4,plants,piante,abete,abete canadese,canadese,6
nemo-iter4,plants,piante,abete,abete dell'himalaya,dell'himalaya,7
nemo-iter4,plants,piante,abete,abete del cile,del cile,8
nemo-iter4,plants,piante,abete,abete di norfolk,di norfolk,9
nemo-iter5,plants,piante,abete,albero diabeti,albero di,1
nemo-iter5,plants,piante,abete,abete bianco,bianco,2
nemo-iter5,plants,piante,abete,abete rosso,rosso,3
nemo-iter5,plants,piante,abete,abete argentato,argentato,4
nemo-iter5,plants,piante,abete,abete del colorado,del colorado,5
nemo-iter5,plants,piante,abete,abete dei prati,dei prati,6
nemo-iter5,plants,piante,abete,abete di douglas,di douglas,7
nemo-iter5,plants,piante,abete,abete cembro,cembro,8
nemo-iter5,plants,piante,abete,abete di nordmann,di nordmann,9
nemo-iter5,plants,piante,abete,abete del kazakistan,del kazakistan,10
nemo-iter1,vehicles,veicoli,aereo,jet,jet,1
nemo-iter1,vehicles,veicoli,aereo,cessna,cessna,2
nemo-iter1,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,3
nemo-iter1,vehicles,veicoli,aereo,aereo militare,militare,4
nemo-iter1,vehicles,veicoli,aereo,aereo a elica,a elica,5
nemo-iter1,vehicles,veicoli,aereo,aereo ad ala fissa,ad ala fissa,6
nemo-iter2,vehicles,veicoli,aereo,aeroplano,aeroplano,1
nemo-iter2,vehicles,veicoli,aereo,jet,jet,2
nemo-iter2,vehicles,veicoli,aereo,aereo a elica,a elica,3
nemo-iter2,vehicles,veicoli,aereo,aereo da caccia,da caccia,4
nemo-iter2,vehicles,veicoli,aereo,aereo da trasporto,da trasporto,5
nemo-iter2,vehicles,veicoli,aereo,aereo da guerra,da guerra,6
nemo-iter2,vehicles,veicoli,aereo,aereo da ricognizione,da ricognizione,7
nemo-iter2,vehicles,veicoli,aereo,aereo da soccorso,da soccorso,8
