participant,category,category_it,concept,exemplar,clean_exemplar,rank
llava-iter1,plants,piante,abete,acacia,acacia,1
llava-iter2,plants,piante,abete,acacia,acacia,1
llava-iter2,plants,piante,abete,cedro,cedro,2
llava-iter2,plants,piante,abete,quercia,quercia,3
llava-iter2,plants,piante,abete,pino,pino,4
llava-iter2,plants,piante,abete,robbio,robbio,5
llava-iter2,plants,piante,abete,picea,picea,6
llava-iter2,plants,piante,abete,pino silvestre,pino silvestre,7
llava-iter2,plants,piante,abete,abete sardo,sardo,8
llava-iter2,plants,piante,abete,cedro del marmellato,cedro del marmellato,9
llava-iter2,plants,piante,abete,tartaro,tartaro,10
llava-iter2,plants,piante,abete,fagio,fagio,11
llava-iter2,plants,piante,abete,fresno,fresno,12
llava-iter2,plants,piante,abete,pioppo,pioppo,13
llava-iter2,plants,piante,abete,"tuttavia questo è solo un esempio di alcune specie di alberi che possono appartenere al genere abete, si prega di consultare i ricercatori locali per poter essere informato sulle specie che vivono nella propria zona","tuttavia questo è solo un esempio di alcune specie di alberi che possono appartenere al genere , si prega di consultare i ricercatori locali per poter essere informato sulle specie che vivono nella propria zona",14
llava-iter3,plants,piante,abete,betulla,betulla,1
llava-iter3,plants,piante,abete,faggio,faggio,2
llava-iter3,plants,piante,abete,pino,pino,3
llava-iter3,plants,piante,abete,quercia,quercia,4
llava-iter4,plants,piante,abete,faggio,faggio,1
llava-iter4,plants,piante,abete,pino,pino,2
llava-iter4,plants,piante,abete,tuaia,tuaia,3
llava-iter4,plants,piante,abete,pino verde,pino verde,4
llava-iter4,plants,piante,abete,picea,picea,5
llava-iter5,plants,piante,abete,acacia,acacia,1
llava-iter5,plants,piante,abete,ontano,ontano,2
llava-iter5,plants,piante,abete,faggio,faggio,3
llava-iter5,plants,piante,abete,olivo,olivo,4
llava-iter5,plants,piante,abete,pineta,pineta,5
llava-iter5,plants,piante,abete,tiglio,tiglio,6
llava-iter1,vehicles,veicoli,aereo,aeroplano,aeroplano,1
llava-iter1,vehicles,veicoli,aereo,elicottero,elicottero,2
llava-iter1,vehicles,veicoli,aereo,aeronave,aeronave,3
llava-iter1,vehicles,veicoli,aereo,aerostato,aerostato,4
llava-iter1,vehicles,veicoli,aereo,aeroe,aeroe,5
llava-iter1,vehicles,veicoli,aereo,jet,jet,6
llava-iter2,vehicles,veicoli,aereo,aeroplano,aeroplano,1
llava-iter2,vehicles,veicoli,aereo,aereostato,stato,2
llava-iter2,vehicles,veicoli,aereo,aeronave,aeronave,3
llava-iter2,vehicles,veicoli,aereo,aeronave giovanile,aeronave giovanile,4
llava-iter2,vehicles,veicoli,aereo,aeronave a fusoliera,aeronave a fusoliera,5
llava-iter2,vehicles,veicoli,aereo,aeronave con corpo ovale,aeronave con corpo ovale,6
llava-iter2,vehicles,veicoli,aereo,aeronave con corpo rotondo,aeronave con corpo rotondo,7
llava-iter2,vehicles,veicoli,aereo,aeronave con corpo quadrato,aeronave con corpo quadrato,8
llava-iter2,vehicles,veicoli,aereo,aeronave con corpo triangolare,aeronave con corpo triangolare,9
llava-iter2,vehicles,veicoli,aereo,aeronave a guscio,aeronave a guscio,10
llava-iter3,vehicles,veicoli,aereo,aereo nero,nero,1
llava-iter3,vehicles,veicoli,aereo,aereo di linea,di linea,2
llava-iter3,vehicles,veicoli,aereo,aereo nero a lungo raggio,nero a lungo raggio,3
llava-iter3,vehicles,veicoli,aereo,aereo bianco,bianco,4
llava-iter3,vehicles,veicoli,aereo,aereo de havilland canada,de havilland canada,5
llava-iter3,vehicles,veicoli,aereo,aereo civile,civile,6
llava-iter4,vehicles,veicoli,aereo,aerea,aerea,1
llava-iter4,vehicles,veicoli,aereo,aeroplano,aeroplano,2
llava-iter4,vehicles,veicoli,aereo,aeroplanino,aeroplanino,3
llava-iter4,vehicles,veicoli,aereo,aerobus,aerobus,4
