participant,category,category_it,concept,exemplar,clean_exemplar,rank
idefics2-iter1,plants,piante,abete,abeto,abeto,1
idefics2-iter1,plants,piante,abete,abeto rosso,abeto rosso,2
idefics2-iter1,plants,piante,abete,abeto bianco,abeto bianco,3
idefics2-iter1,plants,piante,abete,abeto azzurro,abeto azzurro,4
idefics2-iter1,plants,piante,abete,abeto a grosse foglie,abeto a grosse foglie,5
idefics2-iter2,plants,piante,abete,birch,birch,1
idefics2-iter2,plants,piante,abete,cedar,cedar,2
idefics2-iter2,plants,piante,abete,cypress,cypress,3
idefics2-iter2,plants,piante,abete,elm,elm,4
idefics2-iter2,plants,piante,abete,maple,maple,5
idefics2-iter2,plants,piante,abete,pine,pine,6
idefics2-iter3,plants,piante,abete,pinus,pinus,1
idefics2-iter3,plants,piante,abete,araucaria,araucaria,2
idefics2-iter3,plants,piante,abete,acidana,acidana,3
idefics2-iter3,plants,piante,abete,abies,abies,4
idefics2-iter3,plants,piante,abete,eucalyptus,eucalyptus,5
idefics2-iter3,plants,piante,abete,thuja,thuja,6
idefics2-iter3,plants,piante,abete,podocarpus,podocarpus,7
idefics2-iter4,plants,piante,abete,bamboo,bamboo,1
idefics2-iter4,plants,piante,abete,cedro,cedro,2
idefics2-iter4,plants,piante,abete,cipresso,cipresso,3
idefics2-iter4,plants,piante,abete,giacinti,giacinti,4
idefics2-iter4,plants,piante,abete,raffia,raffia,5
idefics2-iter4,plants,piante,abete,pinestra,pinestra,6
idefics2-iter5,plants,piante,abete,acacia,acacia,1
idefics2-iter5,plants,piante,abete,abece,abece,2
idefics2-iter5,plants,piante,abete,acero,acero,3
idefics2-iter5,plants,piante,abete,amorfa,amorfa,4
idefics2-iter5,plants,piante,abete,americana,americana,5
idefics2-iter5,plants,piante,abete,barbatella,barbatella,6
idefics2-iter5,plants,piante,abete,bosso,bosso,7
idefics2-iter5,plants,piante,abete,canella,canella,8
idefics2-iter5,plants,piante,abete,cedro,cedro,9
idefics2-iter5,plants,piante,abete,cilindro,cilindro,10
idefics2-iter5,plants,piante,abete,fagia,fagia,11
idefics2-iter5,plants,piante,abete,frassino,frassino,12
idefics2-iter5,plants,piante,abete,lupino,lupino,13
idefics2-iter5,plants,piante,abete,pin,pin,14
idefics2-iter5,plants,piante,abete,tasso,tasso,15
idefics2-iter5,plants,piante,abete,ulivo,ulivo,16
idefics2-iter5,plants,piante,abete,acacia melanoxylon,acacia melanoxylon,17
idefics2-iter5,plants,piante,abete,abete di australia,di australia,18
idefics2-iter5,plants,piante,abete,abete di nord,di nord,19
idefics2-iter5,plants,piante,abete,abete di tasmania,di tasmania,20
idefics2-iter5,plants,piante,abete,abete rosso,rosso,21
idefics2-iter5,plants,piante,abete,abeto nordamericano,abeto nordamericano,22
idefics2-iter5,plants,piante,abete,abeto a corno,abeto a corno,23
idefics2-iter5,plants,piante,abete,abeto rossiccia,abeto rossiccia,24
idefics2-iter1,vehicles,veicoli,aereo,boeing 747,boeing 747,1
idefics2-iter1,vehicles,veicoli,aereo,airbus a320,airbus a320,2
idefics2-iter1,vehicles,veicoli,aereo,embraer,embraer,3
idefics2-iter1,vehicles,veicoli,aereo,aviation oil,aviation oil,4
idefics2-iter1,vehicles,veicoli,aereo,delta,delta,5
idefics2-iter1,vehicles,veicoli,aereo,jetblue,jetblue,6
idefics2-iter1,vehicles,veicoli,aereo,alitalia,alitalia,7
idefics2-iter1,vehicles,veicoli,aereo,british airways,british airways,8
idefics2-iter2,vehicles,veicoli,aereo,aeromobile,aeromobile,1
idefics2-iter2,vehicles,veicoli,aereo,aerostato,aerostato,2
idefics2-iter2,vehicles,veicoli,aereo,aeroplano,aeroplano,3
idefics2-iter2,vehicles,veicoli,aereo,alianto,alianto,4
idefics2-iter2,vehicles,veicoli,aereo,elicottero,elicottero,5
idefics2-iter2,vehicles,veicoli,aereo,dirigibili,dirigibili,6
idefics2-iter3,vehicles,veicoli,aereo,aeroplino,aeroplino,1
idefics2-iter3,vehicles,veicoli,aereo,elicottero,elicottero,2
idefics2-iter3,vehicles,veicoli,aereo,drone,drone,3
idefics2-iter4,vehicles,veicoli,aereo,uav,uav,1
idefics2-iter4,vehicles,veicoli,aereo,ew,ew,2
idefics2-iter4,vehicles,veicoli,aereo,helicopter,helicopter,3
idefics2-iter4,vehicles,veicoli,aereo,jet,jet,4
idefics2-iter4,vehicles,veicoli,aereo,fighter jet,fighter jet,5
idefics2-iter5,vehicles,veicoli,aereo,jet,jet,1
idefics2-iter5,vehicles,veicoli,aereo,aereo commerciale,commerciale,2
idefics2-iter5,vehicles,veicoli,aereo,elicottero,elicottero,3
idefics2-iter5,vehicles,veicoli,aereo,airship,airship,4
idefics2-iter5,vehicles,veicoli,aereo,dirigibile,dirigibile,5
idefics2-iter1,stationery,cancelleria,agenda,calendario,calendario,1
idefics2-iter1,stationery,cancelleria,agenda,calendare digitali,calendare digitali,2
idefics2-iter1,stationery,cancelleria,agenda,calendare della zona,calendare della zona,3
