participant,category,category_it,concept,exemplar,clean_exemplar,rank
mixtral-iter1,plants,piante,abete,abete bianco,bianco,1
mixtral-iter1,plants,piante,abete,abete di douglas,di douglas,2
mixtral-iter1,plants,piante,abete,abete di spagna,di spagna,3
mixtral-iter1,plants,piante,abete,abete rosso,rosso,4
mixtral-iter1,plants,piante,abete,abete di nорway,di nорway,5
mixtral-iter1,plants,piante,abete,abete del colorado,del colorado,6
mixtral-iter1,plants,piante,abete,abete di picea omorika,di picea omorika,7
mixtral-iter1,plants,piante,abete,abete di sitka,di sitka,8
mixtral-iter1,plants,piante,abete,abete di nicolai,di nicolai,9
mixtral-iter1,plants,piante,abete,abete di fraser,di fraser,10
mixtral-iter1,plants,piante,abete,abete del caucaso,del caucaso,11
mixtral-iter1,plants,piante,abete,abete di virgilio,di virgilio,12
mixtral-iter1,plants,piante,abete,abete di grecia,di grecia,13
mixtral-iter1,plants,piante,abete,abete di serbia,di serbia,14
mixtral-iter1,plants,piante,abete,abete di macedonia,di macedonia,15
mixtral-iter1,plants,piante,abete,abete di albano,di albano,16
mixtral-iter1,plants,piante,abete,abete di silver,di silver,17
mixtral-iter1,plants,piante,abete,abete di orixa,di orixa,18
mixtral-iter1,plants,piante,abete,abete di khinghan,di khinghan,19
mixtral-iter1,plants,piante,abete,abete di gmelin,di gmelin,20
mixtral-iter1,plants,piante,abete,abete di maximov,di maximov,21
mixtral-iter2,plants,piante,abete,abete bianco,bianco,1
mixtral-iter2,plants,piante,abete,abete di douglas,di douglas,2
mixtral-iter2,plants,piante,abete,abete del caucaso,del caucaso,3
mixtral-iter2,plants,piante,abete,abete di fraser,di fraser,4
mixtral-iter2,plants,piante,abete,abete di nobilis,di nobilis,5
mixtral-iter2,plants,piante,abete,abete di virginia,di virginia,6
mixtral-iter2,plants,piante,abete,abete di picea,di picea,7
mixtral-iter2,plants,piante,abete,abete rosso,rosso,8
mixtral-iter2,plants,piante,abete,abete nobile,nobile,9
mixtral-iter2,plants,piante,abete,abete di sitka,di sitka,10
mixtral-iter2,plants,piante,abete,abete del colorado,del colorado,11
mixtral-iter2,plants,piante,abete,abete di norkfolk,di norkfolk,12
mixtral-iter2,plants,piante,abete,abete dell'himalaya,dell'himalaya,13
mixtral-iter2,plants,piante,abete,abete di tsuga,di tsuga,14
mixtral-iter2,plants,piante,abete,abete orientale,orientale,15
mixtral-iter2,plants,piante,abete,abete di gmelin,di gmelin,16
mixtral-iter2,plants,piante,abete,abete di mugho,di mugho,17
mixtral-iter2,plants,piante,abete,abete spagnolo,spagnolo,18
mixtral-iter2,plants,piante,abete,abete greco,greco,19
mixtral-iter2,plants,piante,abete,abete siciliano,siciliano,20
mixtral-iter3,plants,piante,abete,abete bianco,bianco,1
mixtral-iter3,plants,piante,abete,abete di douglas,di douglas,2
mixtral-iter3,plants,piante,abete,abete di virginia,di virginia,3
mixtral-iter3,plants,piante,abete,abete di spagnola,di spagnola,4
mixtral-iter3,plants,piante,abete,abete rosso,rosso,5
mixtral-iter3,plants,piante,abete,abete nobilis,nobilis,6
mixtral-iter3,plants,piante,abete,abete dei nebrodi,dei nebrodi,7
mixtral-iter3,plants,piante,abete,abete del caucaso,del caucaso,8
mixtral-iter3,plants,piante,abete,abete del colorado,del colorado,9
mixtral-iter3,plants,piante,abete,abete di nordmann,di nordmann,10
mixtral-iter3,plants,piante,abete,abete di picea omorika,di picea omorika,11
mixtral-iter3,plants,piante,abete,abete di serbia,di serbia,12
mixtral-iter3,plants,piante,abete,abete del friuli,del friuli,13
mixtral-iter3,plants,piante,abete,abete di svezia,di svezia,14
mixtral-iter3,plants,piante,abete,abete di asia centrale,di asia centrale,15
mixtral-iter4,plants,piante,abete,abete bianco,bianco,1
mixtral-iter4,plants,piante,abete,abete di douglas,di douglas,2
mixtral-iter4,plants,piante,abete,abete del colorado,del colorado,3
mixtral-iter4,plants,piante,abete,abete di fraser,di fraser,4
mixtral-iter4,plants,piante,abete,abete di noble,di noble,5
mixtral-iter4,plants,piante,abete,abete di virginia,di virginia,6
mixtral-iter4,plants,piante,abete,abete rosso,rosso,7
mixtral-iter4,plants,piante,abete,abete sugare,sugare,8
mixtral-iter4,plants,piante,abete,abete subalpino,subalpino,9
mixtral-iter4,plants,piante,abete,abete di sitka,di sitka,10
mixtral-iter4,plants,piante,abete,abete di nordmann,di nordmann,11
mixtral-iter4,plants,piante,abete,abete di picea,di picea,12
mixtral-iter4,plants,piante,abete,abete di lamarck,di lamarck,13
mixtral-iter4,plants,piante,abete,abete di cilindro,di cilindro,14
mixtral-iter4,plants,piante,abete,abete di virgilio,di virgilio,15
mixtral-iter4,plants,piante,abete,abete di jeanok,di jeanok,16
mixtral-iter4,plants,piante,abete,abete di maxwell,di maxwell,17
mixtral-iter4,plants,piante,abete,abete di vologda,di vologda,18
mixtral-iter4,plants,piante,abete,abete di omsk,di omsk,19
mixtral-iter4,plants,piante,abete,abete di dahuria,di dahuria,20
mixtral-iter4,plants,piante,abete,abete della mongolia,della mongolia,21
mixtral-iter5,plants,piante,abete,abete di douglas,di douglas,1
mixtral-iter5,plants,piante,abete,abete bianco,bianco,2
mixtral-iter5,plants,piante,abete,abete rosso,rosso,3
mixtral-iter5,plants,piante,abete,abete di nordmann,di nordmann,4
mixtral-iter5,plants,piante,abete,abete del colorado,del colorado,5
mixtral-iter5,plants,piante,abete,abete di picea mariana,di picea mariana,6
mixtral-iter5,plants,piante,abete,abete di picea engelmannii,di picea engelmannii,7
mixtral-iter5,plants,piante,abete,abete di picea glauca,di picea glauca,8
mixtral-iter5,plants,piante,abete,abete di picea omorika,di picea omorika,9
mixtral-iter5,plants,piante,abete,abete di picea abies,di picea abies,10
mixtral-iter5,plants,piante,abete,abete di picea sitchensis,di picea sitchensis,11
mixtral-iter5,plants,piante,abete,abete di picea jezoensis,di picea jezoensis,12
mixtral-iter5,plants,piante,abete,abete di picea pungens,di picea pungens,13
mixtral-iter5,plants,piante,abete,abete di picea breweriana,di picea breweriana,14
mixtral-iter5,plants,piante,abete,abete di picea koraiensis,di picea koraiensis,15
mixtral-iter5,plants,piante,abete,abete di picea smithiana,di picea smithiana,16
mixtral-iter1,vehicles,veicoli,aereo,aereo di linea,di linea,1
